"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","healthy_stool_10_1_noerr","healthy_stool_10_10_noerr","healthy_stool_10_100_noerr","healthy_stool_10_50_noerr","healthy_stool_100_1_noerr","healthy_stool_100_10_noerr","healthy_stool_100_100_noerr","healthy_stool_100_50_noerr"
"others","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Clostridium","Clostridium leptum","Clostridium leptum",26,343,0,0,691,0,0,0,0
"others","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens","Collinsella aerofaciens",27,302883,455421,707549,273382,100438,58688,26457,161744
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus comes","Coprococcus comes",28,0,0,0,0,33238,102038,69121,54050
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus eutactus","Coprococcus eutactus",29,0,0,0,0,17188,67579,36956,27255
"others","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Culturomica","Culturomica sp.","Culturomica sp.",30,4503,6706,0,4185,0,0,0,0
"others","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister invisus","Dialister invisus",31,0,0,0,0,0,11944,53611,17194
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea formicigenerans","Dorea formicigenerans",32,0,0,0,0,10665,28217,55322,17535
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena","Dorea longicatena",33,0,0,0,0,33176,111403,32359,53414
"others","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella lenta","Eggerthella lenta",34,0,0,0,0,0,0,83083,18352
"others","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium","Enterococcus faecium",35,0,0,0,0,0,0,70108,14803
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eshraghiella","Eshraghiella crossota","Eshraghiella crossota",36,0,0,0,0,16096,68048,51809,25750
"others","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium sp.","Faecalibacterium sp.",37,180219,270267,200961,352405,0,0,0,0
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalicatena","Faecalicatena sp.","Faecalicatena sp.",38,1535,2353,1641,3153,0,0,0,0
"others","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor","Flavonifractor sp.","Flavonifractor sp.",39,0,0,0,0,0,0,88577,38245
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter sp.","Fusicatenibacter sp.",40,0,0,0,0,0,73169,0,0
"others","Bacillota","Clostridia","Eubacteriales","others","Gemmiger","Gemmiger sp.","Gemmiger sp.",41,9130,13540,10058,17215,0,0,29067,0
"others","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter","Gordonibacter pamelaeae","Gordonibacter pamelaeae",42,0,0,0,0,0,0,85315,15998
"others","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hoylesella","Hoylesella timonensis","Hoylesella timonensis",43,0,0,0,0,0,0,26463,0
"others","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Intestinibacter","Intestinibacter bartlettii","Intestinibacter bartlettii",44,0,0,0,0,0,0,61001,0
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira eligens","Lachnospira eligens",45,0,0,0,0,55983,146841,80199,90079
"others","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Leyella","Leyella stercorea","Leyella stercorea",46,8442,12693,25666,7633,0,0,0,0
"others","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus ruminis","Ligilactobacillus ruminis",47,0,0,0,0,0,13514,58407,19351
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter gnavus","Mediterraneibacter gnavus",48,0,0,0,0,0,0,42660,0
"others","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera elsdenii","Megasphaera elsdenii",49,0,0,0,0,0,0,60656,0
"others","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter splanchnicus","Odoribacter splanchnicus",50,0,0,0,0,32818,85301,127438,52759
"others","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis","Parabacteroides distasonis",51,0,0,0,0,71818,187108,108038,115353
"others","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola plebeius","Phocaeicola plebeius",52,0,0,16127,0,55059,159751,88945,88026
"others","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus","Phocaeicola vulgatus",53,1473593,2213603,2589460,2485255,643429,600560,277258,1037230
"others","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella bivia","Prevotella bivia",54,0,0,0,0,12507,29818,79156,42881
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia hominis","Roseburia hominis",55,0,0,0,0,40114,101915,137889,116905
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia intestinalis","Roseburia intestinalis",56,0,0,0,0,0,0,8440,0
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia sp.","Roseburia sp.",57,795,1286,1729,2145,0,86933,0,0
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Ruminococcus lactaris","[Ruminococcus] lactaris",58,0,0,0,0,0,0,9384,0
"others","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Ruminococcus torques","[Ruminococcus] torques",59,0,0,0,0,15065,53010,21696,24668
"others","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruthenibacterium","Ruthenibacterium sp.","Ruthenibacterium sp.",60,0,0,0,0,0,0,18950,0
"others","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri","Segatella copri",61,5023283,2519044,1025918,2364580,4945059,445600,61734,814832
"others","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae","Shigella dysenteriae",62,0,0,0,0,84290,219214,106857,137863
"others","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus parasanguinis","Streptococcus parasanguinis",63,0,0,0,0,0,11201,62200,16129
"others","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus thermophilus","Streptococcus thermophilus",64,0,0,0,0,0,0,52315,39592
"others","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum","Subdoligranulum variabile","Subdoligranulum variabile",65,3787,5780,4311,7594,0,0,0,0
"others","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella parvula","Veillonella parvula",66,0,0,0,0,0,0,60327,11320
