Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,healthy_stool_10_1_noerr,healthy_stool_10_10_noerr,healthy_stool_10_100_noerr,healthy_stool_10_50_noerr,healthy_stool_100_1_noerr,healthy_stool_100_10_noerr,healthy_stool_100_100_noerr,healthy_stool_100_50_noerr
NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,Alloprevotella tannerae,31,0,0,0,0,2,10,4,10
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia criceti,Alloscardovia criceti,32,0,0,0,0,2,6,1,6
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens,Alloscardovia omnicolens,33,0,0,0,0,5,7,3,4
NA,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium,Alterileibacterium massiliense,Alterileibacterium massiliense,34,0,0,0,0,6,10,2,5
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,Amedibacillus dolichus,Amedibacillus dolichus,35,10,12,10,7,14,57,42,30
NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,Amylolactobacillus amylophilus,Amylolactobacillus amylophilus,36,0,0,0,0,0,1,2,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum hallii,37,0,0,0,0,6165,17673,9917,10251
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus lactolyticus,Anaerococcus lactolyticus,38,0,0,0,0,0,7,1,5
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus mediterraneensis,Anaerococcus mediterraneensis,39,0,0,0,0,0,0,21,2
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus obesiensis,Anaerococcus obesiensis,40,0,0,0,0,0,7,89,25
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii,41,0,0,0,0,0,3,4,3
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus provencensis,Anaerococcus provencensis,42,0,0,0,0,7,1,6,1
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus tetradius,Anaerococcus tetradius,43,0,0,0,0,2,0,5,2
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,Anaerostipes caccae,44,0,0,0,0,3,22,13,19
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus,45,6,42,8,19,6055,14876,6273,9654
NA,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,46,138,75,138,97,49,123,200,187
NA,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum neopropionicum,Anaerotignum neopropionicum,47,22,53,50,64,22,12,3,25
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus colihominis,Anaerotruncus colihominis,48,2,0,1,0,35,74,190,97
NA,Bacillota,Tissierellia,Tissierellales,Gottschalkiaceae,Andreesenia,Andreesenia angusta,Andreesenia angusta,49,0,0,0,0,75,179,3,113
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Angelakisella,Angelakisella massiliensis,Angelakisella massiliensis,50,77,63,111,287,80,11,8,99
NA,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus clavatus,Aspergillus clavatus,51,0,0,0,0,4,1,2,1
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium deltae,Atopobium deltae,52,0,0,0,0,0,1,2,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopococcus,Atopococcus tabaci,Atopococcus tabaci,53,0,0,0,0,0,0,1,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coahuilensis,Bacillus coahuilensis,54,0,0,0,0,0,1,2,2
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae,55,0,0,0,0,6176,16146,11293,9869
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,56,55,109,209,79,5451,12976,20567,8649
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecichinchillae,Bacteroides faecichinchillae,57,29,40,113,37,82,173,208,100
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fluxus,Bacteroides fluxus,58,113,165,348,855,96,164,250,208
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis,59,252,349,640,238,4623,11544,14365,6990
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ihuae,Bacteroides ihuae,60,1,7,10,2,1,2,2,1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides luti,Bacteroides luti,61,0,0,0,0,2,1,9,4
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii,Bacteroides nordii,62,7,10,20,4,178,404,411,334
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus,63,14,23,42,14,11870,31776,24964,19426
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides reticulotermitis,Bacteroides reticulotermitis,64,0,0,1,0,62,169,135,106
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,Bacteroides salyersiae,65,41,70,135,37,1083,2638,13871,3741
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris,66,2,8,4,5,9536,26848,11941,16882
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,67,234,339,671,222,8464,20141,23616,14210
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis,68,85650,128892,132281,165223,37545,35454,13649,60515
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,Bariatricus massiliensis,Bariatricus massiliensis,69,2,0,3,5,2,21,86,12
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella intestinihominis,70,0,0,0,0,5148,13280,10167,8387
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,Barnesiella viscericola,71,0,0,0,0,3,12,20,11
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Beduini,Beduini massiliensis,Beduini massiliensis,72,0,0,0,0,0,0,1,4
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,73,28250,42505,60420,25505,12248,11400,6711,19917
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium aesculapii,Bifidobacterium aesculapii,74,0,0,0,0,2,7,1,2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,75,0,2,2,0,532,1406,5709,1981
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium biavatii,Bifidobacterium biavatii,76,0,0,0,0,2,12,16,3
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum,77,0,0,0,0,1549,4073,5775,2497
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve,78,0,0,0,0,95,317,174,173
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium callitrichos,Bifidobacterium callitrichos,79,0,0,0,0,1,0,3,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium choerinum,Bifidobacterium choerinum,80,0,0,0,0,2,0,9,2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium cuniculi,Bifidobacterium cuniculi,81,0,0,0,0,0,2,1,1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,Bifidobacterium dentium,82,2,0,1,0,10,47,120,60
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallicum,Bifidobacterium gallicum,83,0,0,0,0,0,2,3,3
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum,84,0,0,0,0,6353,16263,5416,9955
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium magnum,Bifidobacterium magnum,85,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum,86,0,0,0,0,8,23,121,26
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,Bifidobacterium pullorum,87,0,0,0,0,0,4,5,4
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium reuteri,Bifidobacterium reuteri,88,0,0,0,0,33,74,84,40
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saguini,Bifidobacterium saguini,89,0,0,0,0,9,37,13,22
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,Bifidobacterium scardovii,90,0,0,0,0,8,19,8,17
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium stellenboschense,Bifidobacterium stellenboschense,91,0,0,0,0,4,3,0,7
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium subtile,Bifidobacterium subtile,92,0,0,0,0,0,1,8,1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium thermophilum,Bifidobacterium thermophilum,93,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium tsurumiense,Bifidobacterium tsurumiense,94,0,0,0,0,0,2,2,0
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila wadsworthia,95,0,0,0,0,0,1,6,4
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Bittarella (ex Durand et al. 2017),Bittarella massiliensis (ex Durand et al. 2017),Bittarella massiliensis (ex Durand et al. 2017),96,1,1,0,1,0,1,0,2
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hansenii,Blautia hansenii,97,1,0,0,2,167,409,627,443
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia hydrogenotrophica,98,32,42,43,57,16,15,12,22
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia obeum,99,147,246,187,313,7872,21059,19801,12743
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,Blautia producta,100,0,0,0,0,15,52,41,51
NA,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli,Brachyspira pilosicoli,101,0,0,0,0,1,8,2,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria goodwinii,Brenneria goodwinii,102,0,0,0,0,0,0,0,3
NA,Uroviricota,Caudoviricetes,NA,Aliceevansviridae,Brussowvirus,Brussowvirus bvO1205,Brussowvirus bvO1205,103,0,0,0,0,0,0,1,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella ferragutiae,Buttiauxella ferragutiae,104,0,0,0,0,2,0,2,2
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,Butyricicoccus pullicaecorum,105,3,3,0,0,2,13,6,4
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas synergistica,Butyricimonas synergistica,106,4,9,13,8,1,1,2,1
NA,Uroviricota,Caudoviricetes,NA,NA,Byrnievirus,Byrnievirus HK97,Byrnievirus HK97,107,0,0,0,0,2,2,0,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,Carnobacterium maltaromaticum,108,0,0,0,0,0,0,13,5
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,Cedecea neteri,109,0,0,0,0,2,0,3,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas carbonis,Cellulomonas carbonis,110,1,0,5,3,3,1,3,1
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella minuta,111,0,0,0,0,7,25,119,43
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella timonensis,Christensenella timonensis,112,0,0,0,1,1,0,0,1
NA,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile,113,0,0,0,0,7,44,41,15
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium aminophilum,Clostridium aminophilum,114,0,0,0,0,1,7,3,3
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cadaveris,Clostridium cadaveris,115,0,0,0,0,0,0,1,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium kluyveri,Clostridium kluyveri,116,0,0,0,0,0,0,1,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium lundense,Clostridium lundense,117,0,0,6,1,0,1,0,2
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,Clostridium paraputrificum,118,0,0,0,0,0,1,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,Clostridium phoceensis,119,20,43,40,161,40,80,40,80
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium scindens,Clostridium scindens,120,0,1,0,0,5,19,3,5
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium symbiosum,Clostridium symbiosum,121,1,1,0,4,5,4,9,8
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens,122,30310,45600,70865,27363,13014,11882,7055,20963
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella bouchesdurhonensis,Collinsella bouchesdurhonensis,123,0,0,0,0,6,20,61,16
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella ihumii,Collinsella ihumii,124,1,2,4,1,1,1,1,0
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,Collinsella tanakaei,125,0,0,0,0,0,0,2,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas composti,Comamonas composti,126,0,0,0,0,0,0,1,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas kerstersii,Comamonas kerstersii,127,0,0,0,0,3,1,3,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,Comamonas testosteroni,128,0,0,0,0,0,2,11,5
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,Coprobacter fastidiosus,129,1,3,4,0,2,14,34,15
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus eutactus,130,50,70,111,104,5173,13500,8533,8911
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lipophiloflavum,Corynebacterium lipophiloflavum,131,0,0,0,0,0,0,1,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii,132,0,0,0,0,8,17,4,3
NA,Uroviricota,Caudoviricetes,NA,NA,Cuauhtlivirus,Cuauhtlivirus mEpX1,Cuauhtlivirus mEpX1,133,0,0,0,0,4,10,5,9
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Culturomica,Culturomica massiliensis,Culturomica massiliensis,134,0,0,0,0,49,58,46,66
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis,Cupriavidus basilensis,135,0,0,0,0,31,71,372,116
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,Cupriavidus metallidurans,136,0,0,0,0,983,2621,12756,3692
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,Cupriavidus necator,137,0,0,0,0,0,2,5,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus,Cupriavidus pauculus,138,0,0,0,0,0,0,7,3
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas agitata,Dechloromonas agitata,139,0,0,0,0,0,1,5,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia acidovorans,Delftia acidovorans,140,0,0,0,0,0,0,1,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Desnuesiella,Desnuesiella massiliensis,Desnuesiella massiliensis,141,0,0,0,0,1,0,0,0
NA,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium dichloroeliminans,Desulfitobacterium dichloroeliminans,142,0,0,0,0,1,4,12,7
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio piger,143,0,0,0,0,199,561,2636,798
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus,Dialister invisus,144,0,0,0,0,456,1192,5361,1718
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus,Dialister succinatiphilus,145,0,0,0,0,13,42,37,29
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter nitroreducens,Diaphorobacter nitroreducens,146,0,0,0,0,0,0,2,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani,147,0,0,0,0,0,1,0,0
NA,Uroviricota,Caudoviricetes,NA,NA,Diegovirus,Diegovirus dv7502Stx,Diegovirus dv7502Stx,148,0,0,0,0,1,5,2,2
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa,Dielma fastidiosa,149,0,0,0,0,0,0,2,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea formicigenerans,150,0,0,0,0,2770,8191,10170,4577
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea longicatena,151,0,0,0,0,7111,19404,8314,11935
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella anguillarum,Edwardsiella anguillarum,152,0,0,0,0,8,16,25,26
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta,153,0,0,0,0,450,1177,7807,1664
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,Eisenbergiella tayi,154,0,0,0,0,0,1,11,7
NA,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Emergencia,Emergencia timonensis,Emergencia timonensis,155,0,0,0,0,40,126,118,118
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,Enorma massiliensis,Enorma massiliensis,156,0,1,0,0,1,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter hormaechei,157,0,0,0,0,21,20,65,34
