"old_name","current_name"
"Lactobacillus paracasei","Lacticaseibacillus paracasei"
"Lactobacillus paracollinoides","Secundilactobacillus paracollinoides"
"Lactobacillus paralimentarius","Companilactobacillus paralimentarius"
"Lactobacillus pentosus","Lactiplantibacillus pentosus"
"Lactobacillus plantarum","Lactiplantibacillus plantarum"
"Lactobacillus reuteri","Limosilactobacillus reuteri"
"Lactobacillus rhamnosus","Lacticaseibacillus rhamnosus"
"Lactobacillus rossiae","Furfurilactobacillus rossiae"
"Lactobacillus ruminis","Ligilactobacillus ruminis"
"Lactobacillus sakei","Latilactobacillus sakei"
"Lactobacillus salivarius","Ligilactobacillus salivarius"
"Lactobacillus sanfranciscensis","Fructilactobacillus sanfranciscensis"
"Lactobacillus sp. 3DG","Lactobacillus johnsonii"
"Lactobacillus vaginalis","Limosilactobacillus vaginalis"
"Lactobacillus zeae","Lacticaseibacillus zeae"
"Lactococcus piscium","Pseudolactococcus piscium"
"Lactococcus raffinolactis","Pseudolactococcus raffinolactis"
"Eubacterium cellulosolvens","[Eubacterium] cellulosolvens"
"Hungateiclostridium clariflavum","Acetivibrio clariflavus"
"Hungateiclostridium thermocellum","Acetivibrio thermocellus"
"Pseudoclostridium thermosuccinogenes","Clostridium thermosuccinogenes"
"Clostridium hylemonae","[Clostridium] hylemonae"
"Clostridium scindens","[Clostridium] scindens"
"Ruminococcus gnavus","Mediterraneibacter gnavus"
"Desulfallas gibsoniae","Desulfoscipio gibsoniae"
"Desulfotomaculum reducens","Desulforamulus reducens"
"Desulfotomaculum ruminis","Desulforamulus ruminis"
"Paeniclostridium sordellii","Paraclostridium sordellii"
"Ruminococcus bicirculans","Ruminococcus bicirculans (ex Liu et al. 2021)
 
 
 <species>
 
"
"Moorella thermoacetica","Neomoorella thermoacetica"
"Clostridium innocuum","[Clostridium] innocuum"
"Erysipelatoclostridium ramosum","Thomasclavelia ramosa"
"Sneathia amnii","Sneathia vaginalis"
"Candidatus Kuenenia stuttgartiensis","Candidatus Kuenenia stuttgartensis"
"Oligotropha carboxidovorans","Afipia carboxidovorans"
"Ochrobactrum anthropi","Brucella anthropi"
"Ensifer sojae","Sinorhizobium sojae"
"Starkeya novella","Ancylobacter novellus"
"Rhodobacter blasticus","Pseudogemmobacter blasticus"
"Rhodobacter sphaeroides","Cereibacter sphaeroides"
"Komagataeibacter hansenii","Novacetimonas hansenii"
"Magnetospirillum magneticum","Paramagnetospirillum magneticum"
"Sphingomonas wittichii","Rhizorhabdus wittichii"
"Paraburkholderia rhizoxinica","Mycetohabitans rhizoxinica"
"Acidovorax avenae","Paracidovorax avenae"
"Acidovorax citrulli","Paracidovorax citrulli"
"Dechloromonas aromatica","Dechloromonas aromatica (nom. nud.)"
"Azoarcus communis","Parazoarcus communis"
"Desulfobacterium autotrophicum","Desulforapulum autotrophicum"
"Desulfococcus oleovorans","Desulfosudis oleivorans"
"Desulfovibrio alaskensis","Oleidesulfovibrio alaskensis"
"Desulfovibrio gigas","Megalodesulfovibrio gigas"
"Desulfovibrio hydrothermalis","Maridesulfovibrio hydrothermalis"
"Desulfovibrio salexigens","Maridesulfovibrio salexigens"
"Desulfovibrio vulgaris","Nitratidesulfovibrio vulgaris"
"Pelobacter carbinolicus","Syntrophotalea carbinolica"
"Geobacter bemidjiensis","Citrifermentans bemidjiense"
"Geobacter bremensis","Citrifermentans bremense"
"Geobacter daltonii","Geotalea daltonii"
"Geobacter lovleyi","Trichlorobacter lovleyi"
"Geobacter uraniireducens","Geotalea uraniireducens"
"Arcobacter butzleri","Aliarcobacter butzleri"
"Arcobacter cibarius","Aliarcobacter cibarius"
"Arcobacter cryaerophilus","Aliarcobacter cryaerophilus"
"Arcobacter skirrowii","Aliarcobacter skirrowii"
"Campylobacter sp. NCTC 13003","Campylobacter lanienae"
"Glaciecola nitratireducens","Brumicola nitratireducens"
"Marinobacter hydrocarbonoclasticus","Marinobacter nauticus"
"Candidatus Blochmannia vafer","Candidatus Blochmanniella vafra"
"Candidatus Hamiltonella defensa","Candidatus Williamhamiltonella defendens"
"Enterobacter lignolyticus","[Enterobacter] lignolyticus"
"Dickeya paradisiaca","Musicola paradisiaca"
"Alcanivorax dieselolei","Alloalcanivorax dieselolei"
"Chromohalobacter salexigens","Chromohalobacter israelensis"
"Halomonas hydrothermalis","Vreelandella venusta"
"Halomonas titanicae","Vreelandella titanicae"
"Pasteurella skyensis","Phocoenobacter skyensis"
"Moraxella osloensis","Faucicola osloensis"
"Pseudomonas balearica","Stutzerimonas balearica"
"Pseudomonas mendocina","Ectopseudomonas mendocina"
"Pseudomonas pelagia","Halopseudomonas pelagia"
"Pseudomonas resinovorans","Metapseudomonas resinovorans"
"Pseudomonas stutzeri","Stutzerimonas stutzeri"
"Bdellovibrio exovorus","Pseudobdellovibrio exovorus"
"Sphaerochaeta coccoides","Parasphaerochaeta coccoides"
"Spirochaeta thermophila","Winmispira thermophila"
"Treponema azotonutricium","Leadbettera azotonutricia"
"Treponema caldarium","Gracilinema caldarium"
"Acholeplasma axanthum","Haploplasma axanthum"
"Entomoplasma somnilux","Williamsoniiplasma somnilux"
"Mycoplasma agalactiae","Mycoplasmopsis agalactiae"
"Mycoplasma anseris","[Mycoplasma] anseris"
"Mycoplasma arginini","Mycoplasmopsis arginini"
"Mycoplasma arthritidis","Metamycoplasma arthritidis"
"Mycoplasma bovigenitalium","Mycoplasmopsis bovigenitalium"
"Mycoplasma bovis","Mycoplasmopsis bovis"
"Mycoplasma bovoculi","Mesomycoplasma bovoculi"
"Mycoplasma canis","Mycoplasmopsis canis"
"Mycoplasma cloacale","Metamycoplasma cloacale"
"Mycoplasma conjunctivae","Mesomycoplasma conjunctivae"
"Mycoplasma cynos","Mycoplasmopsis cynos"
"Mycoplasma glycophilum","Mycoplasmopsis glycophila"
"Mycoplasma hominis","Metamycoplasma hominis"
"Mycoplasma mobile","[Mycoplasma] mobile"
"Mycoplasma ovipneumoniae","Mesomycoplasma ovipneumoniae"
"Methylacidiphilum infernorum","Candidatus Methylacidiphilum infernorum"
"Bovine alphaherpesvirus 1","bovine alphaherpesvirus 1"
"Delftia virus IMEDE1","Piedvirus IMEDE1"
"Bacillus virus CP51","Siminovitchvirus CP51"
"Escherichia virus 121Q","Asteriusvirus av121Q"
"Faecalibacterium virus Epona","Eponavirus epona"
"Escherichia virus SU10","Kuravirus SU10"
"Faecalibacterium virus Lugh","Lughvirus lugh"
"Ranunculus white mottle ophiovirus","Ophiovirus ranunculi"
