Domain,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_100_100_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_50_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_1_noerr,Healthy_stool_10_50_noerr
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes finegoldii,6,882,1009,444,655,317,203,136,114
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Alistipes onderdonkii,9,68,77,62,109,200,126,105,75
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,Alistipes communis,4,43,64,56,98,268,172,109,108
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes dispar,Alistipes dispar,5,32,43,44,70,209,116,90,72
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes megaguti,Alistipes megaguti,8,25,30,33,36,114,88,53,49
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,Alistipes indistinctus,7,21,15,11,0,26,20,15,12
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,Paraprevotella xylaniphila,122,1256,291,191,384,103,88,109,90
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia,135,374,120,399,182,95,208,381,169
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,Prevotella melaninogenica,137,80,55,523,100,102,252,515,223
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella jejuni,Prevotella jejuni,136,69,34,131,54,21,74,159,51
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella fusca,Prevotella fusca,134,53,46,304,60,58,153,326,161
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentalis,Prevotella dentalis,131,46,56,340,62,91,171,332,163
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,Prevotella oris,138,45,40,416,64,82,200,411,201
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,Prevotella denticola,132,45,34,279,53,59,109,227,113
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella scopos,Prevotella scopos,140,50,30,142,46,36,84,155,60
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella enoeca,Prevotella enoeca,133,37,28,127,45,28,83,154,66
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella ruminicola,Prevotella ruminicola,139,30,73,637,103,132,285,639,300
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 299,Prevotella sp. oral taxon 299,141,32,0,87,33,13,41,82,36
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides distasonis,120,1579,2511,1006,1589,100,104,114,115
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. CT06,Parabacteroides sp. CT06,121,51,95,86,66,22,21,23,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,Tannerella forsythia,159,19,11,10,10,0,0,10,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter splanchnicus,118,1297,845,334,548,13,17,19,16
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecalis,Butyricimonas faecalis,52,31,34,88,35,35,44,78,53
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,Barnesiella viscericola,39,53,73,70,52,33,22,37,16
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,f_Muribaculaceae,Muribaculaceae bacterium DSM 108610,Muribaculaceae bacterium DSM 108610,115,13,20,62,14,20,31,52,47
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,Petrimonas mucosa,Petrimonas mucosa,124,10,0,0,10,0,0,13,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,Porphyromonas gingivalis,130,11,14,12,12,0,0,11,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis,Roseburia intestinalis,148,1694,1749,692,1081,133,197,0,112
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia hominis,147,1428,851,338,1065,68,46,54,49
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,f_Lachnospiraceae,Lachnospiraceae bacterium Choco86,Lachnospiraceae bacterium Choco86,102,230,300,129,207,5339,0,0,2475
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,f_Lachnospiraceae,Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,103,146,173,61,113,4484,7255,0,1930
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,f_Lachnospiraceae,Lachnospiraceae bacterium,Lachnospiraceae bacterium,101,1281,2522,2324,3774,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,f_Lachnospiraceae,Lachnospiraceae bacterium KM106-2,Lachnospiraceae bacterium KM106-2,104,30,49,19,29,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,Ruminococcus gnavus,Ruminococcus gnavus,151,1259,785,312,962,0,17,0,20
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira eligens,Lachnospira eligens,100,894,1604,609,979,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus,19,824,1783,671,1104,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,Anaerostipes caccae,18,22,16,0,17,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes rhamnosivorans,Anaerostipes rhamnosivorans,20,19,18,0,12,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia sp. SC05B48,Blautia sp. SC05B48,50,399,515,198,326,19,16,17,21
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia sp. N6H1-15,Blautia sp. N6H1-15,49,57,94,40,73,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia producta,Blautia producta,48,98,159,69,94,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum hallii,14,491,798,335,578,38,26,28,29
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium scindens,Clostridium scindens,63,74,99,41,84,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,Lachnoclostridium phocaeense,97,62,70,35,42,11,12,0,12
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium hylemonae,Clostridium hylemonae,61,39,62,16,33,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phytofermentans,Lachnoclostridium phytofermentans,98,16,19,0,16,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. YL32,Lachnoclostridium sp. YL32,99,18,22,0,21,0,38,0,35
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,Butyrivibrio proteoclasticus,55,21,34,22,15,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,Butyrivibrio hungatei,54,22,22,15,12,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,Butyrivibrio fibrisolvens,53,15,21,16,24,0,14,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae,74,30,38,16,27,17,14,0,22
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,Enterocloster clostridioformis,75,39,29,0,29,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp. CTTW,Anaerocolumna sp. CTTW,17,13,22,13,19,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna cellulosilytica,Anaerocolumna cellulosilytica,15,13,13,0,12,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,Lacrimispora sphenoides,106,14,30,15,17,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,Lacrimispora saccharolytica,105,14,22,0,12,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio xylanivorans,Pseudobutyrivibrio xylanivorans,143,12,26,16,25,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,Flavonifractor plautii,86,1288,360,142,495,20,20,18,41
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,82,1076,3088,3281,5361,8160,10937,7365,14012
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,153,947,363,133,498,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans,Ruminococcus bicirculans,150,10,16,0,19,26,21,17,21
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. SY8519,Clostridium sp. SY8519,64,24,35,19,21,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum,60,28,29,20,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,Hungatella hathewayi,92,14,18,0,13,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile,59,114,119,50,81,37,43,40,62
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia ilealis,Romboutsia ilealis,145,25,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. CE17,Romboutsia sp. CE17,146,22,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia hominis,Romboutsia hominis,144,15,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Peptacetobacter hiranonis,Peptacetobacter hiranonis,123,12,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium sordellii,Paeniclostridium sordellii,119,12,0,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,Massilistercora,Massilistercora timonensis,Massilistercora timonensis,111,82,68,52,57,14,12,11,18
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium cellulosolvens,Eubacterium cellulosolvens,79,23,30,0,14,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium limosum,Eubacterium limosum,80,16,28,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter,Dysosmobacter welbionis,Dysosmobacter welbionis,71,42,35,32,30,0,26,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella minuta,56,25,10,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,o_Clostridiales,Clostridiales bacterium CCNA10,Clostridiales bacterium CCNA10,58,30,30,21,33,14,28,25,38
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus parasanguinis,156,606,110,42,152,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus,158,518,276,102,413,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius,157,616,368,145,493,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus agalactiae,155,43,0,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium,76,891,142,67,192,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis,Lactobacillus ruminis,107,590,143,63,203,0,0,0,0
Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,Phascolarctobacterium faecium,125,714,191,72,268,0,0,0,0
Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,Acidaminococcus intestini,1,642,129,50,187,0,0,0,0
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii,112,721,110,44,132,0,0,0,0
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Veillonella parvula,161,604,78,30,115,0,0,0,0
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,Finegoldia magna,85,457,98,34,145,0,0,0,0
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea cylindroides,Faecalitalea cylindroides,83,49,73,34,43,0,0,0,0
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,Longibaculum sp. KGMB06250,Longibaculum sp. KGMB06250,110,31,41,18,21,14,22,0,22
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Intestinibaculum,Intestinibaculum porci,Intestinibaculum porci,93,20,13,0,13,0,0,0,0
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Clostridium innocuum,Clostridium innocuum,62,29,44,0,26,0,0,0,0
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium,Amedibacterium intestinale,Amedibacterium intestinale,13,12,17,0,13,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum,46,687,2159,804,1354,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum,44,609,422,156,267,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,47,665,370,154,229,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,41,598,1098,1225,1935,6050,4253,2830,2556
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,42,570,136,58,193,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium animalis,43,550,101,38,144,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium catenulatum,45,583,177,70,251,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae,Gordonibacter pamelaeae,88,839,120,47,174,47,20,20,18
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter urolithinfaciens,Gordonibacter urolithinfaciens,89,89,10,0,13,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta,72,900,144,54,201,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. YY7918,Eggerthella sp. YY7918,73,11,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,2,810,246,99,356,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia heliotrinireducens,Slackia heliotrinireducens,154,12,0,0,10,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens,65,615,1013,1092,1770,6027,3883,2576,2327
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae,94,1979,770,422,1051,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,Klebsiella variicola,95,1197,110,43,185,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli,78,1744,3839,1513,2397,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,Cupriavidus metallidurans,67,1708,364,138,514,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus campinensis,Cupriavidus campinensis,66,11,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,Cupriavidus taiwanensis,68,17,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,o_Burkholderiales,Burkholderiales bacterium YL45,Burkholderiales bacterium YL45,51,15,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio piger,69,586,120,46,176,0,0,0,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila,3,816,2130,820,1307,0,0,0,0
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Methanobrevibacter smithii,113,524,686,266,422,0,0,0,0
Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens,91,105,92,163,86,54,68,146,88
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp. CBA3638,Anaerocolumna sp. CBA3638,16,0,26,0,15,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum umeaense,Lachnoanaerobaculum umeaense,96,0,19,0,10,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,Herbinix luporum,Herbinix luporum,90,0,14,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. JE7A12,Ruminococcus sp. JE7A12,152,0,17,19,21,48,40,16,42
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,f_Erysipelotrichaceae,Erysipelotrichaceae bacterium GAM147,Erysipelotrichaceae bacterium GAM147,77,0,16,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella sp. E39,Alloprevotella sp. E39,12,0,0,28,12,0,16,38,10
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella sp. oral taxon HOT-286,Tannerella sp. oral taxon HOT-286,160,0,0,11,0,0,0,16,12
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. dk3624,Alistipes sp. dk3624,11,0,0,13,18,42,27,21,25
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii,Duncaniella dubosii,70,0,0,22,12,0,0,11,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum sp. TLL-A4,Muribaculum sp. TLL-A4,117,0,0,20,0,0,12,14,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,Muribaculum intestinale,116,0,0,19,0,0,0,18,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas cangingivalis,Porphyromonas cangingivalis,129,0,0,15,0,0,0,13,0
