Domain,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_100_100,Healthy_stool_100_10,Healthy_stool_100_1,Healthy_stool_100_50,Healthy_stool_10_100,Healthy_stool_10_10,Healthy_stool_10_1,Healthy_stool_10_50
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,f_Muribaculaceae,Muribaculaceae bacterium DSM 108610,Muribaculaceae bacterium DSM 108610,568,139,159,807,183,272,459,871,456
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,Muribaculum intestinale,569,69,84,278,83,61,133,233,117
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum sp. TLL-A4,Muribaculum sp. TLL-A4,570,71,101,203,96,70,113,218,94
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,Porphyromonas gingivalis,709,186,103,122,113,47,59,84,55
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica,Porphyromonas asaccharolytica,706,91,50,112,65,40,41,126,74
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas crevioricanis,Porphyromonas crevioricanis,708,45,41,79,46,25,42,73,33
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas cangingivalis,Porphyromonas cangingivalis,707,39,30,131,54,34,61,99,40
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum saccharofermentans,Proteiniphilum saccharofermentans,726,73,64,103,56,39,75,85,68
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,Petrimonas mucosa,Petrimonas mucosa,679,71,58,85,54,32,39,91,35
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas sp. HDW5B,Dysgonomonas sp. HDW5B,316,55,38,94,53,0,41,89,37
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,Fermentimonas caenicola,Fermentimonas caenicola,366,35,30,69,22,19,32,56,33
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes,Paludibacter propionicigenes,642,52,46,86,45,22,47,63,36
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,o_Bacteroidales,Bacteroidales bacterium CF,Bacteroidales bacterium CF,111,16,34,108,20,57,73,116,72
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tenuifilaceae,Tenuifilum,Tenuifilum thalassicum,Tenuifilum thalassicum,880,14,11,12,0,0,10,14,0
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,Draconibacterium orientale,Draconibacterium orientale,311,20,17,55,15,0,17,35,16
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,Draconibacterium sp. M1,Draconibacterium sp. M1,312,12,20,41,10,14,0,28,14
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,f_Prolixibacteraceae,Prolixibacteraceae bacterium WC007,Prolixibacteraceae bacterium WC007,723,27,23,15,16,0,13,14,15
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,Labilibaculum antarcticum,Labilibaculum antarcticum,482,23,25,78,32,12,39,67,30
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkalitalea,Alkalitalea saponilacus,Alkalitalea saponilacus,45,17,16,18,13,0,0,18,0
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Salinivirgaceae,Salinivirga,Salinivirga cyanobacteriivorans,Salinivirga cyanobacteriivorans,784,11,0,26,0,0,0,21,12
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium anhuiense,Flavobacterium anhuiense,385,22,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare,Flavobacterium columnare,387,18,14,52,0,0,18,37,20
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,Flavobacterium johnsoniae,391,18,15,62,15,0,32,54,18
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium kingsejongi,Flavobacterium kingsejongi,392,15,13,0,16,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium crocinum,Flavobacterium crocinum,389,14,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium commune,Flavobacterium commune,388,11,0,26,0,0,0,19,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp. oral taxon 878,Capnocytophaga sp. oral taxon 878,178,72,0,21,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga canimorsus,Capnocytophaga canimorsus,175,47,37,94,77,0,49,103,46
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena,Capnocytophaga sputigena,179,33,40,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga haemolytica,Capnocytophaga haemolytica,177,15,14,50,0,13,35,55,25
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga stomatis,Capnocytophaga stomatis,180,17,0,21,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum maritimum,Tenacibaculum maritimum,879,15,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides phaeus,Myroides phaeus,576,23,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,Sediminicola sp. YIK13,Sediminicola sp. YIK13,788,12,11,25,0,0,13,20,13
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia profunda,Zunongwangia profunda,916,63,66,57,0,0,42,96,49
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter algicola,Arenibacter algicola,77,12,0,0,18,20,0,0,11
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. NBC 122,Chryseobacterium sp. NBC 122,209,26,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium gallinarum,Chryseobacterium gallinarum,197,28,23,28,17,0,0,17,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium indologenes,Chryseobacterium indologenes,200,28,0,13,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium taklimakanense,Chryseobacterium taklimakanense,213,22,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium shandongense,Chryseobacterium shandongense,206,27,25,40,29,32,28,40,16
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium lactis,Chryseobacterium lactis,203,18,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,Elizabethkingia anophelis,325,24,0,13,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium,Ornithobacterium rhinotracheale,Ornithobacterium rhinotracheale,606,33,46,64,36,32,44,88,32
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola taffensis,Fluviicola taffensis,403,14,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. TS19,Hymenobacter sp. TS19,462,25,0,52,25,0,25,56,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter jejuensis,Hymenobacter jejuensis,453,24,0,28,0,34,17,31,24
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter sp. SGAir0037,Pontibacter sp. SGAir0037,704,18,11,0,0,0,11,12,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter akesuensis,Pontibacter akesuensis,700,15,13,12,0,11,10,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Rufibacter sp. DG15C,Rufibacter sp. DG15C,770,14,0,62,13,25,41,66,35
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter sp. KUDC8001,Adhaeribacter sp. KUDC8001,20,11,0,11,0,0,0,12,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. CJU-R4,Spirosoma sp. CJU-R4,823,12,0,0,0,19,13,13,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. KCTC 42546,Spirosoma sp. KCTC 42546,825,11,16,20,0,0,15,35,20
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. BT328,Spirosoma sp. BT328,822,11,0,0,0,11,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella slithyformis,Runella slithyformis,778,11,0,11,0,0,0,0,10
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella,Fibrella sp. ES10-3-2-2,Fibrella sp. ES10-3-2-2,368,16,0,31,18,0,11,33,16
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter fermentans,Dyadobacter fermentans,314,17,21,0,16,14,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Allopseudarcicella,Allopseudarcicella aquatilis,Allopseudarcicella aquatilis,48,15,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga sp. 172606-1,Rhodocytophaga sp. 172606-1,757,14,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,Leadbetterella byssophila,Leadbetterella byssophila,512,10,0,21,0,0,0,11,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola rosea,Echinicola rosea,318,13,15,40,0,15,0,44,44
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola vietnamensis,Echinicola vietnamensis,321,13,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus sanaruensis,Algoriphagus sanaruensis,32,10,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium marinum,Cyclobacterium marinum,286,10,11,0,0,0,0,14,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,Flammeovirga sp. MY04,Flammeovirga sp. MY04,374,18,17,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,f_Flammeovirgaceae,Flammeovirgaceae bacterium 311,Flammeovirgaceae bacterium 311,375,15,17,84,23,27,60,113,44
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea soli,Chryseolinea soli,214,10,0,23,18,15,18,20,14
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. DR205,Sphingobacterium sp. DR205,815,19,13,18,0,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium hotanense,Sphingobacterium hotanense,808,19,0,0,14,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium thalpophilum,Sphingobacterium thalpophilum,817,17,0,89,25,22,30,76,57
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium lactis,Sphingobacterium lactis,809,16,0,22,13,0,0,23,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium mizutaii,Sphingobacterium mizutaii,810,11,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium psychroaquaticum,Sphingobacterium psychroaquaticum,812,10,10,0,0,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. eg,Pedobacter sp. eg,662,14,12,38,0,0,15,22,13
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. KBS0701,Pedobacter sp. KBS0701,664,13,0,51,0,0,22,41,22
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter cryoconitis,Pedobacter cryoconitis,658,14,21,11,0,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter steynii,Pedobacter steynii,666,13,12,19,10,0,16,17,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ginsengisoli,Pedobacter ginsengisoli,659,13,13,18,0,0,15,26,13
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. HYN0043,Mucilaginibacter sp. HYN0043,565,12,0,57,15,37,18,50,22
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. G2-14,Mucilaginibacter sp. G2-14,564,11,0,32,12,0,0,28,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. F39-2,Mucilaginibacter sp. F39-2,563,10,12,26,0,0,11,11,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter ginsenosidivorax,Mucilaginibacter ginsenosidivorax,559,13,11,19,0,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,Pseudopedobacter saltans,Pseudopedobacter saltans,749,25,19,0,0,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea canadensis,Solitalea canadensis,804,13,18,69,22,13,31,52,21
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,f_Sphingobacteriaceae,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,806,15,0,13,0,0,0,18,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Anseongella,Anseongella ginsenosidimutans,Anseongella ginsenosidimutans,66,10,0,16,0,10,15,20,0
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. H33E-04,Chitinophaga sp. H33E-04,188,21,17,44,27,28,25,41,16
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. XS-30,Chitinophaga sp. XS-30,190,12,14,42,0,10,21,28,13
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. MD30,Chitinophaga sp. MD30,189,12,0,0,0,0,12,14,0
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga pinensis,Chitinophaga pinensis,187,17,34,150,37,49,84,137,71
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga caeni,Chitinophaga caeni,186,13,0,28,0,0,23,31,12
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus sp. KIS59-12,Arachidicoccus sp. KIS59-12,74,12,0,21,13,12,0,25,0
