species,abundance_cols.healthy_stool_10_1_noerr,abundance_cols.healthy_stool_10_10_noerr,abundance_cols.healthy_stool_10_100_noerr,abundance_cols.healthy_stool_10_50_noerr,abundance_cols.healthy_stool_100_1_noerr,abundance_cols.healthy_stool_100_10_noerr,abundance_cols.healthy_stool_100_100_noerr,abundance_cols.healthy_stool_100_50_noerr
Alistipes shahii,64,80,175,46,13010,33493,96723,46327
Alistipes timonensis,0,0,0,0,10,35,24,20
Alkaliflexus imshenetskii,0,0,1,0,0,0,0,0
Allobaculum stercoricanis,0,0,0,0,0,0,1,0
Allofournierella massiliensis,978,448,3820,4753,137,513,58,188
Allofustis seminis,0,0,0,0,0,0,3,1
Alloprevotella rava,0,0,0,0,3,6,41,48
Alloprevotella tannerae,0,0,0,0,32,19,140,71
Alloscardovia criceti,0,0,0,0,16,44,9,36
Alloscardovia omnicolens,0,0,0,0,34,96,30,54
Alterileibacterium massiliense,0,0,0,0,21,73,29,26
Amedibacillus dolichus,48,89,45,101,86,205,521,247
Amylolactobacillus amylophilus,0,0,0,0,0,4,7,3
Anaerobium acetethylicum,0,0,0,0,2,5,2,5
Anaerobutyricum hallii,0,0,0,0,60327,176834,97104,103561
Anaerococcus lactolyticus,0,0,0,0,6,6,144,1
Anaerococcus mediterraneensis,0,0,0,0,5,16,34,85
Anaerococcus obesiensis,0,0,0,0,33,174,945,272
Anaerococcus prevotii,0,0,0,0,47,21,261,21
Anaerococcus provencensis,0,0,0,0,2,9,19,26
Anaerococcus tetradius,0,0,0,0,10,11,47,18
Anaerosphaera aminiphila,0,0,0,0,1,2,4,1
Anaerostipes caccae,0,0,0,0,68,168,114,95
Anaerostipes hadrus,159,297,180,120,58211,147613,62312,93069
Anaerotignum lactatifermentans,1497,104,919,1839,387,899,1335,1254
Anaerotignum neopropionicum,312,394,384,1611,128,91,49,201
Anaerotruncus colihominis,1,3,0,2,297,644,1939,916
Andreesenia angusta,0,0,0,0,20,1,750,1223
Angelakisella massiliensis,1421,2854,1749,1643,413,80,171,2068
Aspergillus clavatus,0,0,0,0,17,17,25,8
Atopobium deltae,0,0,0,0,1,3,3,1
Atopococcus tabaci,0,0,0,0,0,0,9,2
Bacillus coahuilensis,0,0,0,0,6,15,7,9
Bacillus thermotolerans,102,278,279,0,0,58,1,98
Bacteroides caccae,0,1,0,0,61258,170097,112462,98353
Bacteroides cellulosilyticus,694,1120,2113,696,52315,127839,208669,86143
Bacteroides faecichinchillae,270,899,909,258,706,1778,2127,1387
Bacteroides fluxus,1177,14688,3332,1104,990,1831,2443,1913
Bacteroides fragilis,2196,4215,5608,1842,45915,113377,137759,69536
Bacteroides graminisolvens,0,0,0,0,0,0,2,0
Bacteroides ihuae,47,54,125,40,25,21,14,31
Bacteroides luti,0,0,0,0,4,13,24,40
Bacteroides neonati,0,0,0,0,0,4,2,0
Bacteroides nordii,66,100,171,49,1678,3759,3973,2760
Bacteroides ovatus,123,186,389,137,117763,310407,249236,195831
Bacteroides reticulotermitis,0,1,0,0,654,1686,1369,1101
Bacteroides salyersiae,366,564,1120,346,10465,26248,138168,36306
Bacteroides stercoris,21,45,64,26,94651,270097,144106,171296
Bacteroides thetaiotaomicron,2306,3476,2084,2034,82562,201792,238840,140874
Bacteroides uniformis,855641,1287764,1322162,1651854,375187,354888,131684,605262
Bariatricus massiliensis,5,15,18,9,35,145,917,140
Barnesiella intestinihominis,0,0,0,0,51400,134105,101670,82048
Barnesiella viscericola,0,0,0,0,70,172,259,154
Beduini massiliensis,0,0,0,0,1,0,0,3
Belliella baltica,0,0,0,0,0,0,2,0
Bifidobacterium actinocoloniiforme,0,0,0,0,0,1,0,1
Bifidobacterium adolescentis,282491,425068,604280,255031,123411,114048,67387,197559
Bifidobacterium aesculapii,0,0,0,0,11,36,18,5
Bifidobacterium angulatum,0,14,14,8,5314,13776,56630,19743
Bifidobacterium biavatii,0,0,0,0,8,38,114,52
Bifidobacterium bifidum,0,0,0,0,15446,40555,57596,24710
Bifidobacterium breve,0,0,0,0,1103,2862,1807,1890
Bifidobacterium callitrichos,0,0,0,0,3,7,9,20
Bifidobacterium choerinum,0,0,0,0,6,16,100,53
Bifidobacterium cuniculi,0,0,0,0,4,9,43,8
Bifidobacterium dentium,1,0,1,0,164,419,1051,466
Bifidobacterium gallicum,0,0,0,0,2,3,18,6
Bifidobacterium lemurum,0,0,0,0,1,1,6,3
Bifidobacterium longum,15,0,1,0,61944,163696,54642,101721
Bifidobacterium magnum,0,0,0,0,0,1,6,1
Bifidobacterium mongoliense,0,0,0,0,0,1,9,5
Bifidobacterium pseudolongum,0,0,0,0,77,214,1088,269
Bifidobacterium pullorum,0,0,0,0,24,81,51,51
Bifidobacterium reuteri,0,0,0,0,251,620,805,493
Bifidobacterium saguini,0,0,0,0,101,315,133,201
Bifidobacterium scardovii,0,0,0,0,91,262,102,131
Bifidobacterium stellenboschense,0,0,0,1,31,71,16,30
Bifidobacterium subtile,0,0,0,0,11,25,66,23
Bifidobacterium thermophilum,0,0,0,0,0,1,1,0
Bifidobacterium tsurumiense,0,0,0,0,6,12,44,13
Bilophila wadsworthia,0,0,0,0,3,11,63,13
Bittarella massiliensis (ex Durand et al. 2017),5,4,6,7,4,4,6,3
Blautia hansenii,0,0,0,0,1609,3918,6022,4477
Blautia hydrogenotrophica,211,326,196,589,141,203,86,213
Blautia obeum,1354,2199,1846,2628,78318,214128,202285,122877
Blautia producta,0,0,0,0,204,529,417,450
Brachymonas chironomi,0,0,0,0,0,1,5,1
Brachyspira pilosicoli,0,0,0,0,19,62,18,26
Brenneria goodwinii,0,0,0,0,0,15,0,0
Brussowvirus bvO1205,0,0,0,0,4,4,13,7
Buttiauxella ferragutiae,0,0,0,0,9,15,10,9
Butyricicoccus pullicaecorum,36,599,6,11,23,47,69,45
Butyricimonas synergistica,44,80,148,41,22,11,22,31
Butyrivibrio hungatei,0,0,0,0,0,0,1,0
Butyrivibrio proteoclasticus,0,0,0,0,0,0,0,1
Byrnievirus HK97,0,0,0,0,6,17,5,10
Capnocytophaga cynodegmi,0,0,0,0,0,1,1,1
Carnobacterium inhibens,0,0,0,0,0,0,6,0
Carnobacterium jeotgali,0,0,0,0,0,1,1,0
Carnobacterium maltaromaticum,0,0,0,0,7,24,131,26
Carnobacterium viridans,0,0,0,0,0,0,1,1
Cedecea neteri,0,0,0,0,7,17,55,15
Cellulomonas carbonis,17,24,66,21,15,8,12,21
Christensenella minuta,0,0,0,0,89,241,991,379
Christensenella timonensis,0,0,0,0,1,4,0,1
Clostridioides difficile,0,0,0,0,133,252,259,253
[Clostridium] aminophilum,0,0,0,0,23,61,49,42
Clostridium cadaveris,0,0,0,0,0,1,2,1
Clostridium disporicum,0,0,0,0,0,0,0,1
Clostridium kluyveri,0,0,0,0,2,0,0,0
Clostridium lundense,4,18,15,11,0,0,3,11
Clostridium paraputrificum,0,0,0,0,0,1,1,1
Clostridium phoceensis,211,573,416,420,321,739,473,629
[Clostridium] polysaccharolyticum,0,0,0,0,0,0,1,1
[Clostridium] scindens,1,4,1,1,29,85,21,51
[Clostridium] symbiosum,3,2,3,4,553,125,208,91
Collinsella aerofaciens,303092,455969,708956,273694,128005,118864,70678,209498
Collinsella bouchesdurhonensis,0,0,0,0,55,143,600,215
Collinsella ihumii,11,25,30,19,5,5,4,7
Collinsella tanakaei,0,0,0,0,1,0,4,0
Comamonas composti,0,0,0,0,2,2,3,2
Comamonas kerstersii,0,0,0,0,1,10,14,8
Comamonas testosteroni,0,0,0,0,11,23,121,37
Coprobacter fastidiosus,13,23,47,18,41,104,330,160
Coprococcus eutactus,486,722,998,936,52138,135237,84836,89911
Cordyceps fumosorosea,0,0,0,0,0,0,1,0
Corynebacterium crudilactis,0,0,0,0,0,0,0,2
Corynebacterium lipophiloflavum,0,0,0,0,3,10,1,10
Crocosphaera watsonii,0,0,0,0,1,2,0,2
Cronobacter sakazakii,0,0,0,0,47,114,116,81
Cuauhtlivirus mEpX1,0,0,0,0,55,78,50,75
Culturomica massiliensis,0,0,0,0,198,398,361,140
Cupriavidus basilensis,0,0,0,0,282,749,3645,1091
Cupriavidus metallidurans,0,0,0,0,9933,26066,127589,37484
Cupriavidus necator,0,0,0,0,2,6,37,7
Cupriavidus pauculus,0,0,0,0,5,12,51,32
Dechloromonas agitata,0,0,0,0,2,2,40,4
Delftia acidovorans,0,0,0,0,0,4,17,7
Denitrobacterium detoxificans,0,0,0,0,0,0,0,2
Desulfitobacterium dichloroeliminans,0,0,0,0,17,22,66,36
Desulfovibrio piger,0,0,0,0,1950,5335,26215,7667
Dialister invisus,0,0,0,0,4559,11926,53590,17177
Dialister succinatiphilus,0,0,0,0,101,296,392,232
Diaphorobacter nitroreducens,0,0,0,0,0,0,9,1
Dickeya parazeae,0,0,0,0,2,3,16,6
Dickeya solani,0,0,0,0,0,0,1,1
Diegovirus dv7502Stx,0,0,0,0,10,35,6,20
Dielma fastidiosa,0,0,0,0,1,1,3,0
Dorea formicigenerans,0,0,0,0,27914,85310,97001,49144
Dorea longicatena,0,0,0,0,69893,185413,81412,118917
Dubosiella newyorkensis,0,0,0,0,0,1,2,0
Duffyella gerundensis,0,0,0,0,0,1,1,0
Edwardsiella anguillarum,0,0,0,0,49,125,491,175
Eggerthella lenta,0,0,0,0,4387,11381,75566,16945
Eggerthia catenaformis,0,0,0,0,0,0,6,0
Eisenbergiella tayi,0,0,0,0,10,24,85,56
Emergencia timonensis,0,0,0,0,1245,1218,1003,847
Enorma massiliensis,0,4,1,0,0,0,0,0
Enterobacter hormaechei,0,0,0,0,117,105,578,153
Enterobacter kobei,0,0,0,0,2,21,85,21
[Enterobacter] lignolyticus,0,0,0,0,93,361,1135,630
Enterobacteria phage cdtI,0,0,0,0,57,122,61,78
Enterobacteria phage mEp237,0,0,0,0,0,2,3,0
Enterobacteria phage mEp460,0,0,0,0,355,926,334,495
Enterobacteria phage Sf101,0,0,0,0,1,1,0,0
Enterobacteria phage SfI,0,0,0,0,17,17,1,1
Enterobacteria phage SfV,0,0,0,0,2,4,2,6
Enterocloster asparagiformis,0,0,0,0,43,122,240,93
Enterocloster bolteae,0,0,0,0,186,534,605,334
Enterocloster citroniae,2,5,3,3,34,70,68,69
Enterococcus asini,0,0,0,0,0,5,11,3
Enterococcus canis,0,0,0,0,0,1,4,1
Enterococcus casseliflavus,0,0,0,0,27,31,386,116
Enterococcus cecorum,11,20,54,12,17,33,43,32
Enterococcus dispar,0,0,0,0,0,0,3,1
Enterococcus faecalis,0,0,0,0,30,92,617,140
Enterococcus faecium,0,0,0,0,3854,10012,68908,14512
Enterococcus gilvus,0,0,0,0,193,508,162,353
Enterococcus hirae,0,0,0,0,20,35,191,54
Enterococcus italicus,0,0,0,0,17,33,210,47
Enterococcus malodoratus,0,0,0,0,3,13,80,18
Enterococcus massiliensis,0,0,0,0,1,1,196,6
Enterococcus mundtii,0,0,0,0,0,45,7,3
Enterococcus pallens,0,0,0,0,5,16,100,20
Enterococcus phoeniculicola,0,0,0,0,0,0,2,0
Enterococcus pseudoavium,0,0,0,0,0,0,4,1
Enterococcus thailandicus,0,0,0,0,0,2,10,3
Entomohabitans teleogrylli,0,0,0,0,6,20,54,19
Erwinia mallotivora,0,0,0,0,0,3,18,3
Erwinia oleae,0,0,0,0,25,72,212,118
Erwinia tracheiphila,0,0,0,0,62,185,100,131
Escherichia phage TL-2011b,0,0,0,0,0,2,0,0
Escherichia Stx1 converting phage,0,0,0,0,27,83,34,51
Escherichia virus DE3,0,0,0,0,0,1452,0,0
Eshraghiella crossota,218,350,370,468,33418,88156,67721,54062
Ethanoligenens harbinense,5,24,22,19,5,7,1,6
Eubacterium coprostanoligenes,23,38,21,52,10,14,13,22
Eubacterium oxidoreducens,0,0,0,0,12,13,13,11
Eubacterium ramulus,0,0,0,0,8130,22491,87899,31185
Eubacterium ruminantium,0,0,0,0,0,1,0,0
Eubacterium uniforme,0,0,0,0,2,3,2,3
Eubacterium ventriosum,8,6,6,11,4909,15074,59070,19495
Eubacterium xylanophilum,0,0,0,0,0,1,0,1
Ezakiella massiliensis,0,0,0,0,0,54,100,39
Facklamia hominis,0,0,0,0,0,0,1,0
Facklamia languida,0,0,0,0,2,3,7,2
Faecalibacterium duncaniae,63965,85176,71678,123479,26161,24046,6718,36297
Faecalibaculum rodentium,0,0,0,0,0,2,1,2
Faecalicatena contorta,1682,2320,1617,3550,87,1175,59,1006
Faecalicoccus pleomorphus,56,1,15,7,3,9,30,11
Falseniella ignava,0,0,0,0,0,1,2,1
Felsduovirus RE2010,0,0,0,0,0,0,0,1
Fenollaria massiliensis,0,0,0,0,0,1,5,1
Finegoldia magna,0,0,0,0,707,1835,8806,2670
Flavonifractor plautii,0,0,0,0,9841,24424,82881,35679
Fusarium proliferatum,0,0,0,0,2,6,27,9
Fusicatenibacter saccharivorans,1449,4074,2738,5266,105473,294694,70589,187512
Gemelliphila asaccharolytica,0,0,0,0,0,1,2,1
Gemmiger formicilis,6792,20641,7779,12947,15660,36221,91159,59662
Gordonibacter pamelaeae,0,0,0,0,5924,10596,80801,14810
Granulicatella elegans,0,0,0,0,1,1,1,0
Haemophilus sputorum,0,0,0,0,25,69,218,115
Hallella bergensis,1,0,0,0,116,221,817,285
Hallella multisaccharivorax,0,0,0,0,3,5,5,4
Helcococcus kunzii,0,0,0,0,1,16,27,25
Helcococcus sueciensis,0,0,0,0,2,4,19,8
Hespellia stercorisuis,0,0,0,0,96,218,166,157
Heyndrickxia acidiproducens,21,0,49,0,0,4,9,2
Holdemanella biformis,0,0,0,0,7687,20428,45666,29189
Holdemania massiliensis,353,1633,752,664,289,347,47,472
Hoylesella buccalis,0,0,0,0,3462,9087,39491,15334
Hoylesella enoeca,0,0,0,0,0,3,13,6
Hoylesella marshii,0,0,0,0,6,17,18,5
Hoylesella nanceiensis,0,0,0,0,275,741,510,473
Hoylesella oralis,0,0,0,0,1,5,3,1
Hoylesella saccharolytica,0,0,0,0,8,11,6,39
Hoylesella shahii,0,0,0,0,4,1,15,2
Hoylesella timonensis,0,0,0,0,6489,13711,90219,18426
Hungatella hathewayi,87,87,84,148,726,1734,2008,829
Hydrogenoanaerobacterium saccharovorans,0,0,1,0,0,0,0,0
Intestinibacillus massiliensis,0,0,0,0,0,1,3,0
Intestinibacter bartlettii,0,0,0,0,6816,16710,84930,23518
Intestinimonas butyriciproducens,41,124,63,116,28,49,42,107
Jiaodavirus jd18,0,0,0,0,0,0,1,0
Johnsonella ignava,0,0,0,0,32,88,187,120
Kallipyga massiliensis,0,0,0,0,0,0,1,0
Kandleria vitulina,0,0,0,0,100,266,619,420
Klebsiella phage phiKO2,0,0,0,0,0,0,1,0
Kluyvera ascorbata,0,0,0,0,27,87,305,145
Kluyvera cryocrescens,0,0,0,0,260,636,1858,977
Kosakonia cowanii,0,0,0,0,52,109,345,141
Kosakonia sacchari,0,0,0,0,8,31,52,19
Kwaitsingvirus HK446,0,0,0,0,0,1,0,0
Kwaitsingvirus HK544,0,0,0,0,55,83,32,37
Lachnoanaerobaculum saburreum,0,0,0,0,15,16,36,10
Lachnobacterium bovis,0,0,0,0,14,51,48,20
Lachnoclostridium phocaeense,45,69,114,182,915,1481,310,781
Lachnoclostridium phytofermentans,0,0,0,0,4,0,0,3
Lachnospira eligens,0,0,0,0,55003,142818,78194,92862
Lachnospira multipara,0,0,0,0,22745,59662,45527,36420
Lacrimispora saccharolytica,0,0,0,0,0,6,1,4
Lactiplantibacillus plantarum,0,0,0,0,2,0,15,13
Lactobacillus amylovorus,0,0,0,0,1,0,0,1
Lactococcus lactis,0,0,0,0,0,0,3,0
Pseudolactococcus piscium,0,0,0,0,5,3,8,5
Lactonifactor longoviformis,8,73,24,32,5,15,10,7
Lagierella massiliensis,0,0,0,0,0,1,12,3
Lambdavirus HK629,0,0,0,0,507,24,0,0
Lamprocystis purpurea,0,0,0,0,1,1,1,1
Lederbergvirus HK620,0,0,0,0,3,3,2,6
Lederbergvirus Sf6,0,0,0,0,6,32,10,15
Lentilactobacillus parafarraginis,0,0,0,0,0,9,0,0
Leptolyngbya ohadii,0,0,0,0,0,0,1,1
Leuconostoc citreum,0,0,0,0,0,3,9,8
Leuconostoc kimchii,0,0,0,0,0,0,1,0
Leuconostoc lactis,0,0,0,0,3,2,6,7
Leuconostoc mesenteroides,0,0,0,0,1,0,0,0
Levyella massiliensis,0,0,0,0,3,0,0,570
Leyella stercorea,11602,2498,34642,10402,31653,75208,89759,50278
Ligilactobacillus ruminis,0,0,0,0,5131,13421,58431,19312
Limosilactobacillus mucosae,0,0,0,3,0,0,0,0
Limosilactobacillus vaginalis,0,0,0,0,18,39,19,26
Liquorilactobacillus hordei,0,0,0,0,4,0,1,1
Lonsdalea quercina,0,0,0,0,7,1,26,22
Luteimonas huabeiensis,0,0,0,0,0,0,4,0
Mageeibacillus indolicus,2,0,0,4,0,1,0,1
Magnusiomyces paraingens,0,0,0,0,0,6,0,5
Mailhella massiliensis,0,3,1,0,0,1,0,0
Mangrovibacter phragmitis,0,0,0,0,1,3,22,8
Marienburgvirus BP4795,0,0,0,0,685,1267,596,670
Marinilactibacillus piezotolerans,0,0,0,0,55,9,142,19
Mariniphaga anaerophila,0,0,0,0,2,0,11,1
Marvinbryantia formatexigens,0,0,0,0,56,136,189,115
Massiliimalia massiliensis,0,0,0,1,0,0,5,1
Massilimicrobiota timonensis,0,0,0,0,0,18,40,21
Massilioclostridium coli,0,0,0,0,18,16,8,21
Mediterranea massiliensis,11,10,10,5,222,1169,1425,447
Mediterraneibacter gnavus,0,0,0,0,12566,31592,57836,44644
Megamonas funiformis,0,0,0,0,0,1,6,1
Megasphaera elsdenii,0,0,0,0,2738,7104,54156,10155
Melaminivora alkalimesophila,0,0,0,0,0,0,3,2
Merdibacter massiliensis,0,3,0,24,103,83,90,84
Merdimmobilis hominis,3,3,3,3,0,2,0,3
Merdimonas faecis,0,0,0,0,178,528,754,188
Methylophaga aminisulfidivorans,0,0,0,0,0,0,0,1
Microbacterium mangrovi,0,0,0,0,8,4,38,11
Mitsuokella multacida,0,0,0,0,3,3,6,3
Moellerella wisconsensis,0,0,0,0,3,1,1,4
Moineauvirus DT1,0,0,0,0,0,0,2,0
Morganella morganii,0,0,0,0,0,0,1,1
Muribaculum intestinale,0,0,0,0,28,83,110,72
Mycoplasma simbae,0,0,0,0,0,0,1,0
Mycoplasmopsis bovigenitalium,0,0,0,0,0,0,1,0
Mycoplasmopsis californica,0,0,0,0,0,0,1,0
Ndongobacter massiliensis,0,0,0,0,6,1,20,4
Negativibacillus massiliensis,0,0,0,0,376,116,474,44
Neofamilia massiliensis,0,0,0,0,3,7,104,26
Neptuniibacter caesariensis,0,0,0,0,1,0,0,0
Neptunomonas antarctica,0,0,0,0,0,0,4,0
Nissabacter archeti,0,0,0,0,3,2,0,0
Nitrolancea hollandica,0,0,0,0,9,72,13,36
Obesumbacterium proteus,0,0,0,0,57,167,86,102
Oceanivirga salmonicida,0,0,0,0,11,17,93,31
Oceanospirillum linum,0,0,0,0,38,58,24,24
Odoribacter laneus,0,0,0,0,116,287,373,230
Odoribacter splanchnicus,20,21,46,9,31674,82894,125048,51303
Olegusella massiliensis,0,0,0,0,1,1,1,0
Orenia metallireducens,0,0,0,0,4,8,1,2
Oribacterium parvum,21,29,17,23,4,7,2,14
Oslovirus ov191,0,0,0,0,5,13,5,15
Oslovirus PA2,0,0,0,0,18,54,20,28
Oslovirus TL2011,0,0,0,0,2,5,2,3
Oslovirus VASD,0,0,0,0,2,12,6,3
Paenibacillus mucilaginosus,0,0,0,0,0,1,3,2
Paenibacillus naphthalenovorans,0,0,0,0,0,0,0,2
Pandoraea pnomenusa,0,0,0,0,0,0,1,0
Pankowvirus pv1717,0,0,0,0,189,463,202,259
Pankowvirus YYZ2008,0,0,0,0,3060,8161,3456,5055
Pantoea alhagi,0,0,0,0,4,17,3,7
Pantoea dispersa,0,0,0,0,0,9,22,1
Pantoea rwandensis,0,0,0,0,0,2,3,0
Pantoea septica,0,0,0,0,0,2,8,1
Parabacteroides distasonis,24,31,40,8,65147,172825,97174,104302
Parabacteroides goldsteinii,0,0,0,0,147,334,444,251
Parabacteroides johnsonii,2759,4067,8563,2553,9478,22509,18004,15247
Parabacteroides phage YZ-2015b,0,0,0,0,8,14,15,13
Paraburkholderia acidipaludis,0,0,0,0,0,0,1,0
Paracidovorax wautersii,0,0,0,0,0,0,2,0
Paraclostridium sordellii,0,0,0,0,0,1,2,2
Paracoccus alcaliphilus,0,0,0,0,0,0,2,0
Parafannyhessea umbonata,0,0,0,0,5,25,107,34
Paraprevotella xylaniphila,1,7,8,4,6716,17476,90760,24870
Parasutterella excrementihominis,0,0,0,0,7614,19899,79773,28686
Parolsenella massiliensis,0,0,0,0,23,46,105,33
Peduovirus fiAA91ss,0,0,0,0,0,3,3,2
Peduovirus magyaro,0,0,0,0,1,2,0,2
Peduovirus pro483,0,0,0,0,19,35,22,17
Peptacetobacter hiranonis,0,0,0,0,1,0,0,0
Peptoniphilus asaccharolyticus,0,0,0,0,1,0,3,1
Peptoniphilus duerdenii,0,0,0,0,2,3,19,9
Peptoniphilus faecalis,0,0,0,0,1,4,12,12
Peptoniphilus grossensis,0,0,0,0,0,3,16,27
Peptoniphilus harei,0,0,0,0,0,5,0,0
Peptoniphilus indolicus,0,0,0,0,4,5,29,4
Peptoniphilus lacrimalis,0,0,0,0,55,59,481,35
Peptoniphilus obesi,0,0,0,0,3,4,8,14
Peptoniphilus rhinitidis,0,0,0,0,24,99,168,117
Peptoniphilus senegalensis,0,0,0,0,0,2,1,1
Peptoniphilus timonensis,0,0,0,0,1,3,13,6
Peptostreptococcus anaerobius,0,0,0,0,8,22,91,28
Peptostreptococcus stomatis,0,0,0,0,0,0,1,1
Petrimonas mucosa,0,0,0,0,1,1,1,0
Phascolarctobacterium succinatutens,0,0,0,0,17703,45718,53949,27612
Phocaeicola barnesiae,410,459,992,273,203,376,512,450
Phocaeicola coprocola,0,0,0,1,11650,29083,106112,41240
Phocaeicola coprophilus,103,162,67,79,202,629,744,463
Phocaeicola paurosaccharolyticus,3,0,0,0,23,86,188,94
Phocaeicola plebeius,2,4,5463,14,97620,241040,120440,147855
Phocaeicola salanitronis,3,5,6,4,61,138,397,142
Phocaeicola vulgatus,1380830,2077319,2309312,2406326,601037,560743,227831,968167
Phoenicibacter congonensis,0,0,0,0,8,39,64,43
Photorhabdus thracensis,0,0,0,0,1,5,1,4
Plesiomonas shigelloides,0,0,0,0,0,0,40,12
Pluralibacter gergoviae,0,0,0,0,33,130,176,162
Pontibacillus litoralis,0,0,0,0,3,2,7,2
Porphyromonas asaccharolytica,0,0,0,0,0,1,7,0
Porphyromonas cangingivalis,0,0,0,0,14,29,32,36
Porphyromonas circumdentaria,0,0,0,0,34,52,82,27
Porphyromonas crevioricanis,0,0,0,0,0,2,14,5
Porphyromonas endodontalis,0,0,0,0,44,50,97,135
Porphyromonas gingivalis,2,0,0,0,79,240,47,106
Porphyromonas gingivicanis,0,0,0,0,0,0,1,0
Porphyromonas levii,0,0,0,0,47,135,110,90
Porphyromonas macacae,0,0,0,0,0,0,4,0
Porphyromonas somerae,0,0,1,0,6,15,40,17
Prevotella amnii,0,0,0,0,2,12,50,21
Prevotella aurantiaca,0,0,0,0,1,9,29,6
Prevotella bivia,1,2,1,0,13076,35776,80241,51476
Prevotella corporis,0,0,0,0,3950,11193,71513,15132
Prevotella dentalis,0,0,0,0,29,72,92,44
Prevotella dentasini,0,0,0,0,17,107,18,25
Prevotella denticola,0,0,0,0,1,0,0,0
Prevotella disiens,0,0,0,0,3595,11199,87731,15875
Prevotella falsenii,0,0,0,0,18,28,61,28
Prevotella fusca,73,0,0,1,6,19,84,23
Prevotella ihumii,0,0,0,0,573,281,1471,624
Prevotella intermedia,8,6,25,5,1,5,29,2
Prevotella micans,0,0,0,0,1,10,18,2
Prevotella multiformis,0,0,0,0,535,990,1691,1215
Prevotella nigrescens,0,0,0,0,42,126,189,7
Prevotella pallens,0,0,0,0,7,12,69,24
Prevotella scopos,0,44,8,0,3,53,57,14
Prevotella veroralis,0,0,0,0,4,5,43,10
Prevotellamassilia timonensis,25,59,47,33,147,1862,1985,622
Propionispora vibrioides,0,0,0,0,0,0,1,3
Proteiniphilum saccharofermentans,0,0,0,0,3,6,27,4
Provencibacterium massiliense,2,5,6,10,31,191,46,118
Pseudoflavonifractor capillosus,284,157,83,349,199,372,945,529
Pseudomonas saudimassiliensis,0,0,0,0,0,2,0,0
Pseudostreptobacillus hongkongensis,0,0,0,0,2,6,4,9
Pseudovibrio stylochi,0,0,0,0,10,34,21,18
Pseudozyma flocculosa,0,0,0,0,1,2,0,0
Punavirus RCS47,0,0,0,0,46,100,339,138
Punavirus SJ46,0,0,0,0,73,207,282,298
Ralstonia mannitolilytica,0,0,0,0,6,22,40,30
Ralstonia pseudosolanacearum,0,0,0,0,0,1,6,1
Rikenella microfusus,0,0,0,0,4,14,32,14
Robinsoniella peoriensis,0,0,0,0,0,0,2,0
Romboutsia timonensis,0,0,0,0,0,0,2,1
Roseburia faecis,6,902,11,7,113915,249097,70525,162362
Roseburia hominis,3060,676,568,1098,23890,53357,94012,76701
Roseburia intestinalis,8,266,20,78,46805,146946,151174,71527
Roseburia inulinivorans,1053,2004,1330,2317,83817,157024,123919,106587
Ruminiclostridium cellobioparum,0,0,0,0,0,0,1,0
Ruminiclostridium cellulolyticum,0,0,0,0,0,0,3,0
Ruminiclostridium josui,0,0,0,0,5,9,24,0
