Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_10,Healthy_stool_100_100,Healthy_stool_100_50
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia,Mannheimia succiniciproducens,[Mannheimia] succiniciproducens,16,5,2,1,3,1,1,2,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,Caldimonas brevitalea,[Polyangium] brachysporum,17,1,6,2,1,1,1,3,2
NA,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Moumouvirus,Moumouvirus moumou,Acanthamoeba polyphaga moumouvirus,18,NA,1,NA,NA,1,2,NA,2
NA,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Acaryochloridaceae,Acaryochloris,Acaryochloris marina,Acaryochloris marina,19,5,3,2,2,1,1,1,1
NA,Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,Acetoanaerobium,Acetoanaerobium sticklandii,Acetoanaerobium sticklandii,20,1,1,NA,2,5,7,6,3
NA,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus,Acetobacter pasteurianus,21,8,6,6,5,13,4,5,4
NA,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter senegalensis,Acetobacter senegalensis,22,3,7,1,1,2,1,NA,5
NA,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter oryzifermentans,Acetobacter sp. SLV-7,23,2,2,NA,2,1,1,1,1
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,Acetobacterium woodii,24,6,NA,1,2,6,9,7,5
NA,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum,Acetohalobium arabaticum,25,NA,NA,1,2,2,5,5,3
NA,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma brassicae,Acholeplasma brassicae,26,1,NA,NA,1,2,3,2,1
NA,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii,Acholeplasma laidlawii,27,2,NA,NA,2,4,1,4,1
NA,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma oculi,Acholeplasma oculi,28,2,NA,NA,2,5,4,1,NA
NA,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma palmae,Acholeplasma palmae,29,1,2,3,4,NA,5,3,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,g_Achromobacter,Achromobacter,30,NA,1,NA,NA,NA,1,1,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter denitrificans,Achromobacter denitrificans,31,3,4,12,8,1,3,2,8
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,Achromobacter xylosoxidans,32,14,15,24,25,7,10,14,10
NA,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans,Acidaminococcus fermentans,33,18,9,12,14,11,12,15,16
NA,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,Acidaminococcus intestini,34,4,2,4,3,53,129,648,188
NA,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus hospitalis,Acidianus hospitalis,35,NA,1,NA,NA,NA,NA,NA,NA
NA,Unknown,Unknown,Unknown,Fuselloviridae,Betafusellovirus,Betafusellovirus yellowstonense,Acidianus spindle-shaped virus 1,36,NA,NA,NA,NA,NA,1,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,Acidihalobacter prosperus,Acidihalobacter prosperus,37,3,2,5,1,2,4,2,1
NA,Thermoproteota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans,Acidilobus saccharovorans,38,NA,1,NA,1,NA,NA,NA,NA
NA,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans,Acidimicrobium ferrooxidans,39,NA,1,3,NA,NA,NA,1,1
NA,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acidocellaceae,Acidiphilium,Acidiphilium cryptum,Acidiphilium cryptum,40,1,6,3,1,1,1,3,1
NA,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acidocellaceae,Acidiphilium,Acidiphilium multivorum,Acidiphilium multivorum,41,1,7,3,1,2,2,3,1
NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium acidipropionici,Acidipropionibacterium acidipropionici,42,5,8,4,7,4,2,4,3
NA,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus caldus,Acidithiobacillus caldus,43,2,1,3,3,1,2,1,1
NA,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrivorans,Acidithiobacillus ferrivorans,44,2,2,4,5,3,1,2,2
NA,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans,45,3,7,3,4,1,1,NA,1
NA,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium capsulatum,Acidobacterium capsulatum,46,4,6,3,5,2,2,5,NA
NA,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,Acidothermus,g_Acidothermus,Acidothermus,47,NA,NA,1,NA,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,Acidothermus cellulolyticus,48,2,4,1,3,NA,2,NA,2
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Paracidovorax avenae,Acidovorax avenae,49,7,5,11,4,5,3,4,3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Paracidovorax citrulli,Acidovorax citrulli,50,8,5,12,6,1,2,4,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Acidovorax ebreus,Acidovorax ebreus,51,2,7,16,3,4,3,5,5
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42,Acidovorax sp. JS42,52,5,5,17,6,7,2,5,7
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. KKS102,Acidovorax sp. KKS102,53,12,7,5,8,3,4,7,3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01,Acidovorax sp. RAC01,54,6,5,4,3,1,3,5,4
NA,Thermoplasmatota,p_Thermoplasmatota,p_Thermoplasmatota,p_Thermoplasmatota,Candidatus Aciduliprofundum,Candidatus Aciduliprofundum boonei,Aciduliprofundum boonei,55,NA,NA,NA,1,NA,NA,NA,1
NA,Thermoplasmatota,p_Thermoplasmatota,p_Thermoplasmatota,p_Thermoplasmatota,Candidatus Aciduliprofundum,Aciduliprofundum sp. MAR08-339,Aciduliprofundum sp. MAR08-339,56,NA,NA,NA,NA,1,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,g_Acinetobacter,Acinetobacter,57,NA,NA,NA,NA,NA,1,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,Acinetobacter baumannii,58,8,4,2,5,6,11,7,8
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter equi,Acinetobacter equi,59,2,1,2,3,1,4,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii,60,1,1,NA,4,4,2,3,1
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis,61,NA,NA,NA,NA,1,5,2,NA
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter oleivorans,Acinetobacter oleivorans,62,NA,NA,NA,2,NA,3,1,2
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Lasallevirus,Lasallevirus Acj61,Acinetobacter phage Acj61,63,1,NA,NA,NA,1,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii,64,4,1,NA,1,4,3,5,1
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baylyi,Acinetobacter sp. ADP1,65,1,1,NA,2,NA,NA,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter larvae,Acinetobacter sp. BRTC-1,66,2,NA,NA,NA,2,1,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NCu2D-2,Acinetobacter sp. NCu2D-2,67,1,NA,NA,NA,3,1,2,NA
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. TGL-Y2,Acinetobacter sp. TGL-Y2,68,1,1,2,9,2,4,1,2
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. TTH0-4,Acinetobacter sp. TTH0-4,69,1,1,2,3,2,3,1,NA
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus hymeniacidonis,Actinoalloteichus hymeniacidonis,70,4,3,3,3,2,3,1,3
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,g_Actinobacillus,Actinobacillus,71,NA,NA,NA,1,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus equuli,Actinobacillus equuli,72,7,2,1,NA,4,1,1,6
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,Actinobacillus pleuropneumoniae,73,7,4,5,1,8,1,NA,5
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus succinogenes,Actinobacillus succinogenes,74,NA,3,2,2,2,4,NA,4
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus suis,Actinobacillus suis,75,3,2,1,4,1,NA,1,NA
NA,Actinomycetota,Actinomycetes,c_Actinomycetes,c_Actinomycetes,c_Actinomycetes,Actinobacteria bacterium IMCC26256,Actinobacteria bacterium IMCC26256,76,3,NA,2,2,2,1,NA,1
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,g_Actinomyces,Actinomyces,77,NA,NA,1,NA,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia meyeri,Actinomyces meyeri,78,5,2,2,3,4,2,1,1
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris,Actinomyces oris,79,3,6,2,5,3,3,6,2
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces radicidentis,Actinomyces radicidentis,80,4,9,3,2,2,2,1,4
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 414,Actinomyces sp. oral taxon 414,81,9,11,5,6,NA,NA,5,2
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Boudabousia,Boudabousia tangfeifanii,Actinomyces sp. VUL4_3,82,2,2,3,1,1,2,2,3
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,g_Actinoplanes,Actinoplanes,83,NA,1,NA,1,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes friuliensis,Actinoplanes friuliensis,84,8,11,3,5,7,7,6,8
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes missouriensis,Actinoplanes missouriensis,85,4,6,12,3,2,2,4,4
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. N902-109,Actinoplanes sp. N902-109,86,6,7,11,6,6,1,5,8
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. SE50/110,Actinoplanes sp. SE50/110,87,7,6,8,10,7,1,7,1
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Actinosynnema mirum,Actinosynnema mirum,88,1,5,15,7,5,7,2,9
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinotignum,Actinotignum schaalii,Actinotignum schaalii,89,3,1,2,5,4,2,NA,1
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,90,40,53,55,46,102,269,864,383
NA,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Betaentomopoxvirus,Betaentomopoxvirus ahonmai,Adoxophyes honmai entomopoxvirus 'L',91,1,2,1,NA,1,NA,NA,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella kashmirensis,Advenella kashmirensis,92,2,4,4,4,5,1,2,3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella mimigardefordensis,Advenella mimigardefordensis,93,2,3,6,3,NA,3,1,3
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola,Aequorivita sublithincola,94,2,2,2,4,2,3,3,3
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus christensenii,Aerococcus christensenii,95,2,6,6,1,5,3,2,1
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus sanguinicola,Aerococcus sanguinicola,96,1,2,NA,2,NA,NA,2,4
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinae,Aerococcus urinae,97,3,NA,NA,NA,1,3,3,2
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi,Aerococcus urinaeequi,98,2,6,NA,3,6,4,NA,1
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaehominis,Aerococcus urinaehominis,99,1,NA,NA,NA,2,4,5,2
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans,Aerococcus viridans,100,NA,NA,1,NA,2,1,4,3
NA,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,g_Aeromicrobium,Aeromicrobium,101,1,NA,NA,NA,2,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium erythreum,Aeromicrobium erythreum,102,5,4,9,1,2,NA,3,3
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,g_Aeromonas,Aeromonas,103,NA,1,NA,NA,NA,1,1,1
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,Aeromonas hydrophila,104,34,26,25,44,12,16,22,22
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media,Aeromonas media,105,7,7,1,13,3,5,5,3
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Chrysonvirus,Chrysonvirus as5,Aeromonas phage phiAS5,106,NA,NA,NA,NA,NA,NA,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Angelvirus,Angelvirus px29,Aeromonas phage PX29,107,1,NA,NA,NA,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,Aeromonas salmonicida,108,10,8,7,6,1,1,1,6
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas schubertii,Aeromonas schubertii,109,6,8,12,8,6,3,1,6
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,Aeromonas veronii,110,10,12,13,24,15,13,15,24
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Biquartavirus,Biquartavirus 44RR2,Aeromonas virus 31,111,NA,NA,1,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Biquartavirus,Biquartavirus 44RR2,Aeromonas virus 44RR2,112,NA,NA,NA,NA,NA,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans,Agarivorans gilvus,Agarivorans gilvus,113,4,NA,2,2,3,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,Aggregatibacter actinomycetemcomitans,114,NA,NA,NA,3,NA,4,3,2
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus,Aggregatibacter aphrophilus,115,2,NA,2,5,NA,4,NA,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,g_Agrobacterium,Agrobacterium,116,1,NA,2,NA,NA,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum,Agrobacterium fabrum,117,5,4,8,7,5,1,5,4
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,Agrobacterium sp. H13-3,118,5,7,1,12,1,NA,5,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. RAC06,Agrobacterium sp. RAC06,119,4,7,6,8,2,1,5,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,Agrobacterium tumefaciens,120,17,19,6,25,16,5,7,17
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,Agrobacterium vitis,121,1,3,NA,5,2,1,7,5
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,g_Agromyces,Agromyces,122,NA,NA,1,NA,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces aureus,Agromyces sp. AR33,123,1,7,5,6,2,1,2,3
NA,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia glycaniphila,Akkermansia glycaniphila,124,5,9,5,3,3,3,5,5
NA,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila,125,11,3,16,8,740,1956,736,1180
NA,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,f_Akkermansiaceae,f_Akkermansiaceae,Akkermansiaceae,126,NA,NA,NA,1,NA,NA,NA,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,f_Alcaligenaceae,f_Alcaligenaceae,Alcaligenaceae,127,NA,NA,NA,1,NA,NA,NA,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes faecalis,Alcaligenes faecalis,128,3,3,NA,7,3,NA,2,5
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,g_Alcanivorax,Alcanivorax,129,NA,NA,1,NA,NA,1,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax borkumensis,Alcanivorax borkumensis,130,2,NA,NA,1,NA,1,2,NA
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alloalcanivorax,Alloalcanivorax dieselolei,Alcanivorax dieselolei,131,4,3,11,3,8,3,2,3
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Isoalcanivorax,Isoalcanivorax pacificus,Alcanivorax pacificus,132,1,2,4,5,2,2,4,5
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp. NBRC 101098,Alcanivorax sp. NBRC 101098,133,2,NA,NA,1,NA,1,2,NA
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudalgibacter,Pseudalgibacter alginicilyticus,Algibacter alginolytica,134,5,4,2,2,5,6,3,1
NA,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus sanaruensis,Algoriphagus sp. M8-2,135,9,3,3,4,9,2,4,2
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,g_Alicycliphilus,Alicycliphilus,136,NA,2,NA,1,NA,NA,NA,NA
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,Alicycliphilus denitrificans,137,14,9,19,12,14,8,9,6
NA,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius,Alicyclobacillus acidocaldarius,138,3,5,7,10,3,8,3,1
NA,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,Aliivibrio fischeri,139,1,1,1,1,1,4,3,3
NA,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio salmonicida,Aliivibrio salmonicida,140,2,1,NA,1,4,1,2,2
NA,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio wodanis,Aliivibrio wodanis,141,NA,1,1,NA,2,1,2,6
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes finegoldii,142,529,701,1062,463,747,1537,1480,1197
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalilimnicola,g_Alkalilimnicola,Alkalilimnicola,143,NA,NA,NA,NA,NA,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalilimnicola,Alkalilimnicola ehrlichii,Alkalilimnicola ehrlichii,144,5,4,7,7,6,1,3,4
NA,Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,Alkaliphilus metalliredigens,Alkaliphilus metalliredigens,145,NA,NA,5,2,NA,5,8,8
NA,Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,Alkaliphilus oremlandii,Alkaliphilus oremlandii,146,2,5,1,5,2,6,4,8
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,g_Allochromatium,Allochromatium,147,NA,NA,NA,1,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium vinosum,Allochromatium vinosum,148,4,5,3,11,3,4,3,4
