Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,healthy_stool_10_1_noerr,healthy_stool_10_10_noerr,healthy_stool_10_100_noerr,healthy_stool_10_50_noerr,healthy_stool_100_1_noerr,healthy_stool_100_10_noerr,healthy_stool_100_100_noerr,healthy_stool_100_50_noerr
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,Alistipes communis,24,0,0,0,0,3.7,110.1,15.6,91.6
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes finegoldii,25,540.6,3,5,376.082352941177,3807.62222222222,8841.63767487685,16004.1951038397,6975.36529713867
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes ihumii,Alistipes ihumii,26,0,0,0,0,1.1,2,11.8,13.7
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes inops,Alistipes inops,27,0,0,0,0,0,2971.7,0,4283.5
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis,28,0,0,0,0,12342.7,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis,Alistipes senegalensis,29,0,0,1,1,23.8,516,74.4,539.3
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,Alistipes shahii,30,8,12.9,16.3,6.2,2376.8,3285.16,9609,4638.93404255319
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes timonensis,Alistipes timonensis,31,0,0,0,0,13.5,60.2,132.7,2
NA,Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus,Alkaliphilus metalliredigens,Alkaliphilus metalliredigens,32,0,0,0,0,0,1.2,0,0
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum stercoricanis,Allobaculum stercoricanis,33,0,0,14.4,0,0,0,5.3,0
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Allofournierella,Allofournierella massiliensis,Allofournierella massiliensis,34,0,0,0,0,0,118.5,3.1,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella rava,Alloprevotella rava,35,0,0,0,0,2.4,4.7,3.2,5.4
NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,Alloprevotella tannerae,36,0,0,0,0,21.7,26.6,4.7,22.1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia criceti,Alloscardovia criceti,37,0,0,1.2,0,2.6,6,1,6
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens,Alloscardovia omnicolens,38,0,0,0,0,5,7,3,4
NA,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium,Alterileibacterium massiliense,Alterileibacterium massiliense,39,0,0,0,0,5.3,9,2,5.2
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,Amedibacillus dolichus,Amedibacillus dolichus,40,9.2,6.9,7.4,6.1,15.7,34.8,61.1,26.9
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus,Amphibacillus xylanus,41,0,4.7,8.6,2.3,1,0,0,0
NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,Amylolactobacillus amylophilus,Amylolactobacillus amylophilus,42,0,0,0,0,0,1.1,2.6,1.5
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum hallii,43,0,0,0,0,6421.1,17540.9,9958.1,11091.94625
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus lactolyticus,Anaerococcus lactolyticus,44,0,0,0,0,0,1,9.8,1.4
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus mediterraneensis,Anaerococcus mediterraneensis,45,0,0,0,0,0,0,8.8,2.4
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus obesiensis,Anaerococcus obesiensis,46,0,0,0,0,0,15.9,72.5,22.8
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii,47,0,0,0,0,0,1,7.7,1.2
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus provencensis,Anaerococcus provencensis,48,0,0,0,0,1.7,1,12.6,0
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus tetradius,Anaerococcus tetradius,49,0,0,0,0,2.4,0,8.6,2.3
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerosphaera,Anaerosphaera aminiphila,Anaerosphaera aminiphila,50,0,0,0,0,1,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,Anaerostipes caccae,51,0,0,0,0,6.2,28.3,13,16.6
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus,52,9.27142857142857,23.5666666666667,7,17.5,5688.2,15483.9105263158,6229.5,9993.48125
NA,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,53,0,0,0,0,30.8,87,168.4,5.9
NA,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum neopropionicum,Anaerotignum neopropionicum,54,18.9,0,22.7,36,21.7,22.8,3.1,59.6
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus colihominis,Anaerotruncus colihominis,55,0,0,0,0,44.9,73.2,234.6,95.6
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus rubiinfantis,Anaerotruncus rubiinfantis,56,0,0,0,0,2.4,2.7,0,0
NA,Bacillota,Tissierellia,Tissierellales,Gottschalkiaceae,Andreesenia,Andreesenia angusta,Andreesenia angusta,57,0,0,0,0,1,209.5,28.8,158.8
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Angelakisella,Angelakisella massiliensis,Angelakisella massiliensis,58,0,28.3,0,0,3.6,8.1,0,2.4
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Aquabacterium,Aquabacterium parvum,Aquabacterium parvum,59,0,0,0,0,11,2.3,0,1
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquamicrobium,Aquamicrobium aerolatum,Aquamicrobium aerolatum,60,0,0,0,0,0,3,0,0
NA,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Asaccharospora,Asaccharospora irregularis,Asaccharospora irregularis,61,0,0,0,0,0,0,15.8,0
NA,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus clavatus,Aspergillus clavatus,62,0,0,0,0,2.1,1,3,0.5
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium deltae,Atopobium deltae,63,0,0,0,0,0,1,2,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopococcus,Atopococcus tabaci,Atopococcus tabaci,64,0,0,0,0,0,0,2.5,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coahuilensis,Bacillus coahuilensis,65,0,0,0,0,0,1,2,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thermotolerans,Bacillus thermotolerans,66,0,0,0,0,1,5.5,0,2.2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus tuaregi,Bacillus tuaregi,67,0,0,0,0,0,1.9,0,4
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae,68,0,0,0,0,8193.39262318841,30880.3152950192,15025.2149085925,11084.7709508882
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,69,56.5,129.807692307692,226.004761904762,79.1333333333333,5060.5951884058,13928.2054587076,23907.4014434601,8759.63059427733
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecichinchillae,Bacteroides faecichinchillae,70,28,41.9,0,20.4,0,0,0,101.6
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fluxus,Bacteroides fluxus,71,0,0,0,0,0,147.2,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis,72,0,601.3405651341,1173.10792272244,83.15,7370.84171862739,18292.0413795679,27240.2195020053,15204.4647644456
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ihuae,Bacteroides ihuae,73,1,7,10,2,1,2.1,2,1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides luti,Bacteroides luti,74,0,0,0,0,2.2,2.8,6,5.4
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii,Bacteroides nordii,75,7.4,10.1,21.3,4,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus,76,14,23,42,14,18393.3733896749,46129.1862988506,32032.378046943,28711.9315831149
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides reticulotermitis,Bacteroides reticulotermitis,77,0,0,1,0,0,167.2,131.9,105.7
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,Bacteroides salyersiae,78,43.8,0,0,0,1049.86207729469,2712.61333333333,13840.8107622957,3764.74242424242
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris,79,2,0,0,0,9583.81647111656,25980.9399014778,15505.5559322034,16841.5839178283
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,80,0,0,0,0,9858.58535170443,25908.10395647,32119.0702713066,22473.6081371478
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis,81,117872.973632946,178307.349074979,210421.602505355,197990.460980392,42522.2084060514,51844.0598842204,20050.384146433,84901.2147936216
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,Bariatricus massiliensis,Bariatricus massiliensis,82,0,0,0,0,34.8,118.5,66.7,88.5
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,Barnesiella viscericola,83,0,0,0,0,3,12,19.5,12
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,Bibersteinia trehalosi,84,0,0,0,0,0,0,1.5,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium actinocoloniiforme,Bifidobacterium actinocoloniiforme,85,0,0,0,0,0,1.6,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,86,28289.45,42520.4154761905,60421.8,25533.2,12244.3,11475,6624.9,19851
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium aesculapii,Bifidobacterium aesculapii,87,0,0,0,0,2.1,10,1,2.1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,88,0,0,0,0,526,1425.1,5842.7,2070.1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium asteroides,Bifidobacterium asteroides,89,0,0,0,0,0,0,0,1.1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium biavatii,Bifidobacterium biavatii,90,0,0,0,0,2.3,10.8,14.7,4
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum,91,0,0,0,0,1527.9,4194.2,5803.3,2544.4
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve,92,0,0,0,0,108.1,318.3,171.8,173.2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium callitrichos,Bifidobacterium callitrichos,93,0,0,0,0,1,0,6.2,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium choerinum,Bifidobacterium choerinum,94,0,0,0,0,2.1,3.6,22,7.3
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium cuniculi,Bifidobacterium cuniculi,95,0,0,0,0,0,2,1,1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,Bifidobacterium dentium,96,0,0,0,0,15.7,47,119,59.2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallicum,Bifidobacterium gallicum,97,0,0,0,0,1.2,1.2,3,4.3
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum,98,0,0,0,0,6352.6,15917.6,5363.1,15192.63
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium magnum,Bifidobacterium magnum,99,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium minimum,Bifidobacterium minimum,100,0,0,0,0,1,0,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum,101,0,0,0,0,7.8,21.3,105,25.2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,Bifidobacterium pullorum,102,0,0,0,0,3.6,4.4,5,5.7
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium reuteri,Bifidobacterium reuteri,103,0,0,0,0,28.3,73.1,82.2,36.4
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saguini,Bifidobacterium saguini,104,0,0,0,0,8,37.1,13.7,21.3
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,Bifidobacterium scardovii,105,0,0,0,0,16.3,142.9,8,87.2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium stellenboschense,Bifidobacterium stellenboschense,106,0,0,0,0,3.6,3.2,5.1,5.9
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium subtile,Bifidobacterium subtile,107,0,0,0,0,0,1.1,8,1.8
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium thermophilum,Bifidobacterium thermophilum,108,0,0,0,0,0,0,2.1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium tsurumiense,Bifidobacterium tsurumiense,109,0,0,0,0,1,2,2,0
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila wadsworthia,110,0,0,0,0,0,1,6,4
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Bittarella (ex Durand et al. 2017),Bittarella massiliensis (ex Durand et al. 2017),Bittarella massiliensis (ex Durand et al. 2017),111,2.9,3.1,0,1,41.6,64.1,0,31.1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hansenii,Blautia hansenii,112,26.9,0,66.7,38.1,330.5,577.3,685.1,598.23
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia hydrogenotrophica,113,0,0,0,0,15.8,21.4,14.5,24.8
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia obeum,114,120.6,220.6,178.4,290.2,10269.24,20664.8732265446,19152.2,12546.8269230769
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,Blautia producta,115,0,0,0,0,15,48.8,42.8,49.7
NA,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli,Brachyspira pilosicoli,116,0,0,0,0,0.6,8,2.4,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria goodwinii,Brenneria goodwinii,117,0,0,0,0,0,0,0,2.6
NA,Uroviricota,Caudoviricetes,NA,Aliceevansviridae,Brussowvirus,Brussowvirus bvO1205,Brussowvirus bvO1205,118,0,0,0,0,0,0,1,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis,Burkholderia ubonensis,119,0,0,0,0,0,0,0.5,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella ferragutiae,Buttiauxella ferragutiae,120,0,0,0,0,2.1,0,2,4.1
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,Butyricicoccus pullicaecorum,121,3.1,11,0,0,14.9,12.2,6.1,122.9
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas synergistica,Butyricimonas synergistica,122,4,9,13,8,1,8.9,2,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,Butyrivibrio hungatei,123,0,0,0,0,0,0,0,0.9
NA,Uroviricota,Caudoviricetes,NA,NA,Byrnievirus,Byrnievirus HK97,Byrnievirus HK97,124,0,0,0,0,4,2,0,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia glathei,Caballeronia glathei,125,0,0,0,0,0,1,0,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Calidifontibacillus,Calidifontibacillus oryziterrae,Calidifontibacillus oryziterrae,126,0,0,0,0,0,1.8,0,0
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,Capnocytophaga gingivalis,127,0,0,0,0,1.6,4.7,1.9,8.8
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga granulosa,Capnocytophaga granulosa,128,0,0,0,0,0,0,2.1,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium gallinarum,Carnobacterium gallinarum,129,0,0,0,0,0,0,0.5,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,Carnobacterium maltaromaticum,130,0,0,0,0,0,0,13.7,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Catonella,Catonella morbi,Catonella morbi,131,0,0,0,0,0.9,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,Cedecea neteri,132,0,0,0,0,2.1,0.8,3,10.5
NA,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas carbonis,Cellulomonas carbonis,133,1,0,5,3,3,1,3,1
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella minuta,134,0,0,0,0,7,36.5,114.8,85.7
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella timonensis,Christensenella timonensis,135,0,0,0,1,18,49,0,21.8
NA,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus porcorum,Cloacibacillus porcorum,136,0,0,0,0,0,0.8,0,0
NA,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile,137,0,0,0,0,15.4,32.4,108,15.1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium aminophilum,Clostridium aminophilum,138,0,0,0,0,1.3,9.3,3.3,6.3
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cadaveris,Clostridium cadaveris,139,0,0,0,0,0,1,1,2.3
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium disporicum,Clostridium disporicum,140,0,0,0,0,1.3,0,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium ihumii,Clostridium ihumii,141,0,0,0,0,0,0,14.4,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium kluyveri,Clostridium kluyveri,142,0,0,0,0,0,0.8,5.3,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium lundense,Clostridium lundense,143,0,0,1,0,9.5,1,0,1.8
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,Clostridium paraputrificum,144,0,0,0,0,0,1,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,Clostridium phoceensis,145,20.4,42.2,50.9,97.1,21,61.7,30.4,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium scindens,Clostridium scindens,146,0,1.1,0,0,3,18.1,3,3.1
