Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,healthy_stool_10_1_noerr,healthy_stool_10_10_noerr,healthy_stool_10_100_noerr,healthy_stool_10_50_noerr,healthy_stool_100_1_noerr,healthy_stool_100_10_noerr,healthy_stool_100_100_noerr,healthy_stool_100_50_noerr
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum stercoricanis,Allobaculum stercoricanis,27,0,0,0,0,0,0.7,0,0
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Allofournierella,Allofournierella massiliensis,Allofournierella massiliensis,28,3.9,4.3,2,4.6,1,0,0,3
NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella rava,Alloprevotella rava,29,0,0,0,0,0,0,1,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,Alloprevotella tannerae,30,0,0,0,0,0,2.4,3.3,1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia criceti,Alloscardovia criceti,31,0,0,0,0,0,2,0,1.2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens,Alloscardovia omnicolens,32,0,0,0,0,0,1,1,0
NA,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium,Alterileibacterium massiliense,Alterileibacterium massiliense,33,0,0,0,0,1,0,0,1.1
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,Amedibacillus dolichus,Amedibacillus dolichus,34,4.9,2,0,0,5.4,7.8,4.8,7.4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus,Amphibacillus xylanus,35,0,0,0,1,0,0,0,0
NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,Amylolactobacillus amylophilus,Amylolactobacillus amylophilus,36,0,0.4,0,0,0,0,1,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum hallii,37,0,0,0,0,630.722558139535,1937.9,1101.4,1040.65925925926
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus lactolyticus,Anaerococcus lactolyticus,38,0,0,0,0,0,0,0,1.8
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus obesiensis,Anaerococcus obesiensis,39,0,0,0,0,0,0,2.5,0
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii,40,0,0,0,0,0,0,1,0
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus tetradius,Anaerococcus tetradius,41,0,0,0,0,0,0,1,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,Anaerostipes caccae,42,0,0,0,0,2.3,2,0,2.1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus,43,0,1,2,2.3,660.7,1484.8,755.4,928.803703703704
NA,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,44,0,0,0,6.7,8.8,0,0,8.6
NA,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum neopropionicum,Anaerotignum neopropionicum,45,2.1,6.3,4.8,7.2,0,2,1,3.7
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus colihominis,Anaerotruncus colihominis,46,0,7.9,3.7,3.1,3.6,8.4,19.8,13.7
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus rubiinfantis,Anaerotruncus rubiinfantis,47,0,0,1,0,0,0,0,0
NA,Bacillota,Tissierellia,Tissierellales,Gottschalkiaceae,Andreesenia,Andreesenia angusta,Andreesenia angusta,48,0,0,0,0,6.7,0,0,0
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Angelakisella,Angelakisella massiliensis,Angelakisella massiliensis,49,5.7,0,0,5.4,0,1,5.4,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Aquabacterium,Aquabacterium parvum,Aquabacterium parvum,50,0,0,0,0,0.8,0,0,0
NA,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus clavatus,Aspergillus clavatus,51,0,0,0,0,3,0,0,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Atopococcus,Atopococcus tabaci,Atopococcus tabaci,52,0,0,0,0,0,0,1.8,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coahuilensis,Bacillus coahuilensis,53,0,0,0,0,0.7,1.1,0,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus tuaregi,Bacillus tuaregi,54,0,0,0,0,0.6,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae,55,0,0,0,0,752.462127015652,2311.03206793207,1482.79977923977,1328.19005924951
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,56,6,13,17.5,19.105,520.992857142857,1353.25805860806,2208.87715350877,1163.72735042735
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecichinchillae,Bacteroides faecichinchillae,57,4,6,9.2,1,0,0,12.9,9
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fluxus,Bacteroides fluxus,58,0,0,0,0,9.9,19.3,20.9,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis,59,0,0,23.75,4,537.150044898342,1722.84167388167,2601.91149243206,1131.68674566601
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ihuae,Bacteroides ihuae,60,0,0,0,0,0,0,0,1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus,61,4,1,4,0,1940.96049982058,4806.80028860029,3138.03737237702,2997.35380423468
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides reticulotermitis,Bacteroides reticulotermitis,62,0,0,0,0,8.6,14,11,6
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,Bacteroides salyersiae,63,0,0,0,0,120.87040714995,268.992307692308,1417.32210526316,381.408410138249
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris,64,0,82.5,140.4,1,993.044611528822,3068.46666666667,1330.62208333333,1641.00045351474
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,65,0,32.2,0,0,1012.67774961569,2724.46349372849,3052.73324140007,1927.57441903974
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis,66,8895.43647058824,17791.0553191489,21071.4748125633,18433.0541896304,4286.86071984901,4861.5258963259,3526.3514378225,6782.68736706842
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,Bariatricus massiliensis,Bariatricus massiliensis,67,0,0,0,0,0,1.2,4,2
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,Barnesiella viscericola,68,0,0,0,0,0,0,3,4.3
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,Bibersteinia trehalosi,69,0,0,0,0,0,0,0,0.5
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,70,2824.4,4251,6043.6,2556.5,1220.5,1142,676.086,1941.2
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,71,0,0,0,0,53.2,144,596,219.3
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium biavatii,Bifidobacterium biavatii,72,0,0,0,0,0,3,2,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum,73,0,0,0,0,151.8,407.2,585.63,255
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bombi,Bifidobacterium bombi,74,0,0,0,0,0,0.9,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve,75,0,0,0,0,12.4,42.5888888888889,0,21
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium callitrichos,Bifidobacterium callitrichos,76,0,0,0,0,0.4,0,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium crudilactis,Bifidobacterium crudilactis,77,0,0,0,0,0,0,0,0.4
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium cuniculi,Bifidobacterium cuniculi,78,0,0,0,0,0,0,2,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,Bifidobacterium dentium,79,0,0,0,0,1.2,3.2,13,17
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallicum,Bifidobacterium gallicum,80,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum,81,0,0,0,0,636.6,1585.96937669377,538.984,1018.51075268817
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum,82,0,0,0,0,1,3,8,1
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,Bifidobacterium pullorum,83,0,0,0,0,1.8,0,1,2.8
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium reuteri,Bifidobacterium reuteri,84,0,0,0,0,6.7,6,10,7
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saguini,Bifidobacterium saguini,85,0,0,0,0,1.7,3,1,4
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,Bifidobacterium scardovii,86,0,0,0,0,0,3.3,1.8,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium subtile,Bifidobacterium subtile,87,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium thermophilum,Bifidobacterium thermophilum,88,2.7,0,2.5,0,0,0,0,0
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila wadsworthia,89,0,0,0,0,0,0,2,1
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Bittarella (ex Durand et al. 2017),Bittarella massiliensis (ex Durand et al. 2017),Bittarella massiliensis (ex Durand et al. 2017),90,0,2,0,0,1.1,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hansenii,Blautia hansenii,91,0,3.8,2.8,4.8,27.5,64,61.3,87.1277777777778
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia hydrogenotrophica,92,3,0,0,4.7,4,5.5,1,4.3
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia obeum,93,0,35.4,21,0,1024.64005813954,2232.15777777778,2284.35714285714,1366.24259259259
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia producta,Blautia producta,94,0,0,0,0,2.5,5,7,3
NA,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli,Brachyspira pilosicoli,95,0,0,0,0,0,1,0,0
NA,Uroviricota,Caudoviricetes,NA,Aliceevansviridae,Brussowvirus,Brussowvirus bvO1205,Brussowvirus bvO1205,96,0,0,0,0,0,0,0,1
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,Butyricicoccus pullicaecorum,97,0,1,0,0,2,3.5,1.3,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas synergistica,Butyricimonas synergistica,98,0,1,1,0,1,0,1,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia glathei,Caballeronia glathei,99,0,0,0,0,0,0,1,0
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,Capnocytophaga gingivalis,100,0,0,0,0,0,0,0,1.1
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga granulosa,Capnocytophaga granulosa,101,0,0,0,0,0,0,0,1.1
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,Carnobacterium maltaromaticum,102,0,0,0,0,0,0,2.9,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,Cedecea neteri,103,0,0,0,0,0,1.7,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas carbonis,Cellulomonas carbonis,104,0,0,1,0,2,0,1,0
NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda periodontii,Centipeda periodontii,105,0,0,0,0,0.9,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Chitinilyticum,Chitinilyticum aquatile,Chitinilyticum aquatile,106,0,0,0,0,0,0,0.9,1.1
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella minuta,107,0,0,0,0,1.8,3.9,12,3
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella timonensis,Christensenella timonensis,108,0,0,0,0,1.5,0,3.3,0
NA,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile,109,0,0,0,0,4.9,5,4,6.8
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium aminophilum,Clostridium aminophilum,110,0,2.4,0,0,1.6,0,0,1.5
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium kluyveri,Clostridium kluyveri,111,0.5,0,0,0.6,0,0,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium lundense,Clostridium lundense,112,0,0,0,0,0,0.5,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,Clostridium paraputrificum,113,0,0,0,0,0,1,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,Clostridium phoceensis,114,9.3,4.4,5.3,3.6,3,5,3,8
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium scindens,Clostridium scindens,115,0,0,0,1.2,0,0.8,0,2.7
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium symbiosum,Clostridium symbiosum,116,0,5.6,0,0,0,10.5,3.5,0
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens,117,2987.7,4509.2,7062.2,2714.6,1307.8,1186.24146341463,691.7,2061.31075268817
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella bouchesdurhonensis,Collinsella bouchesdurhonensis,118,0,0,0,0,0,1.9,12,2
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella ihumii,Collinsella ihumii,119,0,0,0,0,0,1,0,0
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,Collinsella stercoris,120,0,0,0,0,0,0,3.7,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas kerstersii,Comamonas kerstersii,121,0,0,0,0,0,0,0,0.6
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,Coprobacter fastidiosus,122,0,0,1,0,0,2,3,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus eutactus,123,23.8,6,26.5,4.5,556.5,1350.29268292683,853.2,994.35
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lipophiloflavum,Corynebacterium lipophiloflavum,124,0,0,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium singulare,Corynebacterium singulare,125,0,0,0,0,0,0,0.8,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii,126,0,0,0,0,0,0,0,6.4
NA,Uroviricota,Caudoviricetes,NA,NA,Cuauhtlivirus,Cuauhtlivirus mEpX1,Cuauhtlivirus mEpX1,127,0,0,0,0,1,2,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Culturomica,Culturomica massiliensis,Culturomica massiliensis,128,0,0,0,0,3.9,2.5,0,30.7
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis,Cupriavidus basilensis,129,0,0,0,0,2,7,40,12
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,Cupriavidus metallidurans,130,0,0,0,0,87.2,274,1250.9,375.8
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus,Cupriavidus pauculus,131,0,0,0,0,0.3,0,1,0.6
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas agitata,Dechloromonas agitata,132,0,0,0,0,0,0,1,0
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Denitrobacterium,Denitrobacterium detoxificans,Denitrobacterium detoxificans,133,0,0,0,0,0,0,0,1
NA,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium dichloroeliminans,Desulfitobacterium dichloroeliminans,134,0,0,0,0,0,0,3.5,1.5
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio piger,135,0,0,0,0,23,60,259,80
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus,Dialister invisus,136,0,0,0,0,46,119,0,172
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,Dialister pneumosintes,137,0,0,0,0,0,0,0.3,0
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus,Dialister succinatiphilus,138,0,0,0,0,3,5.5,5,2
NA,Uroviricota,Caudoviricetes,NA,NA,Diegovirus,Diegovirus dv7502Stx,Diegovirus dv7502Stx,139,0,0,0,0,0,2.5,0,0
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Donghicola,Donghicola eburneus,Donghicola eburneus,140,0,0,0,0,0,0.6,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea formicigenerans,141,0,0,0,0,234.8,641.087804878049,1577.55,431.156989247312
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea longicatena,142,0,0,0,0,891.528333333333,2340.96166666667,841.7,1210.32150537634
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella anguillarum,Edwardsiella anguillarum,143,0,0,0,0,1.3,1,0,1.7
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta,144,0,0,0,0,49.9,125.5,1060.45,164
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,Eisenbergiella tayi,145,0,0,0,0,0,0,2,0
NA,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Emergencia,Emergencia timonensis,Emergencia timonensis,146,0,0,0,0,0,0,6,14
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter hormaechei,147,0,0,0,0,0,3.3,16.4,3.6
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei,Enterobacter kobei,148,0,0,0,0,0,2.3,1.8,1.7
