"old_name","current_name"
"Lactobacillus paracasei","Lacticaseibacillus paracasei"
"Lactobacillus murinus","Ligilactobacillus murinus"
"Lactobacillus rhamnosus","Lacticaseibacillus rhamnosus"
"Lactobacillus animalis","Ligilactobacillus animalis"
"Lactobacillus plantarum","Lactiplantibacillus plantarum"
"Lactobacillus hordei","Liquorilactobacillus hordei"
"Lactobacillus hilgardii","Lentilactobacillus hilgardii"
"Lactobacillus alimentarius","Companilactobacillus alimentarius"
"Lactobacillus amylophilus","Amylolactobacillus amylophilus"
"Lactobacillus kunkeei","Apilactobacillus kunkeei"
"Lactobacillus curvatus","Latilactobacillus curvatus"
"Lactobacillus hokkaidonensis","Paucilactobacillus hokkaidonensis"
"Lactobacillus crustorum","Companilactobacillus crustorum"
"Lactobacillus pentosus","Lactiplantibacillus pentosus"
"Lactobacillus buchneri","Lentilactobacillus buchneri"
"Lactobacillus dextrinicus","Lapidilactobacillus dextrinicus"
"Lactobacillus paralimentarius","Companilactobacillus paralimentarius"
"Lactobacillus harbinensis","Schleiferilactobacillus harbinensis"
"Lactobacillus oligofermentans","Paucilactobacillus oligofermentans"
"Lactobacillus vaginalis","Limosilactobacillus vaginalis"
"Lactobacillus futsaii","Companilactobacillus futsaii"
"Lactobacillus fermentum","Limosilactobacillus fermentum"
"Lactobacillus sakei","Latilactobacillus sakei"
"Lactobacillus fuchuensis","Latilactobacillus fuchuensis"
"Lactobacillus agilis","Ligilactobacillus agilis"
"Lactobacillus sanfranciscensis","Fructilactobacillus sanfranciscensis"
"Lactobacillus gastricus","Limosilactobacillus gastricus"
"Lactobacillus acidipiscis","Ligilactobacillus acidipiscis"
"Lactobacillus rossiae","Furfurilactobacillus rossiae"
"Lactobacillus graminis","Latilactobacillus graminis"
"Lactobacillus mali","Liquorilactobacillus mali"
"Lactobacillus kefiri","Lentilactobacillus kefiri"
"Lactobacillus nagelii","Liquorilactobacillus nagelii"
"Lactobacillus brevis","Levilactobacillus brevis"
"Lactobacillus coryniformis","Loigolactobacillus coryniformis"
"Lactobacillus lindneri","Fructilactobacillus lindneri"
"Lactobacillus manihotivorans","Lacticaseibacillus manihotivorans"
"Lactobacillus mucosae","Limosilactobacillus mucosae"
"Lactobacillus bifermentans","Loigolactobacillus bifermentans"
"Lactobacillus farciminis","Companilactobacillus farciminis"
"Lactobacillus koreensis","Levilactobacillus koreensis"
"Lactobacillus pontis","Limosilactobacillus pontis"
"Lactobacillus malefermentans","Secundilactobacillus malefermentans"
"Lactobacillus parabuchneri","Lentilactobacillus parabuchneri"
"Lactobacillus frumenti","Limosilactobacillus frumenti"
"Lactobacillus paraplantarum","Lactiplantibacillus paraplantarum"
"Lactobacillus paracollinoides","Secundilactobacillus paracollinoides"
"Bacillus megaterium","Priestia megaterium"
"Bacillus circulans","Niallia circulans"
"Bacillus coagulans","Heyndrickxia coagulans"
"Bacillus horikoshii","Sutcliffiella horikoshii"
"Bacillus flexus","Priestia flexa"
"Bacillus lentus","Lederbergia lenta"
"Bacillus cellulosilyticus","Evansella cellulosilytica"
"Bacillus vietnamensis","Rossellomorea vietnamensis"
"Bacillus cohnii","Sutcliffiella cohnii"
"Brevibacterium frigoritolerans","Peribacillus frigoritolerans"
"Alkalihalobacillus krulwichiae","Halalkalibacter krulwichiae"
"Alkalihalobacillus clausii","Shouchella clausii"
"Alkalihalobacillus pseudofirmus","Alkalihalophilus pseudofirmus"
"Alkalihalobacillus lehensis","Shouchella lehensis"
"Alkalihalobacillus halodurans","Halalkalibacterium halodurans"
"Staphylococcus vitulinus","Mammaliicoccus vitulinus"
"Staphylococcus lentus","Mammaliicoccus lentus"
"Macrococcus caseolyticus","Macrococcoides caseolyticum"
"Planomicrobium glaciei","Planococcus glaciei"
"Exiguobacterium sibiricum","Exiguobacterium artemiae"
"Bacillus selenitireducens","Salisediminibacterium selenitireducens"
"Clostridium ultunense","Schnuerera ultunensis"
"Clostridium innocuum","[Clostridium] innocuum"
"Erysipelatoclostridium ramosum","Thomasclavelia ramosa"
"Bifidobacterium gallinarum","Bifidobacterium pullorum subsp. gallinarum"
"Rhodococcus fascians","Rhodococcoides fascians"
"Streptomyces albulus","Streptomyces noursei"
"Pseudopropionibacterium propionicum","Arachnia propionica"
"Micromonospora aurantiaca","Micromonospora aurantiaca (nom. illeg.)"
"Atopobium parvulum","Lancefieldella parvula"
"Thermosynechococcus vulcanus","Thermostichus vulcanus"
"Moorea producens","Moorena producens"
"Mycoplasma penetrans","Malacoplasma penetrans"
"Mycoplasma canis","Mycoplasmopsis canis"
"Mycoplasma bovis","Mycoplasmopsis bovis"
"Mycoplasma cloacale","Metamycoplasma cloacale"
"Mycoplasma bovigenitalium","Mycoplasmopsis bovigenitalium"
"Mycoplasma glycophilum","Mycoplasmopsis glycophila"
"Mycoplasma californicum","Mycoplasmopsis californica"
"Mycoplasma columborale","Mycoplasmopsis columboralis"
"Mycoplasma iowae","Malacoplasma iowae"
"Mycoplasma columbinum","Mycoplasmopsis columbina"
"Mycoplasma cynos","Mycoplasmopsis cynos"
"Mycoplasma genitalium","Mycoplasmoides genitalium"
"Mycoplasma pulmonis","Mycoplasmopsis pulmonis"
"Mycoplasma hominis","Metamycoplasma hominis"
"Mycoplasma agalactiae","Mycoplasmopsis agalactiae"
"Mycoplasma hyopneumoniae","Mesomycoplasma hyopneumoniae"
"Mycoplasma orale","Metamycoplasma orale"
"Entomoplasma melaleucae","Mesoplasma melaleucae"
"Entomoplasma somnilux","Williamsoniiplasma somnilux"
"Acholeplasma axanthum","Haploplasma axanthum"
"Candidatus Hamiltonella defensa","Candidatus Williamhamiltonella defendens"
"Enterobacter lignolyticus","[Enterobacter] lignolyticus"
"Candidatus Ishikawaella capsulata","Candidatus Ishikawella capsulata"
"Dickeya paradisiaca","Musicola paradisiaca"
"Candidatus Sodalis pierantonius","Candidatus Sodalis pierantonii"
"Pseudomonas mendocina","Ectopseudomonas mendocina"
"Pseudomonas resinovorans","Metapseudomonas resinovorans"
"Pseudomonas stutzeri","Stutzerimonas stutzeri"
"Pseudomonas xanthomarina","Stutzerimonas xanthomarina"
"Pseudomonas pelagia","Halopseudomonas pelagia"
"Moraxella osloensis","Faucicola osloensis"
"Marinobacter hydrocarbonoclasticus","Marinobacter nauticus"
"Glaciecola nitratireducens","Brumicola nitratireducens"
"Alcanivorax dieselolei","Alloalcanivorax dieselolei"
"Alcanivorax pacificus","Isoalcanivorax pacificus"
"Pasteurella skyensis","Phocoenobacter skyensis"
"Candidatus Baumannia cicadellinicola","Candidatus Palibaumannia cicadellinicola"
"Paraburkholderia rhizoxinica","Mycetohabitans rhizoxinica"
"Acidovorax ebreus","[Acidovorax] ebreus"
"Acidovorax avenae","Paracidovorax avenae"
"Diaphorobacter polyhydroxybutyrativorans","Diaphorobacter nitroreducens"
"Azoarcus communis","Parazoarcus communis"
"Dechloromonas aromatica","Dechloromonas aromatica (nom. nud.)"
"Candidatus Kinetoplastibacterium desouzaii","Candidatus Kinetoplastidibacterium desouzai"
"Candidatus Kinetoplastibacterium galatii","Candidatus Kinetoplastidibacterium galati"
"Desulfovibrio vulgaris","Nitratidesulfovibrio vulgaris"
"Desulfovibrio salexigens","Maridesulfovibrio salexigens"
"Desulfovibrio alaskensis","Oleidesulfovibrio alaskensis"
"Desulfovibrio gigas","Megalodesulfovibrio gigas"
"Desulfovibrio carbinoliphilus","Solidesulfovibrio carbinoliphilus"
"Desulfovibrio magneticus","Solidesulfovibrio magneticus"
"Desulfovibrio hydrothermalis","Maridesulfovibrio hydrothermalis"
"Desulfovibrio sulfodismutans","Desulfolutivibrio sulfodismutans"
"Desulfococcus oleovorans","Desulfosudis oleivorans"
"Desulfobacterium autotrophicum","Desulforapulum autotrophicum"
"Geobacter uraniireducens","Geotalea uraniireducens"
"Geobacter bremensis","Citrifermentans bremense"
"Geobacter lovleyi","Trichlorobacter lovleyi"
"Geobacter daltonii","Geotalea daltonii"
"Geobacter bemidjiensis","Citrifermentans bemidjiense"
"Pelobacter carbinolicus","Syntrophotalea carbinolica"
"Campylobacter sp. NCTC 13003","Campylobacter lanienae"
"Arcobacter cryaerophilus","Aliarcobacter cryaerophilus"
"Arcobacter skirrowii","Aliarcobacter skirrowii"
"Arcobacter butzleri","Aliarcobacter butzleri"
"Arcobacter molluscorum","Malaciobacter molluscorum"
"Arcobacter mytili","Malaciobacter mytili"
"Arcobacter thereius","Aliarcobacter thereius"
"Arcobacter cibarius","Aliarcobacter cibarius"
"Arcobacter trophiarum","Aliarcobacter trophiarum"
"Ensifer sojae","Sinorhizobium sojae"
"Ochrobactrum anthropi","Brucella anthropi"
"Starkeya novella","Ancylobacter novellus"
"Labrenzia alexandrii","Roseibium alexandrii"
"Rhodobacter sphaeroides","Cereibacter sphaeroides"
"Epibacterium mobile","Tritonibacter mobilis"
"Parasedimentitalea marina","Parasedimentitalea marina <Parasedimentitalea marina>"
"Novosphingobium tardaugens","Caenibius tardaugens"
"Komagataeibacter hansenii","Novacetimonas hansenii"
"Magnetospirillum magneticum","Paramagnetospirillum magneticum"
"Candidatus Kuenenia stuttgartiensis","Candidatus Kuenenia stuttgartensis"
"Sneathia amnii","Sneathia vaginalis"
"Treponema sp. OMZ 804","Treponema vincentii"
"Treponema caldarium","Gracilinema caldarium"
"Treponema azotonutricium","Leadbettera azotonutricia"
"Sphaerochaeta coccoides","Parasphaerochaeta coccoides"
"Halobiforma lacisalsi","Natronobacterium lacisalsi"
"Caldicellulosiruptor kristjanssonii","Caldicellulosiruptor acetigenus"
"Lactobacillus sp. 2D","Ligilactobacillus salivarius"
"Lactobacillus zymae","Levilactobacillus zymae"
"Saccharomonospora sp. 31sw","Saccharomonospora xinjiangensis"
"Synechococcus lividus","Parathermosynechococcus lividus"
"Candidatus Atelocyanobacterium thalassa","Candidatus Atelocyanobacterium thalassae"
"Oscillatoria nigro-viridis","Phormidium nigroviride"
"Mycoplasma conjunctivae","Mesomycoplasma conjunctivae"
"Mycoplasma bovoculi","Mesomycoplasma bovoculi"
"Mycoplasma meleagridis","Mycoplasmopsis meleagridis"
"Mycoplasma ovipneumoniae","Mesomycoplasma ovipneumoniae"
"Halomonas titanicae","Vreelandella titanicae"
"Haemophilus ducreyi","[Haemophilus] ducreyi"
"Rhodobacter blasticus","Pseudogemmobacter blasticus"
"Roseibacterium elongatum","Roseicyclus elongatus"
"Neorickettsia sennetsu","Ehrlichia sennetsu"
"Bdellovibrio exovorus","Pseudobdellovibrio exovorus"
"Methanosaeta harundinacea","Methanothrix harundinacea"
"Staphylococcus virus MCE2014","Kayvirus MCE2014"
"Mycoplasma arginini","Mycoplasmopsis arginini"
"Candidatus Blochmannia vafer","Candidatus Blochmanniella vafra"
"Pseudomonas psychrotolerans","Pseudomonas oryzihabitans"
"Methylacidiphilum infernorum","Candidatus Methylacidiphilum infernorum"
"Faecalibacterium virus Epona","Eponavirus epona"
"Bovine alphaherpesvirus 1","bovine alphaherpesvirus 1"
"Streptomyces cattleya","Streptantibioticus cattleyicolor"
"Streptomyces fulvissimus","Streptomyces microflavus"
"Candidatus Koribacter versatilis","Candidatus Korobacter versatilis"
"Sphingobium hydrophobicum","Sphingobium xenophagum"
"Oligotropha carboxidovorans","Afipia carboxidovorans"
"Edwardsiella virus pEt-SU","Petsuvirus pEtSU"
