"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","MetaScope_Taxid","MetaScope_Genome","genus","species"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1985987411|gb|CP069444.1|",85.039,127,19,0,24,150,3401764,3401890,5.72e-26,130,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|338900465|dbj|AP012212.1|",86.239,109,15,0,42,150,911524,911632,1.24e-22,119,1042156,NA,"unknown genome; accession ID isNZ_GG662008.1","Clostridium","sp. SY8519"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3217861,3218010,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1927493,1927642,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1777211310|gb|CP045695.1|",80,150,30,0,1,150,67885,68034,2.07e-20,111,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1580073725|gb|CP036170.1|",79.333,150,31,0,1,150,1241003,1241152,9.63e-19,106,411468,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2188827955|dbj|AP025570.1|",79.333,150,31,0,1,150,72753,72902,9.63e-19,106,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2188823277|dbj|AP025569.1|",79.333,150,31,0,1,150,72752,72901,9.63e-19,106,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2128325262|dbj|AP024846.1|",79.333,150,31,0,1,150,69937,70086,9.63e-19,106,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1985987411|gb|CP069444.1|",79.333,150,31,0,1,150,44615,44764,9.63e-19,106,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3236722,3236871,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1946354,1946503,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2619540,2619391,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1329172,1329023,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1394501676|dbj|AP018535.1|",96.575,146,5,0,5,150,2127934,2127789,7.04e-60,243,2109690,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Lachnospiraceae bacterium Choco86"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2029783370|gb|CP073280.1|",95.238,147,7,0,4,150,2617221,2617075,4.24e-57,233,39488,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2250075743|gb|CP098409.1|",93.878,147,8,1,4,150,3423361,3423216,3.3e-53,220,418240,NA,"unknown genome; accession ID isNZ_GG662008.1","Blautia","wexlerae"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|291548560|emb|FP929055.1|",93.333,150,9,1,1,150,1229517,1229665,3.3e-53,220,657313,NA,"unknown genome; accession ID isNZ_GG662008.1","Mediterraneibacter","[Ruminococcus] torques"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|291548560|emb|FP929055.1|",90.345,145,14,0,6,150,1147354,1147498,2.59e-44,191,657313,NA,"unknown genome; accession ID isNZ_GG662008.1","Mediterraneibacter","[Ruminococcus] torques"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1777211310|gb|CP045695.1|",92.667,150,11,0,1,150,589135,589284,4.27e-52,217,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1243915026|emb|LT907978.1|",92.667,150,11,0,1,150,2681915,2681766,4.27e-52,217,39488,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1243915026|emb|LT907978.1|",90.345,145,14,0,6,150,1613743,1613599,2.59e-44,191,39488,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2223917668|gb|CP094679.1|",92.667,150,11,0,1,150,3137807,3137956,4.27e-52,217,88431,NA,"unknown genome; accession ID isNZ_GG662008.1","Dorea","longicatena"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2104398485|gb|CP084014.1|",89.655,145,15,0,6,150,2239538,2239682,1.2e-42,185,33038,NA,"unknown genome; accession ID isNZ_GG662008.1","Mediterraneibacter","gnavus"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3271271,3271420,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1980903,1981052,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|291548560|emb|FP929055.1|",84.459,148,23,0,1,148,1549621,1549474,5.68e-31,147,657313,NA,"unknown genome; accession ID isNZ_GG662008.1","Mediterraneibacter","[Ruminococcus] torques"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2232665662|gb|CP065800.1|",78.947,114,22,2,33,145,174699,174811,7.55e-10,76.8,831,NA,"unknown genome; accession ID isNZ_GG662008.1","Butyrivibrio","fibrisolvens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2673804,2673655,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1383436,1383287,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1229037590|gb|CP016200.1|",83.673,147,22,2,3,148,1756493,1756348,3.42e-28,137,671211,NA,"unknown genome; accession ID isNZ_GG662008.1","Fusobacterium","sp. oral taxon 203"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2078821355|gb|CP071097.1|",82.877,146,25,0,3,148,2022262,2022407,1.59e-26,132,76859,NA,"unknown genome; accession ID isNZ_GG662008.1","Fusobacterium","animalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|506958095|gb|CP003723.1|",82.877,146,25,0,3,148,908717,908862,1.59e-26,132,469607,NA,"unknown genome; accession ID isNZ_GG662008.1","Fusobacterium","animalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3270582,3270731,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1980214,1980363,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2673284,2673135,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1382916,1382767,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1721134210|emb|LR699012.1|",89.404,151,14,2,1,150,3076122,3075973,9.3e-44,189,649756,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerostipes","hadrus"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2031379298|gb|CP073693.1|",86,150,21,0,1,150,1853313,1853164,2.03e-35,161,2830657,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Clostridiaceae bacterium Marseille-Q4143"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3178906,3179055,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1888538,1888687,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3196607,3196756,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1906239,1906388,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2672573,2672424,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1382205,1382056,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1721134168|emb|LR698970.1|",84.127,63,10,0,88,150,1501788,1501726,2.12e-05,62.1,1898203,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Lachnospiraceae bacterium"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1238376434|gb|CP022413.2|",84.127,63,10,0,88,150,1501097,1501035,2.12e-05,62.1,537007,NA,"unknown genome; accession ID isNZ_GG662008.1","Blautia","hansenii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299309066|gb|CP102264.1|",84.127,63,10,0,88,150,1500738,1500676,2.12e-05,62.1,537007,NA,"unknown genome; accession ID isNZ_GG662008.1","Blautia","hansenii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3240451,3240600,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1950083,1950232,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2661337,2661188,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1370969,1370820,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3244087,3244236,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,39,0,0,1,39,2135689,2135651,9.77e-09,73.1,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1953719,1953868,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,39,0,0,1,39,845320,845282,9.77e-09,73.1,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1394501677|dbj|AP018536.1|",100,39,0,0,1,39,1604771,1604733,9.77e-09,73.1,2109691,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Lachnospiraceae bacterium GAM79"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1394501677|dbj|AP018536.1|",100,39,0,0,1,39,2955642,2955680,9.77e-09,73.1,2109691,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Lachnospiraceae bacterium GAM79"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1394501677|dbj|AP018536.1|",100,39,0,0,1,39,3655975,3656013,9.77e-09,73.1,2109691,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Lachnospiraceae bacterium GAM79"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2054562900|tpg|BK048282.1|",97.436,39,1,0,1,39,120,82,4.55e-07,67.6,2202564,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,NA
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2609413,2609264,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2104398485|gb|CP084014.1|",100,150,0,0,1,150,2249673,2249822,1.93e-70,278,33038,NA,"unknown genome; accession ID isNZ_GG662008.1","Mediterraneibacter","gnavus"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1319045,1318896,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1394501676|dbj|AP018535.1|",98,150,3,0,1,150,2117763,2117614,1.94e-65,261,2109690,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Lachnospiraceae bacterium Choco86"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1243915026|emb|LT907978.1|",98,150,3,0,1,150,1603621,1603472,1.94e-65,261,39488,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2250075743|gb|CP098409.1|",94,150,9,0,1,150,3413226,3413077,1.97e-55,228,418240,NA,"unknown genome; accession ID isNZ_GG662008.1","Blautia","wexlerae"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2029783370|gb|CP073280.1|",94,150,9,0,1,150,2606908,2606759,1.97e-55,228,39488,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2202783703|gb|CP092643.1|",91.333,150,13,0,1,150,3333940,3333791,9.23e-49,206,39491,NA,"unknown genome; accession ID isNZ_GG662008.1","Agathobacter","rectalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1721134203|emb|LR699005.1|",91.333,150,13,0,1,150,3332140,3331991,9.23e-49,206,1898203,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"Lachnospiraceae bacterium"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2223917668|gb|CP094679.1|",90.604,149,14,0,2,150,3147935,3148083,1.55e-46,198,88431,NA,"unknown genome; accession ID isNZ_GG662008.1","Dorea","longicatena"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3365389,3365538,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2075021,2075170,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3230083,3230232,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1939715,1939864,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|291537741|emb|FP929050.1|",98.667,150,2,0,1,150,602470,602321,4.18e-67,267,718255,NA,"unknown genome; accession ID isNZ_GG662008.1","Roseburia","intestinalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1583827992|emb|LR027880.1|",97.333,150,4,0,1,150,3034292,3034441,9.04e-64,255,536231,NA,"unknown genome; accession ID isNZ_GG662008.1","Roseburia","intestinalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299479188|gb|CP102289.1|",97.333,150,4,0,1,150,3025267,3025416,9.04e-64,255,166486,NA,"unknown genome; accession ID isNZ_GG662008.1","Roseburia","intestinalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2240210568|gb|CP097279.1|",97.333,150,4,0,1,150,2561041,2561190,9.04e-64,255,166486,NA,"unknown genome; accession ID isNZ_GG662008.1","Roseburia","intestinalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|291534262|emb|FP929049.1|",97.333,150,4,0,1,150,1766191,1766042,9.04e-64,255,657315,NA,"unknown genome; accession ID isNZ_GG662008.1","Roseburia","intestinalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3253254,3253403,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1962886,1963035,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,3328942,3329091,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,2038574,2038723,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|291548560|emb|FP929055.1|",98,150,3,0,1,150,270811,270960,1.94e-65,261,657313,NA,"unknown genome; accession ID isNZ_GG662008.1","Mediterraneibacter","[Ruminococcus] torques"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2264320898|gb|CP100126.1|",97.333,150,4,0,1,150,2922372,2922521,9.04e-64,255,88431,NA,"unknown genome; accession ID isNZ_GG662008.1","Dorea","longicatena"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2264318351|gb|CP100127.1|",94.667,150,8,0,1,150,2731134,2731283,4.24e-57,233,39491,NA,"unknown genome; accession ID isNZ_GG662008.1","Agathobacter","rectalis"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2299397878|gb|CP102277.1|",100,150,0,0,1,150,2618376,2618227,1.93e-70,278,470146,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1988055318|gb|CP070062.1|",100,150,0,0,1,150,1328008,1327859,1.93e-70,278,410072,NA,"unknown genome; accession ID isNZ_GG662008.1","Coprococcus","comes"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1777211310|gb|CP045695.1|",95.333,150,7,0,1,150,590299,590448,9.1e-59,239,29347,NA,"unknown genome; accession ID isNZ_GG662008.1","Lachnoclostridium","[Clostridium] scindens"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1243915026|emb|LT907978.1|",95.918,147,6,0,4,150,2680748,2680602,9.1e-59,239,39488,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|1243915026|emb|LT907978.1|",92.517,147,11,0,4,150,1612581,1612435,1.98e-50,211,39488,NA,"unknown genome; accession ID isNZ_GG662008.1","Anaerobutyricum","hallii"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|2223917668|gb|CP094679.1|",97.183,142,3,1,10,150,3138979,3139120,9.1e-59,239,88431,NA,"unknown genome; accession ID isNZ_GG662008.1","Dorea","longicatena"
"ti|470146|org|Coprococcus_comes_ATCC_27758|accession|NZ_GG662008.1","gi|259117338|gb|GQ875441.1|",95.238,147,7,0,4,150,155,9,4.24e-57,233,155900,NA,"unknown genome; accession ID isNZ_GG662008.1",NA,"uncultured organism"
