species,abundance_cols.healthy_stool_10_1_noerr,abundance_cols.healthy_stool_10_10_noerr,abundance_cols.healthy_stool_10_100_noerr,abundance_cols.healthy_stool_10_50_noerr,abundance_cols.healthy_stool_100_1_noerr,abundance_cols.healthy_stool_100_10_noerr,abundance_cols.healthy_stool_100_100_noerr,abundance_cols.healthy_stool_100_50_noerr
Alistipes senegalensis,5,3,11,4,2802,617,691,477
Alistipes shahii,266,9236,851,262,12357,32692,96333,45310
Alistipes timonensis,0,0,0,0,10,1600,24,1112
Alkaliflexus imshenetskii,0,0,1,0,0,0,0,0
Allobaculum stercoricanis,4,33,24,20,0,0,1,0
Allochromatium vinosum,0,0,0,0,0,0,0,1
Allofournierella massiliensis,988,1599,1566,1839,144,267,4104,175
Allofustis seminis,0,0,0,0,0,0,4,1
Alloiococcus otitis,0,0,0,0,1,0,0,0
Alloprevotella rava,0,0,0,0,7,22,45,29
Alloprevotella tannerae,0,0,0,0,30,23,263,30
Alloscardovia criceti,0,0,0,0,16,44,9,36
Alloscardovia macacae,0,0,0,0,0,0,0,2
Alloscardovia omnicolens,0,0,0,0,34,96,30,54
Alterileibacterium massiliense,0,0,0,0,21,121,29,27
Amedibacillus dolichus,47,90,42,97,647,510,371,234
Amphibacillus jilinensis,0,0,0,0,0,0,1,0
Amphibacillus xylanus,0,0,0,0,0,7,0,27
Amylolactobacillus amylophilus,0,0,0,0,7,4,18,2
Anaerobium acetethylicum,0,0,0,0,2,4,2,5
Anaerobutyricum hallii,2,0,0,8,59452,160639,106948,107788
Anaerococcus lactolyticus,0,0,0,0,6,15,18,54
Anaerococcus mediterraneensis,0,0,0,0,4,20,58,19
Anaerococcus obesiensis,0,0,0,0,48,3,24,95
Anaerococcus prevotii,0,0,0,0,15,16,70,30
Anaerococcus provencensis,0,0,0,0,2,75,468,147
Anaerococcus tetradius,0,0,0,0,11,10,46,34
Anaerosphaera aminiphila,0,0,0,0,2,2,4,1
Anaerostipes caccae,0,0,0,0,68,168,114,95
Anaerostipes hadrus,158,344,190,112,63399,145932,63474,90482
Anaerotignum lactatifermentans,1570,981,2487,902,341,729,1049,1344
Anaerotignum neopropionicum,544,1163,813,1193,127,89,49,173
Anaerotruncus colihominis,741,963,1359,2573,355,633,1972,888
Anaerotruncus rubiinfantis,0,0,0,0,0,22,6,3
Andreesenia angusta,0,0,0,0,617,20,955,51
Angelakisella massiliensis,338,196,300,251,22,78,157,1414
Aphanizomenon flos-aquae,0,0,0,0,2,0,0,0
Aquabacterium parvum,0,0,0,0,0,202,11,1
Aerobium aerolatum,0,0,0,0,0,37,0,0
Asaccharospora irregularis,0,0,0,0,0,30,0,49
Aspergillus clavatus,0,0,0,0,7,55,7,31
Aspergillus niger,0,0,0,0,0,1,0,0
Atopobium deltae,0,0,0,0,1,3,3,1
Atopococcus tabaci,0,0,0,0,0,0,7,2
Bacillus atrophaeus,0,0,0,0,0,0,0,1
Bacillus coahuilensis,0,0,0,0,6,176,7,9
Bacillus methanolicus,0,0,0,0,0,0,1,0
Bacillus thermotolerans,102,132,276,0,78,0,74,57
Bacteroides caccae,0,1,0,0,62751,168841,112404,100754
Bacteroides cellulosilyticus,686,1069,2051,658,49550,127829,188650,86137
Bacteroides faecichinchillae,265,453,910,253,742,1778,2123,1380
Bacteroides fluxus,8012,12123,24707,7365,922,1732,2208,1822
Bacteroides fragilis,437,1327,2743,849,50519,130288,155740,74200
Bacteroides graminisolvens,0,0,0,0,0,0,2,0
Bacteroides ihuae,47,54,125,40,25,21,14,31
Bacteroides luti,0,0,0,0,64,12,267,25
Bacteroides neonati,0,0,0,0,0,4,2,0
Bacteroides nordii,66,100,170,49,1539,3759,3907,2760
Bacteroides ovatus,132,186,419,137,116183,303935,245738,190183
Bacteroides propionicifaciens,0,0,0,0,1,0,0,0
Bacteroides reticulotermitis,0,1,0,0,650,1686,1360,1096
Bacteroides salyersiae,303,474,922,283,10266,26176,135879,36304
Bacteroides stercoris,19,44,60,24,94575,256996,115580,170055
Bacteroides thetaiotaomicron,1784,2954,5424,1613,85266,210397,238840,144554
Bacteroides uniformis,855641,1287764,1322162,1651894,375187,354896,156660,605276
Bariatricus massiliensis,4,14,14,22,35,259,1186,293
Barnesiella intestinihominis,0,0,0,0,51391,133405,103131,81936
Barnesiella viscericola,0,0,0,0,70,161,167,147
Belliella baltica,0,0,0,0,0,0,2,0
Bibersteinia trehalosi,0,0,0,0,2,0,0,0
Bifidobacterium actinocoloniiforme,0,0,0,0,0,1,0,1
Bifidobacterium adolescentis,282491,425068,604280,255031,123411,113634,67387,197559
Bifidobacterium aesculapii,0,0,0,0,9,22,89,4
Bifidobacterium angulatum,3,2,3,7,5304,13816,56492,19612
Bifidobacterium asteroides,0,0,0,0,0,4,0,0
Bifidobacterium biavatii,0,0,0,0,77,79,162,191
Bifidobacterium bifidum,0,0,0,0,15380,40171,57596,24568
Bifidobacterium bombi,0,0,0,0,0,4,0,4
Bifidobacterium breve,0,0,0,0,1103,3214,1796,1872
Bifidobacterium callitrichos,0,0,0,0,3,30,29,20
Bifidobacterium choerinum,0,1,1,0,6,13,98,26
Bifidobacterium commune,0,0,0,0,4,0,0,0
Bifidobacterium coryneforme,0,0,0,0,0,0,0,1
Bifidobacterium cuniculi,0,0,0,0,4,23,39,13
Bifidobacterium dentium,0,0,0,0,163,420,1035,526
Bifidobacterium gallicum,0,0,0,1,2,3,18,6
Bifidobacterium lemurum,0,0,0,0,1,1,6,3
Bifidobacterium longum,0,0,0,0,61905,160254,54642,101712
Bifidobacterium magnum,0,0,0,0,0,3,6,5
Bifidobacterium minimum,0,0,0,0,0,0,0,12
Bifidobacterium mongoliense,0,0,0,0,0,1,9,5
Bifidobacterium pseudolongum,0,0,0,0,76,196,1058,303
Bifidobacterium pullorum,0,0,0,1,24,81,50,51
Bifidobacterium reuteri,1,0,0,0,251,4593,798,451
Bifidobacterium saguini,0,0,0,0,101,315,222,190
Bifidobacterium scardovii,12,11,12,0,87,243,88,131
Bifidobacterium stellenboschense,0,0,0,0,17,25,29,127
Bifidobacterium subtile,0,0,0,0,11,25,67,23
Bifidobacterium thermophilum,0,210,148,0,199,41,1,0
Bifidobacterium tsurumiense,0,0,0,0,6,12,44,12
Bilophila wadsworthia,0,0,0,0,3,11,63,13
Bittarella massiliensis (ex Durand et al. 2017),5,4,6,8,5,146,22,202
Blautia hansenii,648,145,184,1159,1541,4155,6693,4603
Blautia hydrogenotrophica,207,366,191,702,173,192,83,203
Blautia obeum,1277,2033,1714,2594,76181,234588,190220,127216
Blautia producta,0,0,0,0,225,484,315,380
Bordetella petrii,0,0,0,0,1,0,0,0
Bordetella trematum,0,0,0,0,0,0,2,0
Botrytis cinerea,0,0,0,0,0,0,0,2
Brachymonas chironomi,0,0,0,0,0,1,5,1
Brachyspira pilosicoli,0,0,0,0,19,62,18,26
Brenneria goodwinii,0,0,0,0,0,15,0,0
Brevibacterium ravenspurgense,0,0,0,0,0,14,0,5
Brussowvirus bvO1205,0,0,0,0,4,4,13,7
Burkholderia pseudomallei,0,0,0,0,1,0,0,0
Buttiauxella ferragutiae,0,0,0,0,9,31,10,41
Butyricicoccus pullicaecorum,11,16,6,11,21,47,66,45
Butyricimonas synergistica,44,80,148,41,22,11,22,31
Butyrivibrio fibrisolvens,0,0,0,0,0,0,1,0
Butyrivibrio hungatei,0,0,0,0,3,0,0,0
Butyrivibrio proteoclasticus,0,0,0,0,1,0,1,2
Byrnievirus HK97,0,0,0,0,6,8,5,10
Calidifontibacillus oryziterrae,0,0,0,0,5,19,0,0
Capnocytophaga cynodegmi,0,0,0,0,2,1,1,2
Capnocytophaga gingivalis,0,0,0,0,52,28,26,64
Capnocytophaga granulosa,0,0,0,0,1,0,4,2
Carnobacterium inhibens,0,0,0,0,1,0,0,0
Carnobacterium jeotgali,0,0,0,0,0,0,118,0
Carnobacterium maltaromaticum,0,0,0,0,0,3,0,23
Catonella morbi,0,0,0,0,16,0,0,63
Cedecea neteri,0,0,0,0,7,14,45,13
Cellulomonas carbonis,17,24,66,20,15,8,12,21
Centipeda periodontii,0,0,0,0,0,7,0,0
Christensenella minuta,0,0,0,0,59,239,990,376
Christensenella timonensis,0,0,0,0,1,4,0,1
Cloacibacillus porcorum,0,0,0,0,2,1,2,0
Clostridioides difficile,0,0,0,0,321,239,995,184
[Clostridium] aminophilum,0,0,0,0,23,75,96,52
Clostridium cadaveris,0,0,0,0,0,1,2,9
Clostridium disporicum,105,222,475,118,0,11,0,1
[Clostridium] fimetarium,0,0,0,0,0,1,0,0
Clostridium kluyveri,0,0,0,0,0,140,116,16
Clostridium lundense,4,16,15,11,0,8,2,1
Clostridium oryzae,0,0,0,0,0,0,0,2
Clostridium paraputrificum,0,0,0,0,0,1,1,3
Clostridium phoceensis,191,436,319,369,241,494,894,393
[Clostridium] polysaccharolyticum,0,0,0,0,0,0,1,1
[Clostridium] scindens,1,4,1,1,28,151,30,101
[Clostridium] symbiosum,3,2,3,4,285,2141,100,712
Colletotrichum graminicola,0,0,0,0,0,0,0,1
Collinsella aerofaciens,303075,455969,708934,273657,126567,116564,70690,209493
Collinsella bouchesdurhonensis,0,0,0,0,51,218,564,175
Collinsella ihumii,11,24,30,16,4,5,4,9
Collinsella intestinalis,0,0,0,0,253,0,0,0
Collinsella phocaeensis,0,0,0,0,0,0,0,1
Collinsella stercoris,0,0,0,0,1187,0,0,0
Collinsella tanakaei,0,0,0,0,1,0,17,0
Colwellia chukchiensis,0,0,0,0,1,0,0,0
Comamonas composti,0,0,0,0,2,4,3,3
Comamonas kerstersii,0,0,0,0,0,1,0,1
Comamonas testosteroni,0,0,0,0,1,5,62,17
Coprobacter fastidiosus,13,23,46,18,41,110,330,160
Coprococcus eutactus,490,733,1002,943,52225,137057,84759,82316
Corynebacterium aurimucosum,0,0,0,0,0,0,1,0
Corynebacterium lipophiloflavum,0,0,0,0,3,10,1,10
Corynebacterium urealyticum,0,0,0,0,1,0,1,1
Crocosphaera watsonii,0,0,0,0,1,2,0,2
Cronobacter sakazakii,0,0,0,0,52,288,459,399
Cryptobacterium curtum,0,0,0,0,1,0,0,0
Cuauhtlivirus mEpX1,0,0,0,0,47,69,50,71
Culturomica massiliensis,0,0,0,0,203,308,317,141
Cupriavidus basilensis,0,0,0,0,277,748,3641,1091
Cupriavidus metallidurans,0,0,0,0,9913,25694,127588,36897
Cupriavidus necator,0,0,0,0,2,6,36,7
Cupriavidus pauculus,0,0,0,0,5,375,51,571
Curvibacter delicatus,0,0,0,0,0,1,0,0
Dakarella massiliensis,0,0,0,0,34,0,0,0
Dechloromonas agitata,0,0,0,0,2,4,84,4
Delftia acidovorans,0,0,0,0,0,22,16,26
Dendrosporobacter quercicolus,0,0,0,0,2,0,0,0
Denitrobacterium detoxificans,0,0,0,50,0,0,0,2
Derxia lacustris,0,0,0,0,0,3,0,0
Desnuesiella massiliensis,0,0,0,0,0,0,219,0
Desulfitobacterium dichloroeliminans,0,0,0,0,48,4,25,4
Desulfovibrio piger,0,0,0,0,1950,5335,26215,7667
Desulfurispirillum indicum,0,0,0,0,0,0,5,0
Dialister invisus,0,0,0,0,4556,11901,53590,17159
Dialister pneumosintes,0,0,0,0,0,0,0,16
Dialister succinatiphilus,0,0,0,0,101,348,392,220
Diaphorobacter nitroreducens,0,0,0,0,0,0,8,1
Dickeya parazeae,0,0,0,0,2,3,14,8
Dickeya solani,0,0,0,0,0,27,1,1
Diegovirus dv7502Stx,0,0,0,0,10,455,2,20
Diegovirus POCJ13,0,0,0,0,0,87,23,0
Dielma fastidiosa,0,0,0,0,1,23,3,20
Dolosicoccus paucivorans,0,0,0,0,1,0,42,0
Dolosigranulum pigrum,0,0,0,0,1,0,0,0
Dorea formicigenerans,1678,0,0,6784,23370,59749,104987,67632
Dorea longicatena,131,105,171,0,77124,182566,86594,112474
Dubosiella newyorkensis,0,0,0,0,0,3,2,0
Duffyella gerundensis,0,0,0,0,2,1,1,0
Edwardsiella anguillarum,0,0,0,0,11,44,91,34
Eggerthella lenta,0,0,0,0,4388,11379,77921,16584
Eggerthia catenaformis,0,0,0,0,6,6,4,2
Eisenbergiella tayi,0,0,0,0,12,24,85,56
Emergencia timonensis,0,0,0,0,386,1023,3942,945
Enorma massiliensis,0,3,1,0,0,0,0,0
Enterobacter hormaechei,0,0,0,0,19,50,1172,80
Enterobacter kobei,0,0,0,0,2,18,63,21
[Enterobacter] lignolyticus,0,0,0,0,74,267,378,372
Enterobacteria phage cdtI,0,0,0,0,45,121,59,82
Enterobacteria phage IME10,0,0,0,0,102,0,15,0
Enterobacteria phage mEp237,0,0,0,0,0,2,3,0
Enterobacteria phage mEp460,0,0,0,0,538,882,330,499
Enterobacteria phage Sf101,0,0,0,0,4,1,0,0
Enterobacteria phage SfI,0,0,0,0,3,16,1,1
Enterobacteria phage SfV,0,0,0,0,5,4,2,6
Enterocloster asparagiformis,1,1,2,0,39,97,221,93
Enterocloster bolteae,0,0,0,0,172,496,519,333
Enterocloster citroniae,2,6,3,3,35,65,68,61
Enterococcus asini,0,0,0,0,1,5,27,3
Enterococcus canis,0,0,0,0,0,1,4,1
Enterococcus casseliflavus,0,0,0,0,27,30,382,109
Enterococcus cecorum,11,20,54,12,22,50,91,49
Enterococcus columbae,0,0,1,0,0,0,0,0
Enterococcus dispar,0,0,0,0,3,0,3,2
Enterococcus faecalis,0,0,0,0,24,65,538,102
Enterococcus faecium,0,0,0,0,3865,9974,68698,14444
Enterococcus gilvus,0,0,0,0,192,505,161,408
Enterococcus hirae,0,0,0,0,19,34,191,54
Enterococcus italicus,0,0,0,0,14,33,133,11
Enterococcus malodoratus,0,0,0,0,3,44,94,19
Enterococcus massiliensis,0,0,0,0,1,1,199,6
Enterococcus mundtii,0,0,0,0,0,45,7,3
Enterococcus pallens,0,0,0,0,5,16,98,21
Enterococcus phoeniculicola,0,0,0,0,0,0,2,0
Enterococcus pseudoavium,0,0,0,0,0,0,5,1
Enterococcus rivorum,0,0,0,0,0,1,0,0
Enterococcus saccharolyticus,0,0,0,0,6,20,9,0
Enterococcus thailandicus,0,0,0,0,0,2,10,3
Entomohabitans teleogrylli,0,0,0,0,6,23,55,19
Erwinia billingiae,0,0,0,0,13,0,0,0
Erwinia mallotivora,0,0,0,0,0,3,18,6
Erwinia oleae,0,0,0,0,25,74,212,122
Erwinia persicina,0,0,0,0,1,0,5,0
Erwinia tracheiphila,0,0,0,0,61,183,100,130
Escherichia phage TL-2011b,0,0,0,0,7,2,0,0
Escherichia Stx1 converting phage,0,0,0,0,177,75,76,45
Escherichia virus DE3,0,0,0,0,0,1258,0,0
Eshraghiella crossota,148,318,368,279,42410,90002,67154,60814
Ethanoligenens harbinense,5,24,22,19,3,5,0,5
Eubacterium coprostanoligenes,23,38,21,52,10,14,12,22
Eubacterium oxidoreducens,0,0,0,0,12,13,13,13
Eubacterium ramulus,135,0,0,159,8250,39642,88381,40886
Eubacterium ruminantium,0,0,0,0,0,1,0,0
Eubacterium uniforme,0,0,0,0,2,6,2,3
Eubacterium ventriosum,4,5,4,6,5725,21127,56775,22305
Eubacterium xylanophilum,0,0,0,0,0,2,0,1
Ezakiella massiliensis,0,0,0,0,0,14,66,6
Facklamia hominis,0,0,0,0,0,0,1,6
Facklamia languida,0,0,0,6,2,3,7,3
Faecalibacterium duncaniae,63982,101906,78246,128651,33603,38206,15658,46411
Faecalibaculum rodentium,0,0,0,0,0,2,1,3
Faecalicatena contorta,2052,3244,25016,19723,82,91,1880,645
Faecalicoccus pleomorphus,187,2585,1021,1806,3,28,70,29
Falseniella ignava,0,0,0,0,0,1,2,50
Falsiruegeria litorea,0,0,0,0,1,0,0,0
Felsduovirus RE2010,0,0,0,0,0,0,0,1
Fenollaria massiliensis,0,0,0,0,0,2,8,4
Fenollaria timonensis,0,0,0,0,0,0,13,0
Fictibacillus phosphorivorans,0,0,0,0,1,0,0,0
Finegoldia magna,0,0,0,0,708,1787,8806,2672
Flavobacterium columnare,0,0,0,1,0,0,0,0
Flavobacterium succinicans,0,0,0,0,1,0,0,0
Flavonifractor plautii,0,0,0,0,9831,24396,82457,35632
Fusarium proliferatum,0,0,0,0,0,0,0,1
Fusicatenibacter saccharivorans,249,2697,2185,514,101529,259695,69582,163370
Fusobacterium periodonticum,0,0,0,0,0,21,3,4
Gardnerella vaginalis,0,0,0,0,0,0,1,0
Gemelliphila asaccharolytica,0,0,0,0,0,1,2,1
Gemmiger formicilis,4246,7202,5490,7944,14714,35900,90793,60766
Globicatella sulfidifaciens,0,0,0,0,0,0,0,47
Gordonibacter pamelaeae,0,0,0,0,5924,12513,78446,15166
Gorillibacterium massiliense,0,0,0,0,0,0,2,0
Granulicatella elegans,0,0,0,0,1,1,1,13
Haemophilus sputorum,0,0,0,0,25,415,216,456
Hallella bergensis,1,0,0,0,111,204,753,279
Hallella multisaccharivorax,0,0,0,0,3,5,6,4
Halolactibacillus alkaliphilus,0,0,0,0,0,0,1,0
Halopseudomonas formosensis,0,0,0,0,0,1,0,0
Hathewaya proteolytica,0,0,0,0,0,83,0,24
Helcococcus kunzii,0,0,0,0,1,52,130,74
Helcococcus sueciensis,0,0,0,0,1,4,20,4
Hespellia stercorisuis,0,0,0,95,96,218,154,151
Heyndrickxia acidiproducens,21,0,49,0,1,0,0,0
Holdemanella biformis,0,0,0,0,7665,20364,45441,29080
Holdemania massiliensis,384,698,545,926,493,450,47,464
Hoylesella buccalis,37,171,375,125,3458,9026,39051,14841
Hoylesella enoeca,0,0,0,0,0,3,138,6
Hoylesella loescheii,1,2,0,1,21,48,12,8
Hoylesella marshii,0,0,0,0,5,15,17,5
Hoylesella nanceiensis,0,0,0,0,275,695,573,431
Hoylesella oralis,0,0,0,0,1,5,3,1
Hoylesella saccharolytica,0,0,0,0,8,11,145,20
Hoylesella shahii,0,0,0,0,4,1,12,2
Hoylesella timonensis,0,0,0,0,6039,13485,105427,18132
Hungatella hathewayi,55,123,87,127,589,1500,1743,823
Hydrogenoanaerobacterium saccharovorans,0,0,1,0,0,0,0,0
Intestinibacillus massiliensis,0,0,0,0,5,1,3,0
Intestinibacter bartlettii,0,0,0,0,6429,16470,84270,23209
Intestinimonas butyriciproducens,37,88,62,107,120,36,37,48
Janibacter hoylei,0,0,0,0,0,0,2,0
Jiaodavirus jd18,0,0,0,0,0,0,1,0
Johnsonella ignava,0,0,0,0,403,261,227,126
Kaistia adipata,0,0,0,0,0,0,126,0
Kallipyga massiliensis,0,0,0,0,0,0,1,0
Kandleria vitulina,0,0,0,0,99,263,619,420
Klebsiella phage phiKO2,0,0,0,0,0,0,1,0
Kluyvera ascorbata,0,0,0,0,114,306,267,207
Kluyvera cryocrescens,0,0,0,0,127,63,923,113
Kosakonia cowanii,0,0,0,0,21,50,197,44
Kosakonia sacchari,0,0,0,0,53,26,51,44
Kurthia senegalensis,0,0,0,0,0,0,0,2
Kwaitsingvirus HK446,0,0,0,0,0,40,0,0
Kwaitsingvirus HK544,0,0,0,0,23,56,32,36
Lachnoanaerobaculum saburreum,0,0,0,0,992,15,91,10
Lachnobacterium bovis,0,0,0,0,14,51,48,18
Lachnoclostridium phocaeense,22,39,30,64,501,991,276,1682
Lachnoclostridium phytofermentans,0,0,0,0,4,0,0,3
Lachnospira eligens,300,262,0,220,54724,142757,79865,100294
Lachnospira multipara,0,0,0,0,22740,59635,45527,36419
Lacrimispora saccharolytica,0,0,0,0,0,6,5,4
Lacrimispora sphenoides,0,0,0,0,2,0,0,0
Lacticaseibacillus saniviri,0,0,0,0,0,0,0,1
Lactiplantibacillus fabifermentans,0,0,0,0,0,1,0,0
Lactiplantibacillus plantarum,0,0,0,0,2,2,1,9
Lactiplantibacillus xiangfangensis,0,0,0,0,0,18,1,0
Lactobacillus amylovorus,0,0,0,3,308,0,0,0
Lactobacillus iners,0,0,0,0,2,0,0,0
Lactobacillus selangorensis,0,0,0,0,0,0,0,1
Lactococcus lactis,0,0,0,0,0,0,3,0
Pseudolactococcus piscium,0,0,0,0,2,2,8,4
Lactonifactor longoviformis,1440,4673,580,6946,4,8,10,85
Lagierella massiliensis,0,0,0,0,0,1,8,3
Lambdavirus HK629,0,0,0,0,2,0,0,0
Lambdavirus HK630,0,0,0,0,0,0,0,1334
Lamprocystis purpurea,0,0,0,0,1,1,1,1
Lederbergvirus HK620,0,0,0,0,2,3,20,3
Lederbergvirus Sf6,0,0,0,0,9,30,13,15
Leptolyngbya ohadii,0,0,0,0,0,0,1,1
Leucobacter musarum,0,0,0,0,0,0,0,3
Leuconostoc carnosum,0,0,0,0,0,0,1,1
Leuconostoc citreum,0,0,0,0,0,1,2,2
Leuconostoc lactis,0,0,0,0,3,48,6,7
Leuconostoc mesenteroides,0,0,0,0,1,30,7,9
Levilactobacillus brevis,0,0,0,0,1,0,0,0
Levyella massiliensis,0,0,0,0,0,0,534,570
Leyella stercorea,451,681,1817,791,31625,75039,90429,50201
Ligilactobacillus acidipiscis,0,0,0,0,2,0,2,0
Ligilactobacillus agilis,0,0,0,0,10,0,6,0
Ligilactobacillus animalis,0,0,0,0,0,0,1,0
Ligilactobacillus equi,0,0,0,0,0,0,0,50
Ligilactobacillus hayakitensis,0,0,0,0,6,0,0,0
Ligilactobacillus ruminis,0,0,0,0,5102,13415,58431,19257
Ligilactobacillus salivarius,0,0,0,0,7,0,0,0
Limosilactobacillus mucosae,0,0,0,0,0,2,0,3
Limosilactobacillus vaginalis,0,0,0,0,19,39,19,26
Liquorilactobacillus capillatus,0,0,0,0,0,1,0,0
Liquorilactobacillus ghanensis,0,0,0,0,0,0,0,3
Liquorilactobacillus hordei,0,0,0,0,7,3,15,1
Lonsdalea quercina,0,0,0,0,7,2,65,19
Luteimonas huabeiensis,0,0,0,0,0,0,19,0
Mageeibacillus indolicus,2,0,0,4,0,1,0,1
Magnusiomyces paraingens,0,0,0,0,0,3,0,0
Mailhella massiliensis,0,3,1,0,0,1,0,0
Mangrovactinospora gilvigrisea,0,0,0,0,1,0,0,0
Mangrovibacter phragmitis,0,0,0,0,1,15,22,24
Mannheimia haemolytica,0,0,0,0,0,0,6,0
Marienburgvirus BP4795,0,0,0,0,462,1583,457,774
Mariniblastus fucicola,0,0,0,0,0,4,0,0
Marinilactibacillus piezotolerans,0,0,0,0,6,4,50,18
Mariniphaga anaerophila,0,0,0,0,2,0,11,1
Marvinbryantia formatexigens,103,152,113,190,56,136,264,115
Massilia timonae,0,0,0,0,2,0,0,0
Massiliimalia massiliensis,0,0,0,1,0,1,1,0
Massilimicrobiota timonensis,0,0,0,0,0,9,28,18
Massilioclostridium coli,0,0,0,0,18,243,8,21
Mediterranea massiliensis,11,10,11,5,195,1112,1238,440
Mediterraneibacter gnavus,0,0,0,0,12723,31325,57636,44464
Megamonas funiformis,0,0,0,0,0,1,10,1
Megasphaera cerevisiae,0,0,0,0,0,0,1,0
Megasphaera elsdenii,0,1,0,0,3336,8617,54299,10353
Megasphaera lornae,0,0,0,0,9,0,0,0
Megasphaera micronuciformis,0,0,0,0,3,0,0,0
Melaminivora alkalimesophila,0,0,0,0,0,0,3,2
Melissococcus plutonius,0,0,0,0,0,1,0,0
Merdibacter massiliensis,0,0,0,0,992,54,75,73
Merdimmobilis hominis,3,3,3,3,0,2,0,3
Merdimonas faecis,0,0,0,0,94,243,418,182
Metallibacterium scheffleri,0,0,0,0,0,1,0,0
Metapseudomonas resinovorans,0,0,0,0,2,0,0,0
Methylobacillus rhizosphaerae,0,0,0,0,0,0,16,0
Methylovulum miyakonense,0,0,0,0,1,0,0,0
Microbacterium mangrovi,0,0,0,0,8,4,38,11
Micrococcus terreus,0,0,0,0,0,14,0,13
Microlunatus flavus,0,0,0,0,0,0,0,1
Millionella massiliensis,0,0,0,0,2,0,0,0
Mitsuokella multacida,0,0,0,0,4,3,6,3
Moellerella wisconsensis,0,0,0,0,3,1,5,4
Moineauvirus DT1,0,0,0,0,0,0,2,0
Morganella morganii,0,0,0,0,0,0,1,1
Muribaculum intestinale,0,0,0,0,27,83,85,72
Mycobacterium europaeum,0,0,0,0,0,0,22,4
Mycoplasma simbae,0,0,0,0,0,0,1,0
Mycoplasmopsis bovigenitalium,0,0,0,0,0,0,1,0
Mycoplasmopsis californica,0,0,0,0,0,0,1,0
Myroides injenensis,0,0,0,0,1,0,0,0
Myroides phaeus,0,0,0,0,3,0,0,14
Ndongobacter massiliensis,0,0,0,0,6,0,20,4
Negativibacillus massiliensis,0,0,0,0,461,858,50,44
Neglectibacter timonensis,0,0,0,0,0,0,11,9
Neobacillus mesonae,0,0,0,0,1,0,0,0
Neofamilia massiliensis,0,0,0,0,3,13,126,16
Neomicrococcus aestuarii,0,0,0,0,1,0,0,0
Neptuniibacter caesariensis,0,0,0,0,1,0,0,0
Neptunomonas antarctica,0,0,0,0,0,0,4,0
Nissabacter archeti,0,0,0,0,14,15,11,18
Nitratireductor pacificus,0,0,0,0,0,0,1,0
Nitrolancea hollandica,0,0,0,0,19,34,31,13
Nocardia terpenica,0,0,0,0,0,0,0,1
Nochtlivirus mEp235,0,0,0,0,9,0,0,0
Nonomuraea coxensis,0,0,0,0,0,0,0,2
Obesumbacterium proteus,0,0,0,0,55,218,82,121
