"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","healthy_stool_10_1_noerr","healthy_stool_10_10_noerr","healthy_stool_10_100_noerr","healthy_stool_10_50_noerr","healthy_stool_100_1_noerr","healthy_stool_100_10_noerr","healthy_stool_100_100_noerr","healthy_stool_100_50_noerr"
NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Amphibacillus","Amphibacillus jilinensis","Amphibacillus jilinensis",56,0,0,0,0,0,0,1,0
NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Amphibacillus","Amphibacillus xylanus","Amphibacillus xylanus",57,0,0,0,0,0,7,0,27
NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Amylolactobacillus","Amylolactobacillus amylophilus","Amylolactobacillus amylophilus",58,0,0,0,0,7,4,18,2
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobium","Anaerobium acetethylicum","Anaerobium acetethylicum",59,0,0,0,0,2,4,2,5
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum","Anaerobutyricum hallii","Anaerobutyricum hallii",60,2,0,0,8,59452,160639,106948,107788
NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus lactolyticus","Anaerococcus lactolyticus",61,0,0,0,0,6,15,18,54
NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus mediterraneensis","Anaerococcus mediterraneensis",62,0,0,0,0,4,20,58,19
NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus obesiensis","Anaerococcus obesiensis",63,0,0,0,0,48,3,24,95
NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus prevotii","Anaerococcus prevotii",64,0,0,0,0,15,16,70,30
NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus provencensis","Anaerococcus provencensis",65,0,0,0,0,2,75,468,147
NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus tetradius","Anaerococcus tetradius",66,0,0,0,0,11,10,46,34
NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerosphaera","Anaerosphaera aminiphila","Anaerosphaera aminiphila",67,0,0,0,0,2,2,4,1
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes caccae","Anaerostipes caccae",68,0,0,0,0,68,168,114,95
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes hadrus","Anaerostipes hadrus",69,158,344,190,112,63399,145932,63474,90482
NA,"Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum lactatifermentans","Anaerotignum lactatifermentans",70,1570,981,2487,902,341,729,1049,1344
NA,"Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum neopropionicum","Anaerotignum neopropionicum",71,544,1163,813,1193,127,89,49,173
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","Anaerotruncus colihominis","Anaerotruncus colihominis",72,741,963,1359,2573,355,633,1972,888
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","Anaerotruncus rubiinfantis","Anaerotruncus rubiinfantis",73,0,0,0,0,0,22,6,3
NA,"Bacillota","Tissierellia","Tissierellales","Gottschalkiaceae","Andreesenia","Andreesenia angusta","Andreesenia angusta",74,0,0,0,0,617,20,955,51
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Angelakisella","Angelakisella massiliensis","Angelakisella massiliensis",75,338,196,300,251,22,78,157,1414
NA,"Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Aphanizomenon","Aphanizomenon flos-aquae","Aphanizomenon flos-aquae",76,0,0,0,0,2,0,0,0
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,"Aquabacterium","Aquabacterium parvum","Aquabacterium parvum",77,0,0,0,0,0,202,11,1
NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Aquamicrobium","Aquamicrobium aerolatum","Aerobium aerolatum",78,0,0,0,0,0,37,0,0
NA,"Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Asaccharospora","Asaccharospora irregularis","Asaccharospora irregularis",79,0,0,0,0,0,30,0,49
NA,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus clavatus","Aspergillus clavatus",80,0,0,0,0,7,55,7,31
NA,"Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger","Aspergillus niger",81,0,0,0,0,0,1,0,0
NA,"Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","Atopobium deltae","Atopobium deltae",82,0,0,0,0,1,3,3,1
NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Atopococcus","Atopococcus tabaci","Atopococcus tabaci",83,0,0,0,0,0,0,7,2
NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus atrophaeus","Bacillus atrophaeus",84,0,0,0,0,0,0,0,1
NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus coahuilensis","Bacillus coahuilensis",85,0,0,0,0,6,176,7,9
NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus methanolicus","Bacillus methanolicus",86,0,0,0,0,0,0,1,0
NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thermotolerans","Bacillus thermotolerans",87,102,132,276,0,78,0,74,57
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae","Bacteroides caccae",88,0,1,0,0,62751,168841,112404,100754
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides cellulosilyticus","Bacteroides cellulosilyticus",89,686,1069,2051,658,49550,127829,188650,86137
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecichinchillae","Bacteroides faecichinchillae",90,265,453,910,253,742,1778,2123,1380
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fluxus","Bacteroides fluxus",91,8012,12123,24707,7365,922,1732,2208,1822
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","Bacteroides fragilis",92,437,1327,2743,849,50519,130288,155740,74200
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides graminisolvens","Bacteroides graminisolvens",93,0,0,0,0,0,0,2,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ihuae","Bacteroides ihuae",94,47,54,125,40,25,21,14,31
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides luti","Bacteroides luti",95,0,0,0,0,64,12,267,25
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides neonati","Bacteroides neonati",96,0,0,0,0,0,4,2,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides nordii","Bacteroides nordii",97,66,100,170,49,1539,3759,3907,2760
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides ovatus",98,132,186,419,137,116183,303935,245738,190183
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides propionicifaciens","Bacteroides propionicifaciens",99,0,0,0,0,1,0,0,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides reticulotermitis","Bacteroides reticulotermitis",100,0,1,0,0,650,1686,1360,1096
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides salyersiae","Bacteroides salyersiae",101,303,474,922,283,10266,26176,135879,36304
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris","Bacteroides stercoris",102,19,44,60,24,94575,256996,115580,170055
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",103,1784,2954,5424,1613,85266,210397,238840,144554
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","Bacteroides uniformis",104,855641,1287764,1322162,1651894,375187,354896,156660,605276
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Bariatricus","Bariatricus massiliensis","Bariatricus massiliensis",105,4,14,14,22,35,259,1186,293
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis","Barnesiella intestinihominis",106,0,0,0,0,51391,133405,103131,81936
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella viscericola","Barnesiella viscericola",107,0,0,0,0,70,161,167,147
NA,"Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella","Belliella baltica","Belliella baltica",108,0,0,0,0,0,0,2,0
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Bibersteinia","Bibersteinia trehalosi","Bibersteinia trehalosi",109,0,0,0,0,2,0,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium actinocoloniiforme","Bifidobacterium actinocoloniiforme",110,0,0,0,0,0,1,0,1
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","Bifidobacterium adolescentis",111,282491,425068,604280,255031,123411,113634,67387,197559
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium aesculapii","Bifidobacterium aesculapii",112,0,0,0,0,9,22,89,4
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium angulatum","Bifidobacterium angulatum",113,3,2,3,7,5304,13816,56492,19612
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium asteroides","Bifidobacterium asteroides",114,0,0,0,0,0,4,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium biavatii","Bifidobacterium biavatii",115,0,0,0,0,77,79,162,191
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium bifidum","Bifidobacterium bifidum",116,0,0,0,0,15380,40171,57596,24568
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium bombi","Bifidobacterium bombi",117,0,0,0,0,0,4,0,4
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium breve","Bifidobacterium breve",118,0,0,0,0,1103,3214,1796,1872
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium callitrichos","Bifidobacterium callitrichos",119,0,0,0,0,3,30,29,20
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium choerinum","Bifidobacterium choerinum",120,0,1,1,0,6,13,98,26
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium commune","Bifidobacterium commune",121,0,0,0,0,4,0,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium coryneforme","Bifidobacterium coryneforme",122,0,0,0,0,0,0,0,1
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium cuniculi","Bifidobacterium cuniculi",123,0,0,0,0,4,23,39,13
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium","Bifidobacterium dentium",124,0,0,0,0,163,420,1035,526
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium gallicum","Bifidobacterium gallicum",125,0,0,0,1,2,3,18,6
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium lemurum","Bifidobacterium lemurum",126,0,0,0,0,1,1,6,3
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Bifidobacterium longum",127,0,0,0,0,61905,160254,54642,101712
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium magnum","Bifidobacterium magnum",128,0,0,0,0,0,3,6,5
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium minimum","Bifidobacterium minimum",129,0,0,0,0,0,0,0,12
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium mongoliense","Bifidobacterium mongoliense",130,0,0,0,0,0,1,9,5
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudolongum","Bifidobacterium pseudolongum",131,0,0,0,0,76,196,1058,303
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pullorum","Bifidobacterium pullorum",132,0,0,0,1,24,81,50,51
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium reuteri","Bifidobacterium reuteri",133,1,0,0,0,251,4593,798,451
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium saguini","Bifidobacterium saguini",134,0,0,0,0,101,315,222,190
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium scardovii","Bifidobacterium scardovii",135,12,11,12,0,87,243,88,131
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium stellenboschense","Bifidobacterium stellenboschense",136,0,0,0,0,17,25,29,127
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium subtile","Bifidobacterium subtile",137,0,0,0,0,11,25,67,23
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium thermophilum","Bifidobacterium thermophilum",138,0,210,148,0,199,41,1,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium tsurumiense","Bifidobacterium tsurumiense",139,0,0,0,0,6,12,44,12
NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia","Bilophila wadsworthia",140,0,0,0,0,3,11,63,13
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Bittarella (ex Durand et al. 2017)","Bittarella massiliensis (ex Durand et al. 2017)","Bittarella massiliensis (ex Durand et al. 2017)",141,5,4,6,8,5,146,22,202
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hansenii","Blautia hansenii",142,648,145,184,1159,1541,4155,6693,4603
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hydrogenotrophica","Blautia hydrogenotrophica",143,207,366,191,702,173,192,83,203
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia obeum","Blautia obeum",144,1277,2033,1714,2594,76181,234588,190220,127216
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia producta","Blautia producta",145,0,0,0,0,225,484,315,380
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella petrii","Bordetella petrii",146,0,0,0,0,1,0,0,0
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella trematum","Bordetella trematum",147,0,0,0,0,0,0,2,0
NA,"Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis cinerea","Botrytis cinerea",148,0,0,0,0,0,0,0,2
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas","Brachymonas chironomi","Brachymonas chironomi",149,0,0,0,0,0,1,5,1
NA,"Spirochaetota","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira","Brachyspira pilosicoli","Brachyspira pilosicoli",150,0,0,0,0,19,62,18,26
NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Brenneria","Brenneria goodwinii","Brenneria goodwinii",151,0,0,0,0,0,15,0,0
NA,"Actinomycetota","Actinomycetes","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium ravenspurgense","Brevibacterium ravenspurgense",152,0,0,0,0,0,14,0,5
NA,"Uroviricota","Caudoviricetes",NA,"Aliceevansviridae","Brussowvirus","Brussowvirus bvO1205","Brussowvirus bvO1205",153,0,0,0,0,4,4,13,7
