name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Microcystis	1125	genus	0	1	0	0.0
Microcystis aeruginosa	1126	species	4810004	213	117	0.0
Synechococcus	1129	genus	0	13	0	0.0
Synechocystis	1142	genus	0	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	76	48	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	117	76	0.0
Oscillatoriales	1150	order	0	1	0	0.0
Nostocales	1161	order	0	1	0	0.0
Anabaena	1163	genus	0	2	0	0.0
Trichormus azollae	1164	species	5486145	122	80	0.0
Anabaena cylindrica	1165	species	7063285	172	113	0.0
Nostoc	1177	genus	0	1	0	0.0
Calothrix	1186	genus	0	1	0	0.0
Fischerella	1190	genus	0	1	0	0.0
Trichodesmium erythraeum	1206	species	7750108	206	174	0.0
Prochlorococcus marinus	1219	species	1879471	598	387	0.0
Nitrosococcus oceani	1229	species	3522111	80	51	0.0
Nitrosospira multiformis	1231	species	3234309	115	67	0.0
Nitrospira	1234	genus	0	7	0	0.0
Gammaproteobacteria	1236	class	0	2	0	0.0
Piscirickettsia salmonis	1238	species	10317144	155	107	0.0
Leuconostoc	1243	genus	0	20	0	0.0
Leuconostoc gelidum	1244	species	1966103	270	122	0.0
Leuconostoc mesenteroides	1245	species	1966146	258	90	0.0
Leuconostoc lactis	1246	species	1788069	225	61	1.25464e-31
Oenococcus oeni	1247	species	1780517	247	87	0.0
Leuconostoc carnosum	1252	species	1773468	265	96	0.0
Pediococcus acidilactici	1254	species	2131361	121	90	0.0
Pediococcus pentosaceus	1255	species	1817384	244	181	0.0
Finegoldia magna	1260	species	1986740	12286	12010	0.0
Ruminococcus	1263	genus	0	1	0	0.0
Ruminococcus albus	1264	species	4482087	3858	2331	0.0
Micrococcaceae	1268	family	0	7	0	0.0
Micrococcus	1269	genus	0	4	0	0.0
Micrococcus luteus	1270	species	2501097	263	108	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	214	95	0.0
Kytococcus sedentarius	1276	species	2785024	273	137	0.0
Staphylococcus	1279	genus	0	12	0	0.0
Staphylococcus aureus	1280	species	7252422	735	353	1.73831e-28
Staphylococcus carnosus	1281	species	2605765	274	121	0.0
Staphylococcus epidermidis	1282	species	3296362	328	114	1.8779e-26
Staphylococcus haemolyticus	1283	species	2629003	321	173	3.26994e-29
Staphylococcus hyicus	1284	species	2472129	176	96	0.0
Staphylococcus simulans	1286	species	2647552	314	195	0.0
Staphylococcus xylosus	1288	species	8411206	308	198	0.0
Staphylococcus warneri	1292	species	2560716	388	127	1.93542e-27
Staphylococcus schleiferi	1295	species	12494798	368	175	2.92671e-35
Deinococcus	1298	genus	0	20	0	0.0
Deinococcus radiodurans	1299	species	6628921	312	193	0.0
Streptococcus	1301	genus	0	10	0	0.0
Streptococcus gordonii	1302	species	3335036	506	304	6.899e-29
Streptococcus oralis	1303	species	1958690	248	96	6.86115e-29
Streptococcus salivarius	1304	species	3636237	50527	49408	0.0195849
Streptococcus sanguinis	1305	species	2388435	314	136	6.67061e-30
Streptococcus suis	1307	species	2683756	5549	2735	0.000635573
Streptococcus thermophilus	1308	species	3463400	38566	37318	0.0120313
Streptococcus mutans	1309	species	2017559	388	241	0.0
Streptococcus agalactiae	1311	species	5721038	2354	1167	1.35611e-05
Streptococcus pneumoniae	1313	species	2272871	785	295	4.16057e-26
