species,Healthy_stool_100_100_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_50_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_1_noerr,Healthy_stool_10_50_noerr
Propionibacterium freudenreichii,0,0,1,3,0,0,2,1
Propioniciclava sp. HDW11,0,0,0,0,0,1,0,0
Propionimicrobium sp. Marseille-P3275,0,1,0,0,0,0,0,0
Arachnia propionica,1,1,0,0,0,0,0,0
Raineyella sp. CBA3103,0,1,0,0,0,0,0,0
Tessaracoccus flavescens,0,0,1,0,0,0,0,0
Actinoalloteichus hymeniacidonis,1,0,0,0,0,0,0,0
Alloactinosynnema sp. L-07,0,0,0,0,2,0,0,0
Amycolatopsis albispora,1,0,0,0,1,0,0,0
Amycolatopsis methanolica,0,1,1,0,0,0,0,0
Amycolatopsis sp. AA4,1,0,0,0,0,0,0,0
Amycolatopsis sp. BJA-103,0,0,0,0,0,1,0,0
Amycolatopsis sp. Hca4,0,0,0,1,0,0,0,0
Amycolatopsis sp. YIM 10,0,0,0,0,0,1,2,0
Kibdelosporangium phytohabitans,0,1,0,1,0,0,0,0
Lentzea guizhouensis,0,0,0,1,0,0,0,0
Pseudonocardia dioxanivorans,1,0,2,0,0,0,0,0
Pseudonocardia sp. Gen01,1,0,0,0,0,0,0,1
Saccharomonospora azurea,0,0,0,0,1,0,0,0
Saccharomonospora marina,1,0,0,0,0,0,0,0
Saccharopolyspora coralli,0,1,0,0,1,0,1,0
Saccharopolyspora erythraea,0,0,1,0,0,0,0,0
Saccharothrix syringae,1,0,1,0,1,0,0,0
Kitasatospora setae,1,0,0,0,1,0,0,0
Kitasatospora sp. MMS16-BH015,1,0,1,0,2,0,0,2
Kitasatospora sp. NA04385,0,1,0,1,0,0,0,0
Streptacidiphilus bronchialis,0,1,0,1,0,0,0,0
Streptacidiphilus sp. P02-A3a,1,0,0,0,0,0,0,0
Streptomyces albireticuli,1,0,0,0,0,0,0,0
Streptomyces noursei,0,0,0,1,0,0,0,0
Streptomyces albus,0,0,0,0,1,0,0,0
Streptomyces ambofaciens,0,1,0,1,0,0,0,0
Streptomyces antibioticus,0,0,0,1,0,0,0,0
Streptomyces aquilus,1,0,0,0,0,0,0,0
Streptomyces atratus,0,0,0,0,1,0,0,0
Streptomyces bingchenggensis,0,0,0,0,1,0,0,0
Streptomyces cacaoi,0,0,0,0,0,1,0,0
Streptantibioticus cattleyicolor,0,0,0,1,0,0,0,0
Streptomyces cavourensis,0,0,0,0,1,0,0,0
Streptomyces chartreusis,0,0,0,0,0,1,0,0
Streptomyces clavuligerus,0,0,0,0,0,1,0,0
Streptomyces cyaneochromogenes,0,0,0,0,0,1,0,0
Streptomyces dengpaensis,0,0,2,0,3,0,1,0
Streptomyces exfoliatus,1,0,0,0,0,0,0,0
Streptomyces ficellus,0,0,1,0,0,0,0,0
Streptomyces finlayi,1,0,0,0,0,0,0,0
Streptomyces microflavus,0,0,0,0,1,0,0,0
Streptomyces gilvosporeus,0,1,0,0,1,1,1,0
Streptomyces glaucescens,2,0,0,0,1,0,0,0
Streptomyces globisporus,0,0,0,0,0,1,1,0
Streptomyces hawaiiensis,0,0,0,0,0,1,1,0
Streptomyces hygroscopicus,0,0,0,1,0,0,0,0
Streptomyces koyangensis,0,0,0,0,1,0,1,0
Streptomyces lavendulae,0,0,0,0,0,2,2,0
Streptomyces lydicus,0,0,0,0,2,0,4,0
Streptomyces nitrosporeus,1,0,0,0,0,0,0,0
Streptomyces niveus,0,1,0,0,0,0,0,0
Streptomyces olivoreticuli,1,0,0,0,0,0,0,0
Streptomyces paludis,0,0,0,0,1,0,0,0
Streptomyces peucetius,1,0,1,0,0,1,2,0
Streptomyces pratensis,0,0,1,0,0,1,0,0
Streptomyces rimosus,0,1,0,1,0,0,2,0
Streptomyces roseochromogenus,1,0,0,0,0,0,0,0
Streptomyces rubrolavendulae,1,0,0,0,0,0,0,0
Streptomyces rutgersensis,0,0,0,2,0,0,3,0
Streptomyces scabiei,1,0,0,0,0,0,0,0
Streptomyces seoulensis,0,0,0,0,1,0,0,0
Streptomyces sp. 2323.1,0,0,0,1,0,0,0,0
Streptomyces sp. 3214.6,0,0,2,0,1,1,2,2
Streptomyces sp. 769,0,0,0,0,0,0,1,0
Streptomyces sp. ADI95-16,2,0,2,0,0,0,1,0
Streptomyces sp. CB09001,0,0,1,1,0,0,1,0
Streptomyces sp. CCM_MD2014,0,0,0,0,0,0,0,1
Streptomyces sp. CdTB01,0,1,0,0,1,0,0,0
Streptomyces sp. jing01,1,0,0,0,0,0,0,0
Streptomyces sp. M2,0,0,1,0,0,1,3,1
Streptomyces sp. M56,0,0,0,1,0,0,0,0
Streptomyces sp. Mg1,0,1,0,0,0,1,0,0
Streptomyces sp. NA00687,1,0,0,0,0,0,0,0
Streptomyces sp. NA02950,1,0,0,0,0,0,0,0
Streptomyces sp. NA04227,1,0,0,1,1,1,0,0
Streptomyces sp. NHF165,0,0,0,0,1,1,0,0
Streptomyces sp. QHH-9511,0,1,0,0,0,0,0,0
Streptomyces sp. QMT-28,0,0,0,1,0,0,0,0
Streptomyces sp. Rer75,0,0,0,0,0,1,0,0
Streptomyces sp. RLB1-33,0,0,0,0,0,1,0,0
Streptomyces sp. RPA4-2,1,0,0,0,1,0,1,1
Streptomyces sp. SAT1,0,0,0,0,1,0,0,0
Streptomyces sp. SirexAA-E,0,0,0,1,0,0,0,0
Streptomyces sp. T44,0,1,0,0,0,0,0,0
Streptomyces sp. Tu 2975,0,1,0,0,0,0,0,0
Streptomyces sp. Tue 6075,0,0,1,0,0,0,0,0
Streptomyces sp. WAC 01529,0,0,0,0,0,0,1,0
Streptomyces sp. Z423-1,1,0,0,0,0,0,0,0
Streptomyces spongiicola,0,0,0,0,1,0,0,0
Streptomyces tendae,1,0,0,0,0,0,0,0
Streptomyces tirandamycinicus,0,1,0,0,0,1,0,0
Streptomyces tsukubensis,0,0,0,0,0,0,1,1
Streptomyces venezuelae,1,0,1,0,1,0,1,0
Nocardiopsis dassonvillei,0,0,2,1,1,0,0,0
Nocardiopsis gilva,1,0,0,0,0,0,0,0
Nonomuraea sp. ATCC 55076,0,1,0,0,0,0,0,0
Nonomuraea sp. WYY166,0,1,0,0,0,0,0,0
Streptosporangium sp. caverna,0,0,0,1,0,0,0,0
Actinomadura amylolytica,0,0,0,1,0,0,0,0
Actinomadura sp. NAK00032,0,1,0,0,1,0,1,0
Actinomadura sp. WMMB 499,0,0,1,0,1,0,0,0
Thermomonospora curvata,1,0,0,0,0,0,0,0
Lancefieldella parvula,2,0,3,3,0,0,1,0
Libanicoccus massiliensis,4,5,10,5,7,10,12,6
Olsenella sp. GAM18,5,2,3,7,7,4,4,4
Olsenella sp. oral taxon 807,0,2,0,0,1,0,0,0
Olsenella uli,0,1,0,2,0,0,0,0
Olsenella umbonata,7,3,1,2,0,1,1,2
Parolsenella catena,3,2,3,5,7,7,6,2
Collinsella aerofaciens,607,999,1080,1757,5988,3860,2555,2317
Coriobacterium glomerans,0,1,0,0,1,0,1,1
Adlercreutzia equolifaciens,766,228,97,331,5,2,5,3
Adlercreutzia sp. 8CFCBH1,2,0,1,1,0,0,0,0
Arabia massiliensis,7,5,2,4,1,0,0,1
Cryptobacterium curtum,3,1,0,1,0,0,0,0
Denitrobacterium detoxificans,7,4,1,4,1,4,1,1
Eggerthella lenta,884,141,54,195,1,2,2,4
Eggerthella sp. YY7918,11,2,2,1,7,3,5,3
Gordonibacter pamelaeae,794,110,45,166,42,20,18,18
Gordonibacter urolithinfaciens,85,10,5,13,6,6,2,4
Phoenicibacter congonensis,5,2,1,3,0,3,0,0
Slackia heliotrinireducens,12,6,9,10,4,7,2,3
Egibacter rhizosphaerae,0,1,0,0,1,1,0,0
Rubrobacter sp. SCSIO 52909,1,0,0,0,0,0,0,0
Rubrobacter sp. SCSIO 52915,0,0,0,0,0,1,0,1
Rubrobacter xylanophilus,0,1,0,0,0,0,0,0
Conexibacter woesei,0,0,0,0,1,1,0,0
Thermocrinis albus,0,0,2,2,1,0,3,1
Thermocrinis minervae,0,0,0,1,0,0,0,0
Persephonella marina,0,1,1,0,0,0,0,0
Desulfurobacterium thermolithotrophum,0,0,0,1,0,0,0,0
Chthonomonas calidirosea,1,1,1,0,0,0,1,1
Fimbriimonas ginsengisoli,0,1,0,0,0,0,0,0
Bacteroides caccae,1264,1662,700,1042,13,19,39,27
Bacteroides caecimuris,204,119,70,102,28,26,28,33
Bacteroides cellulosilyticus,1783,1335,552,839,22,34,56,32
Bacteroides coprosuis,12,5,10,5,2,7,11,6
Bacteroides fragilis,1955,1580,728,1102,259,226,223,268
Bacteroides helcogenes,128,145,93,123,38,43,50,51
Prevotella heparinolytica,71,84,58,75,18,35,56,27
Bacteroides intestinalis,1489,586,290,761,86,105,97,102
Bacteroides ovatus,2257,2855,1135,1783,61,66,78,74
Bacteroides sp. A1C1,141,262,242,356,721,680,492,863
Bacteroides sp. CACC 737,83,199,210,344,653,600,426,765
Bacteroides sp. CBA7301,154,108,78,86,13,27,35,34
Bacteroides sp. HF-5287,913,304,171,393,59,52,49,59
Bacteroides thetaiotaomicron,2733,2294,1088,1671,90,160,265,139
Bacteroides uniformis,843,1990,2126,3275,7137,7057,4591,9026
Bacteroides xylanisolvens,835,545,232,355,30,28,24,33
Bacteroides zoogleoformans,51,57,65,55,20,34,44,32
Barnesiella viscericola,51,70,67,51,33,22,36,16
Dysgonomonas sp. HDW5A,2,3,0,0,0,0,0,0
Dysgonomonas sp. HDW5B,0,1,3,4,1,1,4,1
Fermentimonas caenicola,6,2,5,2,1,1,3,4
Petrimonas mucosa,10,2,8,10,3,5,13,9
Proteiniphilum saccharofermentans,3,5,15,5,3,8,14,6
Duncaniella dubosii,9,8,21,10,7,5,11,9
Muribaculum intestinale,8,6,19,9,1,3,18,8
Muribaculum sp. TLL-A4,4,9,20,2,4,11,14,7
Butyricimonas faecalis,27,30,77,32,33,41,71,50
Odoribacter splanchnicus,1250,824,328,520,13,17,19,16
Paludibacter propionicigenes,8,5,9,4,2,3,2,1
Porphyromonas asaccharolytica,9,1,6,2,4,1,7,4
Porphyromonas cangingivalis,0,3,14,5,2,7,13,5
Porphyromonas crevioricanis,4,3,9,5,1,4,9,3
Porphyromonas gingivalis,10,14,12,12,8,7,11,5
Alloprevotella sp. E39,4,3,28,12,6,16,38,10
Paraprevotella xylaniphila,1161,272,170,363,96,79,98,84
Prevotella dentalis,44,51,306,57,84,154,298,148
Prevotella denticola,41,30,238,47,52,93,193,97
Hoylesella enoeca,33,23,101,37,23,66,122,53
Prevotella fusca,48,38,246,50,49,124,262,131
Prevotella intermedia,349,108,357,166,87,188,342,153
Prevotella jejuni,60,26,98,42,17,55,118,39
Prevotella melaninogenica,71,44,413,82,84,199,404,178
Segatella oris,42,36,367,58,74,176,361,178
Xylanibacter ruminicola,30,73,637,103,132,285,639,300
Prevotella scopos,41,21,96,33,26,57,104,41
Prevotella sp. oral taxon 299,30,9,77,30,12,36,72,32
Alistipes communis,41,62,54,95,256,165,104,103
Alistipes dispar,31,41,43,68,201,112,87,70
Alistipes finegoldii,808,940,398,600,248,170,110,91
Alistipes indistinctus,21,15,11,9,26,20,15,12
Alistipes megaguti,24,29,32,35,111,86,52,48
Alistipes onderdonkii,64,74,58,103,172,113,92,65
Alistipes shahii,1002,365,170,523,213,131,96,78
Alistipes sp. dk3624,6,8,13,18,42,27,21,25
Mucinivorans hirudinis,2,5,9,6,7,8,13,12
Parabacteroides distasonis,1171,1910,749,1222,91,96,98,96
Parabacteroides sp. CT06,13,25,23,18,12,12,10,7
Tannerella forsythia,19,10,10,10,3,2,10,2
Tannerella serpentiformis,4,9,11,4,6,4,16,12
Tenuifilum thalassicum,3,1,0,0,0,4,1,0
Labilibaculum antarcticum,4,1,5,3,2,3,5,0
Alkalitalea saponilacus,3,3,7,2,0,0,0,1
Draconibacterium orientale,2,1,4,3,0,2,2,0
Draconibacterium sp. M1,3,0,5,2,2,1,2,1
Salinivirga cyanobacteriivorans,1,5,3,1,2,1,2,2
Arachidicoccus ginsenosidivorans,1,0,2,1,2,1,2,1
Arachidicoccus sp. B3-10,1,0,1,1,1,0,1,0
Arachidicoccus sp. BS20,0,1,5,1,0,0,3,2
Arachidicoccus sp. KIS59-12,2,1,2,2,1,1,2,2
Chitinophaga caeni,1,0,2,0,0,2,1,1
Chitinophaga pinensis,3,1,8,4,5,5,9,7
Chitinophaga sp. 1303,0,0,0,1,0,0,0,0
Chitinophaga sp. H33E-04,1,2,5,2,4,1,3,2
Chitinophaga sp. MD30,2,0,3,0,1,1,5,2
Chitinophaga sp. XS-30,1,2,1,0,0,2,2,1
Filimonas lacunae,0,1,0,0,1,2,0,1
Flavihumibacter sp. SB-02,0,2,1,0,1,1,3,2
Flavisolibacter ginsenosidimutans,2,1,1,0,2,1,5,0
Flavisolibacter sp. 17J28-1,1,0,1,0,1,0,0,0
Flavisolibacter tropicus,0,1,2,0,1,0,2,0
Lacibacter sp. S13-6-6,1,1,2,0,0,0,2,1
Niabella ginsenosidivorans,3,1,0,1,0,1,2,1
Niastella koreensis,4,1,1,0,0,2,4,1
Panacibacter ginsenosidivorans,1,1,4,1,1,2,4,1
Paraflavitalea soli,1,4,5,2,1,0,4,1
Pseudobacter ginsenosidimutans,1,1,6,0,3,2,7,3
Candidatus Amoebophilus asiaticus,1,1,0,0,1,1,0,0
Cardinium endosymbiont of Sogatella furcifera,0,0,2,0,0,0,0,4
Bernardetia litoralis,0,1,0,0,0,0,0,0
Algoriphagus machipongonensis,0,1,0,0,1,1,1,1
Algoriphagus sanaruensis,1,0,0,0,0,0,0,1
Aquiflexum balticum,0,3,3,2,1,2,4,0
Belliella baltica,1,1,0,0,0,0,0,0
Cyclobacterium amurskyense,1,0,0,0,0,0,0,0
Cyclobacterium marinum,1,0,0,0,0,0,0,0
Echinicola rosea,0,1,6,1,0,0,7,1
Echinicola sp. LN3S3,1,1,5,1,2,3,1,1
Echinicola strongylocentroti,1,0,2,2,1,4,4,0
Echinicola vietnamensis,1,0,1,1,0,2,0,2
Allopseudarcicella aquatilis,1,1,1,0,0,0,0,0
Arcticibacterium luteifluviistationis,1,0,0,0,0,0,3,0
Cytophaga hutchinsonii,1,1,1,1,0,0,0,0
Dyadobacter fermentans,1,1,1,1,1,0,0,1
Fibrella aestuarina,1,1,4,1,2,2,4,1
Fibrella sp. ES10-3-2-2,1,2,5,0,0,1,1,1
Leadbetterella byssophila,1,2,5,1,0,2,2,2
Rhodocytophaga sp. 172606-1,0,2,1,3,0,2,4,1
Runella slithyformis,0,1,0,0,0,0,2,0
Runella sp. HYN0085,1,0,3,1,3,0,2,0
Runella sp. SP2,0,0,1,0,0,0,0,0
Spirosoma aerolatum,0,1,1,0,0,0,2,1
Spirosoma montaniterrae,1,2,2,1,0,0,4,2
Spirosoma pollinicola,0,1,7,4,0,3,4,1
Spirosoma radiotolerans,0,2,2,1,0,0,2,0
Spirosoma rigui,0,1,1,1,0,2,4,1
Spirosoma sp. BT328,3,1,0,0,1,0,0,0
Spirosoma sp. CJU-R4,1,0,0,0,2,2,2,0
Spirosoma sp. I-24,0,0,2,0,0,2,3,1
Spirosoma sp. KCTC 42546,1,2,3,1,3,1,4,3
Spirosoma sp. KUDC1026,0,1,4,1,1,1,9,1
Spirosoma sp. PL0136,0,1,0,2,0,0,0,0
Spirosoma sp. TS118,2,1,2,0,1,3,4,2
Flammeovirga pectinis,2,1,0,0,0,0,0,0
Flammeovirga sp. MY04,2,2,1,1,0,0,0,0
Chryseolinea soli,1,0,0,2,3,2,0,2
Adhaeribacter sp. KUDC8001,1,1,6,1,0,1,1,2
Adhaeribacter swui,0,1,1,0,2,2,3,3
Hymenobacter jejuensis,0,1,1,1,3,3,3,3
Hymenobacter nivis,0,0,2,2,1,0,1,0
Hymenobacter oligotrophus,0,0,3,1,4,3,4,1
Hymenobacter sedentarius,1,1,5,1,2,0,5,3
Hymenobacter sp. 17J36-26,2,0,0,0,0,0,0,0
Hymenobacter sp. APR13,0,0,4,2,0,2,5,2
Hymenobacter sp. BRD128,0,1,2,0,1,0,0,0
Hymenobacter sp. BRD67,0,0,0,0,1,0,0,0
Hymenobacter sp. BRD72,0,0,3,0,1,0,1,0
Hymenobacter sp. BT18,1,0,3,1,2,2,4,1
Hymenobacter sp. BT182,1,0,0,0,1,1,0,0
Hymenobacter sp. DG01,1,1,1,1,0,2,0,1
Hymenobacter sp. DG25A,0,2,3,0,0,0,0,0
Hymenobacter sp. DG25B,0,0,0,2,0,0,0,0
Hymenobacter sp. NBH84,0,0,0,1,0,0,0,1
Hymenobacter sp. PAMC 26554,2,2,5,0,0,1,6,1
Hymenobacter sp. PAMC 26628,0,2,0,1,1,0,0,1
Hymenobacter sp. TS19,0,2,4,0,0,1,6,0
Hymenobacter swuensis,3,0,0,1,0,0,0,0
Nibribacter sp. BT10,0,1,2,2,0,2,1,0
Pontibacter actiniarum,1,1,4,4,0,0,0,2
Pontibacter akesuensis,4,1,2,0,1,1,2,1
Pontibacter korlensis,2,1,5,3,1,3,5,2
Pontibacter pudoricolor,0,1,3,1,0,1,4,1
Pontibacter russatus,1,0,2,1,3,0,2,1
Pontibacter sp. SGAir0037,1,1,2,0,1,1,2,2
Rufibacter sp. DG15C,0,0,7,1,0,4,4,1
Rufibacter sp. DG31D,0,0,1,1,0,1,1,0
Rufibacter tibetensis,1,0,2,1,0,1,1,2
Marivirga tractuosa,1,1,1,1,0,0,0,0
Roseivirga pacifica,0,1,0,0,0,0,1,0
Blattabacterium sp. (Blatta orientalis),0,0,0,0,0,0,0,1
Fluviicola taffensis,2,0,2,1,3,0,0,0
Owenweeksia hongkongensis,0,1,0,1,0,0,0,0
Aequorivita sp. H23M31,0,1,3,0,0,2,1,1
Aequorivita sublithincola,0,0,0,0,0,0,2,1
Algibacter alginicilyticus,1,0,0,0,0,0,0,0
Algibacter sp. L1A34,0,1,1,0,0,1,1,0
Antarcticibacterium flavum,0,0,2,0,0,1,0,0
Antarcticibacterium sp. PAMC 28998,1,0,2,0,1,5,1,2
Aquimarina sp. AD1,0,2,4,1,1,1,4,1
Aquimarina sp. BL5,1,0,0,0,0,0,0,0
Aquimarina sp. TRL1,0,1,3,0,0,1,5,0
Arenibacter algicola,2,0,0,1,0,1,2,0
Aureitalea sp. RR4-38,0,0,1,0,0,0,0,0
Capnocytophaga canimorsus,2,0,4,2,0,3,1,1
Capnocytophaga cynodegmi,1,0,1,3,2,0,0,0
Capnocytophaga endodontalis,0,0,0,3,0,0,0,0
Capnocytophaga gingivalis,0,1,2,0,2,0,3,3
Capnocytophaga haemolytica,1,0,6,2,0,3,9,1
Capnocytophaga leadbetteri,0,0,1,0,0,0,0,0
Capnocytophaga ochracea,0,1,2,1,0,2,1,1
Capnocytophaga sp. FDAARGOS_737,0,0,1,0,0,0,0,0
Capnocytophaga sp. H2931,0,0,0,1,1,1,0,0
Capnocytophaga sp. oral taxon 878,1,0,0,2,0,0,0,0
Capnocytophaga sp. oral taxon 902,0,1,0,0,0,0,0,0
Capnocytophaga sputigena,3,2,0,0,0,0,0,0
Capnocytophaga stomatis,0,0,3,2,0,1,2,1
Cellulophaga algicola,0,0,0,0,0,1,0,0
Cellulophaga baltica,0,0,0,0,1,0,0,0
Cellulophaga lytica,0,1,1,0,0,1,0,0
Cellulophaga sp. L1A9,3,1,1,0,0,0,0,0
Costertonia aggregata,0,1,1,1,0,1,2,1
Croceibacter atlanticus,1,0,0,1,1,2,2,2
Dokdonia donghaensis,0,0,2,1,0,1,0,0
Dokdonia sp. 4H-3-7-5,0,0,1,1,3,2,0,1
Dokdonia sp. MED134,0,0,0,0,0,1,1,0
Dokdonia sp. PRO95,0,1,0,0,0,0,0,0
Euzebyella marina,1,1,3,1,0,1,6,2
Flagellimonas maritima,0,0,2,0,0,0,2,1
Flavivirga eckloniae,1,1,2,0,0,0,0,0
Flavobacterium album,1,2,2,1,0,2,0,0
Flavobacterium alkalisoli,0,0,1,0,0,1,0,0
Flavobacterium anhuiense,1,2,2,3,2,0,2,1
Flavobacterium arcticum,0,0,2,1,0,0,3,1
Flavobacterium branchiophilum,0,0,0,0,0,1,0,0
Flavobacterium columnare,1,0,4,1,1,0,1,0
Flavobacterium commune,3,2,2,2,1,0,1,0
Flavobacterium crassostreae,1,0,0,0,0,0,0,0
Flavobacterium crocinum,2,2,2,1,0,0,0,0
Flavobacterium faecale,0,0,2,0,0,1,2,0
Flavobacterium gilvum,1,2,0,0,0,0,0,0
Flavobacterium haoranii,1,1,1,1,0,0,0,0
Flavobacterium indicum,0,1,1,1,1,0,4,0
Flavobacterium johnsoniae,1,2,8,1,0,1,6,2
Flavobacterium kingsejongi,2,2,0,1,1,0,0,1
Flavobacterium magnum,2,0,3,3,2,0,2,1
Flavobacterium nackdongense,0,0,3,0,0,0,1,0
Flavobacterium nitrogenifigens,1,0,2,0,0,0,1,2
Flavobacterium pallidum,2,0,0,0,0,1,3,2
Flavobacterium psychrophilum,2,0,0,0,0,0,0,0
Flavobacterium sangjuense,0,0,2,0,0,1,0,3
Flavobacterium sediminis,4,1,1,1,1,0,3,2
Flavobacterium sp. 140616W15,2,3,0,0,1,1,0,1
Flavobacterium sp. CJ74,0,2,3,1,2,0,1,2
Flavobacterium sp. HYN0086,1,2,0,0,0,0,0,0
Flavobacterium sp. I3-2,0,0,1,0,0,0,0,0
Flavobacterium sp. KBS0721,0,1,5,1,1,2,2,1
Flavobacterium sp. LPB0248,0,0,3,1,0,0,4,2
Flavobacterium sp. M31R6,0,1,0,2,0,0,0,0
Flavobacterium sp. P2-65,2,0,1,1,1,0,3,1
Flavobacterium sp. Sr18,0,0,0,0,0,0,1,0
Flavobacterium sp. xlx-214,1,0,0,0,0,1,1,0
Formosa agariphila,1,1,1,0,0,0,0,0
Formosa sediminum,0,2,0,0,0,0,0,0
Formosa sp. Hel1_31_208,2,0,1,0,0,0,0,0
Formosa sp. Hel1_33_131,0,0,0,2,0,0,0,0
Formosa sp. Hel3_A1_48,0,0,1,1,0,0,0,0
Formosa sp. L2A11,1,0,1,1,0,0,1,0
Galbibacter sp. BG1,1,1,0,0,0,0,0,0
Gilvibacter sp. SZ-19,0,1,0,0,1,1,1,2
Christiangramia echinicola,2,0,0,0,0,1,0,0
Christiangramia flava,0,0,2,0,0,0,0,1
Christiangramia forsetii,0,0,0,0,0,0,0,1
Gramella fulva,0,0,0,0,0,0,3,1
Gramella salexigens,0,0,3,1,0,0,1,1
Gramella sp. MAR_2010_147,1,0,0,0,0,0,0,0
Kordia antarctica,0,1,1,0,0,0,0,0
Kordia sp. SMS9,4,1,4,0,2,6,8,1
Lacinutrix sp. 5H-3-7-4,0,1,0,0,0,0,1,2
Leeuwenhoekiella sp. ZYFB001,0,1,0,0,0,1,1,0
Lutibacter profundi,0,1,0,0,0,0,0,0
Maribacter cobaltidurans,0,2,2,0,0,1,3,1
Maribacter sp. 1_2014MBL_MicDiv,0,0,0,1,0,0,0,0
Maribacter sp. HTCC2170,0,1,0,2,0,0,0,0
Maribacter sp. MJ134,0,0,1,1,0,2,5,2
Maribacter sp. T28,2,1,0,0,0,0,0,0
Mariniflexile sp. TRM1-10,4,1,1,0,2,1,1,1
Muricauda lutaonensis,1,0,0,0,0,0,0,0
Flagellimonas ruestringensis,0,0,1,0,0,2,2,0
Muricauda sp. 501str8,0,1,0,0,0,1,1,0
Muriicola sp. MMS17-SY002,0,1,0,0,1,0,0,0
Myroides odoratus,1,1,0,0,0,0,0,0
Myroides phaeus,3,1,0,1,0,0,0,0
Myroides sp. CJ210,0,0,0,1,0,0,0,0
Nonlabens dokdonensis,0,1,2,0,2,0,3,0
Nonlabens marinus,0,0,0,0,1,1,0,0
Nonlabens sediminis,0,0,3,0,0,0,1,0
Nonlabens sp. Ci31,0,1,1,0,0,0,3,0
Nonlabens sp. Hel1_33_55,0,1,2,0,0,0,0,0
Nonlabens sp. MJ115,0,1,2,2,0,0,1,1
Nonlabens spongiae,0,0,2,0,0,0,0,1
Oceanihabitans sp. IOP_32,0,1,0,0,1,0,0,0
Olleya aquimaris,0,1,0,0,0,0,0,0
Olleya sp. Bg11-27,0,1,1,0,0,1,1,0
Polaribacter reichenbachii,1,1,0,0,0,0,0,0
Polaribacter sp. ALD11,0,1,0,0,0,0,0,0
Polaribacter sp. BM10,0,1,0,0,0,0,0,0
Polaribacter sp. Hel1_33_78,2,0,0,0,0,0,0,0
Polaribacter sp. KT25b,1,0,3,1,0,0,2,0
Polaribacter sp. L3A8,1,0,0,1,1,1,0,1
Polaribacter sp. SA4-10,0,2,0,1,0,0,0,0
Polaribacter sp. SA4-12,0,1,1,1,0,0,1,1
Polaribacter vadi,0,0,0,0,0,0,1,0
Psychroflexus torquis,1,0,0,0,1,3,8,2
Psychroserpens sp. NJDZ02,1,1,0,0,0,0,0,0
Robiginitalea biformata,1,0,3,0,1,4,2,2
Salegentibacter salegens,1,0,3,1,0,1,1,0
Salegentibacter sp. T436,0,1,0,0,0,0,0,0
Sediminicola sp. YIK13,1,0,1,0,0,0,2,0
Seonamhaeicola sp. S2-3,2,3,1,2,0,2,2,0
Siansivirga zeaxanthinifaciens,1,2,1,0,0,0,0,0
Tamlana sp. UJ94,0,0,4,0,1,1,3,1
Tenacibaculum dicentrarchi,0,0,0,2,0,0,0,0
Tenacibaculum jejuense,1,0,1,2,1,1,2,1
Tenacibaculum maritimum,4,1,0,1,0,0,0,0
Tenacibaculum mesophilum,1,0,0,0,0,0,0,0
Tenacibaculum sp. DSM 106434,0,0,0,1,0,0,0,0
Tenacibaculum sp. SZ-18,1,1,1,1,0,1,2,0
Tenacibaculum todarodis,0,0,1,0,0,0,0,0
Urechidicola croceus,0,1,0,1,0,0,0,0
Wenyingzhuangia fucanilytica,1,0,2,1,0,1,4,2
Winogradskyella sediminis,1,0,0,1,0,0,0,0
Winogradskyella sp. J14-2,1,0,0,1,0,0,0,0
Winogradskyella sp. PG-2,2,0,0,0,0,0,0,0
Winogradskyella sp. SW133,1,1,0,1,0,0,0,1
Winogradskyella sp. Z215,1,1,0,0,0,0,0,0
Winogradskyella sp. Z354,2,0,3,2,0,0,1,1
Zobellia galactanivorans,1,1,0,0,0,0,0,1
Zunongwangia profunda,1,0,2,0,2,3,7,1
Apibacter raozihei,1,0,0,0,0,0,0,0
Apibacter sp. B2966,0,0,0,1,0,0,0,0
Apibacter sp. B3706,0,1,0,1,0,0,0,0
Bergeyella cardium,0,0,3,0,1,1,2,2
Chryseobacterium antarcticum,1,1,0,0,0,0,0,0
Chryseobacterium aureum,0,1,0,1,0,2,3,0
Chryseobacterium balustinum,0,1,1,1,0,0,0,0
Chryseobacterium bernardetii,0,3,1,1,0,0,0,0
Chryseobacterium camelliae,0,0,3,0,1,2,5,2
Chryseobacterium carnipullorum,0,1,5,0,2,4,5,0
Chryseobacterium carnis,1,0,0,0,0,0,0,0
Chryseobacterium gallinarum,3,2,0,1,0,0,1,0
Chryseobacterium glaciei,1,1,0,1,0,0,0,0
Chryseobacterium gleum,2,0,3,1,0,1,1,2
Kaistella haifensis,0,2,1,2,0,0,1,1
Chryseobacterium indologenes,0,0,2,1,1,2,1,0
Chryseobacterium indoltheticum,1,2,4,4,1,2,6,2
Chryseobacterium jeonii,1,1,0,0,0,0,0,0
Chryseobacterium joostei,1,2,5,1,1,0,2,1
Chryseobacterium lactis,0,0,0,1,0,1,1,0
Chryseobacterium nakagawai,1,0,4,0,0,2,4,2
Chryseobacterium piperi,0,1,0,0,1,0,1,0
Chryseobacterium shandongense,1,0,1,0,2,0,2,0
Chryseobacterium sp.,2,1,1,0,0,1,3,0
