species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Paenibacillus crassostreae,10,2,5,5,0,0,0,0
Paenibacillus donghaensis,14,15,43,10,6,14,25,15
Paenibacillus durus,7,15,6,17,3,2,2,1
Paenibacillus glucanolyticus,2,2,5,4,1,1,2,1
Paenibacillus graminis,6,10,21,9,2,6,22,9
Paenibacillus guangzhouensis,14,16,9,14,6,6,4,9
Paenibacillus ihbetae,9,7,20,6,9,13,10,14
Paenibacillus jilunlii,2,3,0,2,1,1,2,1
Paenibacillus kribbensis,5,5,0,4,4,1,4,3
Paenibacillus larvae,10,14,7,12,5,4,0,4
Paenibacillus lautus,7,14,4,6,0,0,0,0
Paenibacillus lentus,5,27,5,14,6,5,2,4
Paenibacillus lutimineralis,5,7,1,10,2,1,1,0
Paenibacillus mucilaginosus,6,15,3,10,12,4,3,4
Paenibacillus naphthalenovorans,6,9,13,8,12,10,11,12
Paenibacillus odorifer,7,11,40,13,4,18,35,16
Paenibacillus peoriae,1,1,0,0,0,0,0,0
Paenibacillus physcomitrellae,9,16,6,6,0,0,0,0
Paenibacillus polymyxa,17,23,45,25,10,23,43,16
Paenibacillus protaetiae,4,9,7,6,3,2,2,3
Paenibacillus psychroresistens,6,8,14,5,8,10,26,11
Paenibacillus riograndensis,15,7,29,12,11,11,21,21
Paenibacillus sabinae,1,7,4,7,3,6,3,6
Paenibacillus sp. 12200R-189,3,4,6,7,4,5,1,1
Paenibacillus sp. 14171R-81,7,7,3,5,0,3,1,2
Paenibacillus sp. 32O-W,7,8,8,8,0,1,0,0
Paenibacillus sp. 37,5,9,4,3,1,2,3,2
Paenibacillus sp. B01,10,6,5,7,0,0,0,0
Paenibacillus sp. BIHB4019,8,12,5,6,0,0,0,0
Paenibacillus sp. CAA11,9,12,8,6,1,2,3,5
Paenibacillus sp. Cedars,1,3,1,3,0,0,0,0
Paenibacillus sp. DCT19,8,14,4,9,0,1,0,1
Paenibacillus sp. E222,6,12,3,10,0,0,0,0
Paenibacillus sp. FSL H7-0357,10,8,6,3,9,1,1,2
Paenibacillus sp. FSL H7-0737,5,3,4,2,0,0,0,0
Paenibacillus sp. FSL P4-0081,3,10,5,6,0,0,0,0
Paenibacillus sp. FSL R5-0345,8,11,5,6,0,0,0,0
Paenibacillus sp. FSL R5-0912,5,6,3,5,0,0,0,1
Paenibacillus sp. FSL R7-0273,11,7,5,9,7,4,2,5
Paenibacillus sp. FSL R7-0331,10,9,10,8,0,0,0,0
Paenibacillus sp. HB172198,8,5,2,8,8,7,3,7
Paenibacillus sp. IHB B 3084,2,4,27,8,7,6,13,7
Paenibacillus sp. IHBB 10380,10,7,2,8,3,2,1,0
Paenibacillus sp. JDR-2,5,15,10,11,3,4,12,11
Paenibacillus sp. RUD330,4,7,4,0,0,0,0,0
Paenibacillus sp. UniB2,3,4,2,2,3,0,1,0
Paenibacillus sp. URB8-2,9,11,4,6,4,1,2,3
Paenibacillus sp. Y412MC10,1,8,2,4,2,0,2,1
Paenibacillus stellifer,6,14,7,4,0,4,2,0
Paenibacillus swuensis,3,1,1,0,4,0,1,1
Paenibacillus terrae,2,5,0,2,0,0,0,0
Paenibacillus thiaminolyticus,8,13,4,4,0,0,0,0
Paenibacillus xylanexedens,10,6,11,4,1,3,9,4
Paenibacillus xylanilyticus,7,15,14,7,2,9,15,5
Paenibacillus yonginensis,9,9,2,7,5,4,2,5
Saccharibacillus brassicae,7,18,3,13,12,5,0,4
Thermobacillus composti,4,5,2,7,5,1,3,2
Jeotgalibacillus malaysiensis,11,13,18,16,17,15,13,14
Kurthia sp. 11kri321,9,5,0,6,3,4,0,3
Kurthia zopfii,6,3,2,4,0,0,0,0
Paenisporosarcina antarctica,4,6,3,5,1,0,0,1
Paenisporosarcina sp. K2R23-3,3,3,5,1,0,0,0,0
Planococcus antarcticus,7,8,1,3,0,0,0,0
Planococcus dechangensis,2,4,1,1,0,0,0,0
Planococcus donghaensis,0,1,0,0,0,0,0,0
Planococcus faecalis,2,1,15,1,2,6,14,6
Planococcus halocryophilus,2,8,4,4,3,0,1,1
Planococcus kocurii,2,0,0,2,0,0,0,0
Planococcus maritimus,2,5,1,2,0,0,0,0
Planococcus plakortidis,0,0,0,2,0,0,0,0
Planococcus rifietoensis,0,7,3,0,0,0,0,0
Planococcus sp. MB-3u-03,4,5,3,5,5,1,3,7
Planococcus sp. PAMC 21323,2,2,15,5,1,3,11,7
Planococcus sp. Y42,7,3,20,12,5,14,19,16
Planococcus versutus,5,5,6,3,1,3,1,3
Planococcus glaciei,4,13,18,8,11,12,22,13
Rummeliibacillus stabekisii,5,1,13,4,8,5,14,5
Solibacillus silvestris,14,7,3,6,4,3,1,4
Solibacillus sp. R5-41,3,3,1,3,3,2,1,1
Sporosarcina pasteurii,2,5,3,0,0,0,0,0
Sporosarcina psychrophila,5,5,1,3,0,0,0,0
Sporosarcina sp. P33,1,0,0,0,0,0,0,0
Sporosarcina sp. P37,1,2,0,1,0,0,0,0
Sporosarcina sp. PTS2304,6,5,2,5,6,0,2,4
Sporosarcina ureae,21,23,8,10,4,2,1,4
Sporosarcina ureilytica,4,5,0,1,0,0,0,0
Ureibacillus thermosphaericus,9,7,4,8,0,0,0,0
Sporolactobacillus terrae,3,11,4,12,8,4,6,9
Auricoccus indicus,2,5,4,2,0,0,0,0
Jeotgalicoccus saudimassiliensis,6,7,1,7,3,3,1,2
Macrococcus canis,11,6,2,8,9,7,3,5
Macrococcoides caseolyticum,4,5,2,4,0,0,0,0
Macrococcus sp. IME1552,5,8,1,6,1,5,1,7
Salinicoccus halodurans,3,4,3,7,12,6,6,8
Staphylococcus agnetis,7,2,0,4,0,0,0,0
Staphylococcus arlettae,6,3,1,3,0,0,0,0
Staphylococcus aureus,10,11,2,9,0,0,0,0
Staphylococcus auricularis,4,4,3,3,1,0,2,0
Staphylococcus capitis,8,5,2,6,1,5,1,4
Staphylococcus caprae,6,6,3,5,1,0,1,2
Staphylococcus carnosus,2,6,1,4,5,5,5,7
Staphylococcus chromogenes,2,2,1,0,4,0,2,0
Staphylococcus cohnii,7,6,2,6,1,0,0,7
Staphylococcus condimenti,7,4,1,5,0,0,0,0
Staphylococcus delphini,2,3,1,3,3,2,2,0
Staphylococcus epidermidis,17,3,0,7,0,0,1,1
Staphylococcus equorum,2,0,1,1,0,0,0,0
Staphylococcus felis,4,4,12,4,0,3,16,14
Mammaliicoccus fleurettii,3,0,0,1,0,0,0,0
Staphylococcus haemolyticus,4,4,2,4,0,0,1,0
Staphylococcus hominis,3,19,3,4,0,0,0,0
Staphylococcus hyicus,3,2,2,7,0,0,0,0
Staphylococcus kloosii,4,2,2,1,0,0,0,0
Mammaliicoccus lentus,5,4,1,3,0,0,0,0
Staphylococcus lugdunensis,2,3,14,7,6,11,16,6
Staphylococcus lutrae,2,1,0,1,2,0,0,2
Staphylococcus muscae,3,2,6,2,1,1,4,1
Staphylococcus nepalensis,10,8,4,3,1,5,2,1
Staphylococcus pasteuri,5,5,1,1,0,0,0,0
Staphylococcus pettenkoferi,8,5,1,3,0,0,0,0
Staphylococcus piscifermentans,3,3,2,3,8,8,1,6
Staphylococcus pseudintermedius,3,4,1,1,0,0,0,0
Staphylococcus saprophyticus,11,3,16,5,11,10,20,9
Staphylococcus schleiferi,1,3,1,3,0,0,0,0
Staphylococcus schweitzeri,1,2,0,0,0,0,0,0
Staphylococcus sciuri,5,6,0,2,0,0,0,0
Staphylococcus simiae,10,5,1,7,0,0,0,0
Staphylococcus simulans,6,2,4,4,2,1,1,1
Staphylococcus sp. 17KM0847,2,4,1,0,1,1,0,4
Staphylococcus sp. MI 10-1553,2,1,1,0,0,0,0,0
Staphylococcus sp. SDB 2975,0,0,2,1,0,0,0,0
Staphylococcus stepanovicii,4,4,16,3,0,16,14,10
Staphylococcus succinus,1,2,1,3,0,0,0,0
Mammaliicoccus vitulinus,5,4,3,5,0,0,0,0
Staphylococcus warneri,2,3,2,0,0,0,0,0
Staphylococcus xylosus,6,8,3,4,0,0,0,0
Kroppenstedtia eburnea,5,3,0,2,6,2,2,2
Kroppenstedtia pulmonis,1,1,1,3,2,2,1,1
Laceyella sacchari,2,1,2,5,2,3,2,0
Novibacillus thermophilus,1,5,1,3,3,1,1,1
Staphylospora marina,7,4,17,3,2,10,21,6
Thermoactinomyces vulgaris,4,2,2,2,0,0,0,0
Abiotrophia defectiva,9,4,5,6,2,6,6,8
Aerococcus christensenii,7,9,5,8,0,0,0,0
Aerococcus sanguinicola,6,3,2,2,3,2,0,2
Aerococcus urinae,5,3,1,2,0,0,0,0
Aerococcus urinaeequi,3,2,0,4,0,0,0,0
Aerococcus urinaehominis,3,1,2,4,4,1,2,3
Aerococcus viridans,0,1,0,1,0,0,0,0
Suicoccus acidiformans,4,3,12,6,2,6,9,7
Carnobacterium divergens,7,9,2,2,0,0,0,0
Carnobacterium inhibens,6,2,1,2,0,0,0,0
Carnobacterium maltaromaticum,9,8,4,8,1,0,1,1
Carnobacterium sp. 17-4,2,9,2,3,0,0,0,0
Carnobacterium sp. CP1,6,8,0,6,0,0,0,0
Dolosigranulum pigrum,3,4,17,5,1,5,18,3
Jeotgalibaca arthritidis,1,3,1,0,3,0,1,1
Jeotgalibaca ciconiae,5,7,4,4,0,0,0,0
Jeotgalibaca dankookensis,7,3,3,4,0,0,0,0
Jeotgalibaca porci,7,5,1,2,0,0,0,0
Jeotgalibaca sp. PTS2502,3,5,1,4,0,0,0,0
Marinilactibacillus sp. 15R,1,9,4,3,0,0,0,0
Enterococcus avium,19,17,26,21,4,7,14,8
Enterococcus casseliflavus,3,2,1,0,3,1,2,11
Enterococcus cecorum,16,18,2,16,0,0,0,0
Enterococcus durans,6,12,3,5,0,0,0,0
Enterococcus faecalis,18,11,4,12,0,0,0,0
Enterococcus faecium,7551,1190,458,1616,21,17,26,24
Enterococcus gallinarum,1,0,0,0,0,0,0,0
Enterococcus gilvus,4,5,0,5,0,0,0,0
Enterococcus hirae,6,10,4,4,0,0,0,0
Enterococcus mundtii,15,11,4,6,2,1,0,5
Enterococcus saigonensis,17,14,17,11,2,19,9,12
Enterococcus sp. CR-Ec1,0,3,0,0,0,0,0,0
Enterococcus sp. DA9,4,1,0,1,0,0,0,0
Enterococcus sp. FDAARGOS_375,2,1,0,1,0,0,0,0
Enterococcus sp. FDAARGOS_553,4,2,0,0,0,0,0,0
Enterococcus sp. HSIEG1,1,1,0,0,0,0,0,0
Enterococcus sp. M190262,1,2,0,2,0,0,0,0
Enterococcus thailandicus,5,6,1,3,0,0,0,0
Enterococcus wangshanyuanii,10,4,1,2,0,0,1,0
Melissococcus plutonius,9,3,10,6,5,8,12,9
Tetragenococcus halophilus,9,7,1,9,0,3,1,4
Tetragenococcus koreensis,2,4,2,3,0,0,0,0
Tetragenococcus osmophilus,3,3,2,2,0,0,0,0
Vagococcus penaei,3,1,2,3,0,0,0,0
Vagococcus sp. CF-49,3,5,0,1,1,1,1,1
Vagococcus sp. HDW17A,2,1,1,1,0,0,0,0
Vagococcus sp. HDW17B,5,5,0,1,3,1,0,3
Vagococcus sp. MN-17,4,3,1,1,0,0,0,0
Vagococcus teuberi,4,3,4,2,5,2,3,1
Lactobacillus acetotolerans,5,1,1,4,0,0,0,0
Ligilactobacillus acidipiscis,4,2,0,3,3,1,0,2
Lactobacillus acidophilus,5,4,4,9,0,0,0,0
Ligilactobacillus agilis,0,3,0,3,1,0,0,0
Companilactobacillus alimentarius,3,5,2,3,1,2,2,1
Lactobacillus allii,4,7,1,3,3,2,1,5
Lactobacillus amylolyticus,3,4,35,10,4,16,25,11
Amylolactobacillus amylophilus,4,3,1,2,0,0,0,0
Lactobacillus amylovorus,7,7,2,7,0,0,0,0
Ligilactobacillus animalis,6,3,2,5,0,0,0,0
Lactobacillus apis,1,3,0,2,0,0,0,0
Lactobacillus backii,4,4,7,4,6,5,2,9
Loigolactobacillus bifermentans,3,0,1,1,0,0,0,0
Lactobacillus bombi,7,4,1,1,0,0,0,0
Levilactobacillus brevis,3,1,1,0,0,0,0,0
Lentilactobacillus buchneri,4,3,2,2,0,0,0,0
Lacticaseibacillus casei,6,3,1,3,0,0,0,0
Loigolactobacillus coryniformis,3,4,19,6,3,6,16,6
Lactobacillus crispatus,2,3,0,4,0,0,0,0
Companilactobacillus crustorum,10,4,2,5,4,2,3,1
Lactobacillus curieae,0,0,0,1,0,0,0,0
Latilactobacillus curvatus,6,11,2,7,6,6,2,7
Lactobacillus delbrueckii,4,4,1,3,1,0,0,1
Lapidilactobacillus dextrinicus,3,6,0,3,0,0,0,0
Companilactobacillus farciminis,1,1,0,2,0,0,0,0
Limosilactobacillus fermentum,5,10,6,5,4,1,1,4
Lactobacillus fructivorans,2,2,0,2,0,0,0,0
Limosilactobacillus frumenti,3,1,1,2,0,0,0,0
Latilactobacillus fuchuensis,0,2,1,2,3,2,4,6
Companilactobacillus futsaii,7,5,4,8,0,0,0,0
Lactobacillus gasseri,2,4,2,1,0,0,0,0
Limosilactobacillus gastricus,5,5,2,2,0,0,0,0
Lactobacillus ginsenosidimutans,2,2,1,5,5,4,3,5
Latilactobacillus graminis,1,0,10,7,0,14,14,2
Schleiferilactobacillus harbinensis,4,5,2,8,3,6,2,9
Lactobacillus heilongjiangensis,4,8,3,1,3,1,1,2
Lactobacillus helsingborgensis,0,0,0,1,0,0,0,0
Lactobacillus helveticus,2,7,15,7,2,6,21,6
Lentilactobacillus hilgardii,5,0,2,4,0,0,0,0
Paucilactobacillus hokkaidonensis,11,3,1,5,2,3,1,2
Liquorilactobacillus hordei,8,4,3,7,0,0,0,0
Lactobacillus iners,9,7,6,4,5,1,0,3
Lactobacillus jensenii,7,4,4,7,13,4,3,8
Lactobacillus jinshani,3,2,1,1,0,0,0,0
Lactobacillus johnsonii,10,6,3,5,0,0,0,0
Lactobacillus kefiranofaciens,1,5,1,5,0,0,0,0
Lentilactobacillus kefiri,2,0,0,3,0,0,0,0
Levilactobacillus koreensis,3,2,0,3,0,0,0,0
Lactobacillus kullabergensis,3,0,1,1,0,0,0,0
Apilactobacillus kunkeei,2,2,2,3,0,0,0,0
Fructilactobacillus lindneri,2,0,1,1,0,0,0,0
Secundilactobacillus malefermentans,2,2,2,0,0,0,0,0
Liquorilactobacillus mali,3,6,0,6,4,1,2,2
Lacticaseibacillus manihotivorans,2,0,0,3,2,1,6,3
Limosilactobacillus mucosae,5,4,8,2,0,1,2,6
Ligilactobacillus murinus,10,4,4,4,2,2,2,4
Liquorilactobacillus nagelii,5,1,3,0,0,2,2,0
Lactobacillus nenjiangensis,2,2,0,0,0,0,0,0
Paucilactobacillus oligofermentans,5,5,3,3,3,0,3,2
Lentilactobacillus parabuchneri,1,2,8,1,2,5,10,3
Lacticaseibacillus paracasei,1,2,2,1,0,0,0,0
Secundilactobacillus paracollinoides,3,2,13,4,1,9,14,6
Lactobacillus paragasseri,0,0,1,1,0,0,0,0
Companilactobacillus paralimentarius,6,6,1,7,4,1,2,3
Lactiplantibacillus paraplantarum,2,1,3,2,0,0,0,0
Lactiplantibacillus pentosus,1,3,10,2,2,8,7,3
Lactiplantibacillus plantarum,15,15,37,12,12,23,33,23
Limosilactobacillus pontis,1,7,2,3,4,3,1,0
Limosilactobacillus reuteri,16,18,18,26,3,7,15,13
Lacticaseibacillus rhamnosus,8,7,26,9,11,19,26,22
Furfurilactobacillus rossiae,4,6,4,3,0,0,0,0
Ligilactobacillus ruminis,5852,1383,550,1945,4,9,18,12
Latilactobacillus sakei,6,2,2,5,0,0,0,0
Ligilactobacillus salivarius,11,7,3,8,3,3,1,7
Fructilactobacillus sanfranciscensis,4,4,1,0,0,0,0,0
Ligilactobacillus saerimneri,0,3,0,2,0,0,1,1
Lactobacillus crispatus,2,0,0,1,0,0,0,0
Ligilactobacillus salivarius,1,1,0,0,0,0,0,0
Lactobacillus sp. 3B(2020),2,2,1,1,0,2,3,4
Lactobacillus johnsonii,3,0,0,0,0,0,0,0
Lactobacillus sp. BHWM-4,1,2,3,0,7,0,3,6
Lactobacillus sp. CBA3605,0,2,1,0,0,0,0,0
Lactobacillus sp. CBA3606,1,2,0,1,0,0,0,0
Lactobacillus sp. NFFJ11,3,6,2,4,0,0,0,0
Lactobacillus sp. wkB8,1,1,1,1,0,0,0,0
Lactobacillus suantsaii,2,7,2,2,5,5,2,3
Lactobacillus terrae,6,1,1,3,0,0,0,0
Limosilactobacillus vaginalis,0,7,4,7,10,15,11,10
Lacticaseibacillus zeae,3,0,0,1,0,0,0,0
Lactobacillus zhachilii,4,2,1,0,5,5,4,2
Levilactobacillus zymae,1,2,0,0,0,0,0,0
Pediococcus acidilactici,7,2,6,4,4,2,1,3
Pediococcus claussenii,4,2,1,0,0,0,0,0
Pediococcus damnosus,3,4,0,3,0,0,0,0
Pediococcus inopinatus,5,7,4,2,0,0,0,0
Pediococcus pentosaceus,6,5,17,4,6,12,6,6
Leuconostoc carnosum,4,2,1,2,0,0,0,0
Leuconostoc citreum,1,2,2,0,0,0,0,0
Leuconostoc gelidum,7,6,2,3,1,0,0,0
Leuconostoc kimchii,1,0,1,2,3,1,0,2
Leuconostoc lactis,1,0,0,0,0,0,0,0
Leuconostoc mesenteroides,5,6,1,5,0,0,0,0
Leuconostoc pseudomesenteroides,2,2,0,3,0,0,0,0
Leuconostoc suionicum,2,0,1,0,0,0,0,0
Oenococcus kitaharae,1,1,0,3,0,0,0,0
Oenococcus oeni,1,7,13,8,3,9,17,5
Oenococcus sicerae,2,2,1,2,0,0,0,0
Oenococcus sp. UCMA 16435,2,3,0,1,0,0,0,0
Weissella ceti,2,1,1,3,2,1,0,3
Weissella cibaria,5,2,1,0,0,0,0,0
Weissella confusa,3,6,1,2,0,0,0,0
Weissella cryptocerci,5,0,0,1,0,0,0,0
Weissella hellenica,5,2,0,3,1,1,1,1
Weissella jogaejeotgali,1,1,0,0,0,0,0,1
Weissella koreensis,3,3,0,1,0,0,0,0
Weissella paramesenteroides,2,4,15,4,0,5,9,3
Weissella soli,2,2,1,0,0,0,0,0
Weissella sp. HDW19,2,1,0,1,0,0,0,0
Weissella viridescens,2,0,0,0,0,0,0,0
Lactococcus garvieae,5,2,2,1,2,1,1,2
Lactococcus lactis,54,40,15,35,1,0,0,0
Lactococcus petauri,1,0,0,0,0,0,0,0
Pseudolactococcus piscium,10,6,23,5,2,11,17,14
Pseudolactococcus raffinolactis,9,3,2,3,0,0,0,0
Lactococcus sp. 1JSPR-7,1,2,1,3,1,2,0,2
Streptococcus acidominimus,2,1,1,3,0,0,0,0
Streptococcus agalactiae,70,46,17,40,0,0,0,0
Streptococcus anginosus,4,9,3,4,0,0,0,0
Streptococcus australis,3,4,1,1,0,0,0,0
Streptococcus canis,16,13,3,5,0,0,0,0
Streptococcus constellatus,3,0,0,0,0,0,0,0
Streptococcus cristatus,10,9,23,11,3,11,26,16
Streptococcus dysgalactiae,17,10,4,8,2,2,1,1
Streptococcus equi,9,8,1,9,1,0,0,4
Streptococcus equinus,15,25,27,12,4,12,19,8
Streptococcus ferus,5,1,2,4,5,3,2,5
Streptococcus gallolyticus,4,10,3,4,0,0,0,0
Streptococcus gordonii,7,9,19,8,7,8,15,7
Streptococcus gwangjuense,3,3,0,0,0,0,0,0
Streptococcus halotolerans,11,4,1,5,0,0,0,0
Streptococcus himalayensis,4,0,3,2,0,0,0,0
Streptococcus infantarius,3,4,2,3,1,0,0,0
Streptococcus iniae,0,0,1,1,0,0,0,0
Streptococcus intermedius,11,8,1,8,0,0,0,0
Streptococcus koreensis,2,5,0,2,0,0,0,0
Streptococcus lutetiensis,20,15,6,16,0,0,0,0
Streptococcus macedonicus,1,1,0,1,0,0,0,0
Streptococcus marmotae,2,4,2,0,0,0,0,0
Streptococcus merionis,5,6,1,4,0,0,0,0
Streptococcus milleri,1,2,2,2,0,0,0,0
Streptococcus mitis,11,7,3,2,0,0,0,0
Streptococcus mutans,8,5,3,5,0,0,0,0
Streptococcus oralis,10,12,19,11,2,9,14,6
Streptococcus pantholopis,3,7,3,0,4,1,3,3
Streptococcus parasanguinis,5729,1008,388,1463,2,1,5,1
Streptococcus parauberis,6,1,3,5,0,0,0,0
Streptococcus pasteurianus,7,20,8,7,0,0,0,0
Streptococcus periodonticum,1,2,0,1,0,0,0,0
Streptococcus pluranimalium,6,6,1,1,1,0,0,0
Streptococcus pneumoniae,13,14,5,15,2,2,3,3
Streptococcus porcinus,2,3,2,6,0,0,0,0
Streptococcus pseudopneumoniae,2,1,0,2,0,0,0,0
Streptococcus pseudoporcinus,23,5,3,8,0,0,0,0
Streptococcus pyogenes,53,11,8,20,1,4,2,3
Streptococcus ratti,8,8,1,7,4,2,1,6
Streptococcus respiraculi,1,4,1,3,0,0,0,0
Streptococcus ruminantium,2,0,0,0,0,0,0,0
Streptococcus salivarius,4339,2344,897,3367,1,0,0,2
Streptococcus sanguinis,13,10,3,11,2,1,2,1
Streptococcus sobrinus,3,4,2,1,0,0,0,0
Streptococcus sp. 116-D4,1,3,17,2,2,11,15,9
Streptococcus sp. 1643,1,1,2,0,0,0,0,0
Streptococcus sp. A12,2,0,0,0,0,0,0,0
Streptococcus sp. CNU G2,1,1,0,1,0,0,0,0
Streptococcus sp. CNU G3,1,2,0,3,0,0,0,0
Streptococcus sp. DAT741,4,2,1,1,0,0,0,0
Streptococcus sp. FDAARGOS_192,8,1,1,3,0,0,0,0
Streptococcus sp. FDAARGOS_521,3,0,0,0,0,0,0,0
Streptococcus sp. HSISM1,9,3,0,3,0,0,0,0
Streptococcus sp. HSISS1,14,8,4,8,0,0,0,0
Streptococcus sp. HSISS2,16,8,1,15,0,0,0,0
Streptococcus sp. HSISS3,5,4,5,5,1,0,1,1
Streptococcus sp. I-G2,2,0,2,0,0,0,0,0
Streptococcus sp. I-P16,0,0,1,0,0,0,0,0
Streptococcus sp. LPB0220,7,0,0,2,0,0,0,0
Streptococcus sp. NPS 308,0,2,0,1,4,0,0,3
Streptococcus sp. oral taxon 061,1,5,2,1,0,0,0,1
Streptococcus sp. oral taxon 064,0,2,0,0,0,0,0,0
Streptococcus sp. oral taxon 431,2,2,15,4,2,8,15,9
Streptococcus sp. Z15,7,2,8,4,2,4,1,4
Streptococcus suis,48,27,13,37,16,5,1,8
Streptococcus thermophilus,4861,2574,986,3687,7,9,29,12
Streptococcus troglodytae,3,2,1,1,0,0,0,0
Streptococcus uberis,7,12,0,7,8,2,3,4
Streptococcus urinalis,1,1,2,1,0,0,0,0
Streptococcus vestibularis,11,5,2,5,0,0,0,0
Streptococcus viridans,2,0,0,0,0,0,0,0
Christensenella minuta,192,75,26,86,11,4,2,5
Christensenella sp. Marseille-P3954,37,29,19,38,10,10,3,12
Alkaliphilus metalliredigens,23,17,20,17,6,12,13,8
Alkaliphilus oremlandii,11,13,10,9,5,0,4,7
Caloramator sp. E03,26,9,5,10,0,0,0,1
Caloranaerobacter azorensis,11,8,16,8,6,10,16,9
Candidatus Arthromitus sp. SFB-mouse,1,0,0,0,0,0,0,0
Candidatus Arthromitus sp. SFB-mouse-NL,1,3,21,2,3,12,21,8
Candidatus Arthromitus sp. SFB-rat-Yit,3,5,2,4,0,0,0,0
Clostridium aceticum,12,10,31,11,7,17,17,9
Clostridium acetobutylicum,17,16,4,9,8,6,7,5
Clostridium argentinense,34,16,33,31,4,10,27,14
Clostridium autoethanogenum,1,2,0,0,0,0,0,0
Clostridium baratii,44,24,11,13,4,1,1,2
Clostridium beijerinckii,44,25,28,25,10,11,21,10
Clostridium bornimense,32,31,9,16,4,2,3,4
Clostridium botulinum,132,101,119,91,43,46,91,51
Clostridium butyricum,73,39,20,37,15,18,7,22
Clostridium carboxidivorans,25,10,5,13,5,3,4,5
Clostridium cellulovorans,22,24,42,26,19,18,49,33
Clostridium chauvoei,20,9,2,9,0,0,0,1
Clostridium cochlearium,12,7,0,5,0,0,0,0
Clostridium diolis,2,0,0,1,0,0,0,0
Clostridium drakei,10,12,13,8,3,5,21,5
Clostridium estertheticum,22,19,6,12,6,6,4,6
Clostridium formicaceticum,18,12,20,21,6,16,14,9
Clostridium intestinale,24,26,44,20,12,18,30,27
Clostridium isatidis,18,15,6,8,1,0,1,0
Clostridium kluyveri,16,20,5,17,0,0,0,0
Clostridium ljungdahlii,2,0,3,0,0,0,0,0
Clostridium novyi,30,33,15,18,7,3,4,5
Clostridium pasteurianum,41,51,24,36,5,6,7,6
Clostridium perfringens,67,67,38,53,6,17,27,14
Clostridium saccharobutylicum,43,18,7,26,0,0,0,0
Clostridium saccharoperbutylacetonicum,43,25,15,36,2,2,3,4
Clostridium scatologenes,11,5,2,10,0,0,0,0
Clostridium septicum,13,13,21,8,1,6,15,12
Clostridium sp. AWRP,7,13,6,10,8,1,2,4
Clostridium sp. BNL1100,29,33,19,18,10,7,5,7
Clostridium sp. CT4,33,31,22,20,6,7,10,8
Clostridium sp. DL-VIII,32,20,5,26,0,0,0,0
Clostridium sp. JN-1,16,21,6,10,0,0,0,0
Clostridium sp. JN-9,23,16,9,11,5,3,1,4
Clostridium sp. JN500901,8,11,3,7,0,0,0,0
Clostridium sp. MF28,1,0,0,0,0,0,0,0
Clostridium sp. SY8519,254,306,137,238,23,24,21,23
Clostridium sp. SYSU GA15002T,18,16,12,14,10,4,2,4
Clostridium sporogenes,1,3,0,1,0,0,0,0
Clostridium taeniosporum,15,16,3,15,0,0,0,1
Clostridium tetani,35,23,9,20,4,8,1,9
Clostridium tyrobutyricum,24,20,8,18,3,6,6,4
Crassaminicella sp. SY095,16,23,11,15,9,8,2,8
Geosporobacter ferrireducens,17,28,10,15,6,4,4,4
Hathewaya histolytica,15,14,9,12,20,10,4,11
Hungatella hathewayi,117,190,71,115,21,12,10,19
Aminipila butyrica,13,11,6,14,10,6,7,13
Aminipila sp. CBA3637,25,42,45,24,7,20,26,13
Aminipila sp. JN-18,19,23,9,21,6,6,3,6
Mogibacterium diversum,19,18,21,19,12,13,16,13
Mogibacterium pumilum,23,30,10,17,18,16,4,14
Carboxydocella thermautotrophica,5,4,3,1,4,1,1,1
Thermaerobacter marianensis,0,5,1,4,0,0,0,0
Thermaerobacter sp. FW80,2,3,0,1,3,0,1,0
Thermaerobacter sp. PB12/4term,1,0,0,1,0,0,0,0
Acetobacterium sp. KB-1,9,14,16,7,19,13,19,25
Acetobacterium woodii,6,11,5,6,3,2,1,7
Eubacterium callanderi,27,23,4,14,0,0,0,0
[Eubacterium] cellulosolvens,172,251,96,166,36,32,23,35
Eubacterium limosum,128,186,83,105,23,18,28,25
Eubacterium maltosivorans,76,79,62,124,146,178,132,256
Heliomicrobium modesticaldum,6,2,2,3,2,1,0,1
Heliorestis convoluta,9,5,2,6,2,1,0,4
Fastidiosipila sanguinis,12,7,5,5,5,3,1,2
Acetivibrio clariflavus,20,23,42,24,9,15,27,21
Hungateiclostridium saccincola,14,17,13,10,19,18,8,24
Acetivibrio thermocellus,23,23,36,18,11,17,23,15
Mageeibacillus indolicus,28,18,8,16,0,0,0,0
Clostridium thermosuccinogenes,21,18,10,15,20,12,5,19
Ruminiclostridium cellulolyticum,11,19,4,24,17,6,7,11
Thermoclostridium stercorarium,18,29,10,15,14,15,4,17
Anaerobutyricum hallii,4885,7865,3078,5122,195,206,143,242
Anaerocolumna cellulosilytica,93,158,77,101,10,12,27,12
Anaerocolumna sp. CBA3638,144,186,66,124,9,12,9,12
Anaerocolumna sp. CTTW,134,191,105,129,7,17,14,16
