species,abundance_cols.Healthy_stool_100_100,abundance_cols.Healthy_stool_100_10,abundance_cols.Healthy_stool_100_1,abundance_cols.Healthy_stool_100_50,abundance_cols.Healthy_stool_10_100,abundance_cols.Healthy_stool_10_10,abundance_cols.Healthy_stool_10_1,abundance_cols.Healthy_stool_10_50
Gammaproteobacteria bacterium DM2,0,0,4,0,0,3,2,1
Gammaproteobacteria bacterium ESL0073,0,1,0,0,0,0,0,0
o_Entomoplasmatales,1,0,0,0,0,0,0,0
Thermoplasmatales archaeon BRNA1,0,0,0,0,0,0,0,1
f_Acidobacteriaceae,0,2,0,0,0,0,0,0
f_Actinomycetaceae,0,0,0,0,1,0,0,0
f_Bifidobacteriaceae,1,0,0,1,1,1,1,1
f_Mycobacteriaceae,2,1,1,3,0,0,4,3
f_Microbacteriaceae,0,0,1,1,0,1,1,0
f_Micrococcaceae,1,1,0,0,0,0,0,0
f_Micromonosporaceae,0,0,0,1,0,0,0,0
f_Nocardioidaceae,0,0,0,1,0,0,0,0
f_Atopobiaceae,4,2,1,3,2,1,1,0
f_Eggerthellaceae,23,15,2,10,5,0,1,0
f_Dysgonomonadaceae,0,0,0,0,0,0,0,2
f_Muribaculaceae,2,5,2,5,0,0,3,0
f_Odoribacteraceae,3,3,0,4,0,0,0,0
f_Prevotellaceae,1,2,18,5,8,12,11,10
f_Rikenellaceae,0,0,0,1,1,3,1,0
f_Tannerellaceae,2,0,0,0,0,0,0,0
g_Phocaeicola,345,638,556,906,2268,1849,1266,2067
Bacteroidales bacterium CF,1,2,9,4,9,5,16,2
f_Chitinophagaceae,0,0,2,0,0,0,0,0
f_Hymenobacteraceae,1,0,1,0,2,1,1,0
Cytophagales bacterium TFI 002,3,0,0,0,0,0,0,0
f_Flavobacteriaceae,11,7,17,12,5,11,8,7
f_Weeksellaceae,1,2,0,0,0,0,1,0
f_Sphingobacteriaceae,6,0,1,2,0,0,0,0
Rhodothermaceae bacterium,0,0,1,1,0,0,5,1
Dehalogenimonas formicexedens,0,0,0,2,0,0,0,0
Dehalogenimonas lykanthroporepellens,1,0,0,0,0,0,0,0
g_Nostoc,0,2,0,1,0,0,0,0
g_Scytonema,1,0,0,0,0,0,0,0
g_Synechocystis,0,0,0,1,0,0,0,0
g_Synechococcus,0,1,0,1,0,0,0,0
f_Bacillaceae,10,5,3,4,1,1,0,5
f_Paenibacillaceae,1,2,0,0,0,0,0,0
g_Gemella,0,1,0,1,1,1,2,0
f_Enterococcaceae,2,0,0,0,0,3,0,0
f_Lactobacillaceae,0,0,0,1,0,0,0,0
f_Streptococcaceae,0,1,2,0,0,1,0,0
f_Clostridiaceae,0,0,0,0,1,0,0,1
f_Lachnospiraceae,1528,2815,2456,4041,9951,7441,4955,4478
f_Oscillospiraceae,3,2,1,3,3,3,3,3
f_Peptostreptococcaceae,9,8,0,0,0,0,0,0
f_Ruminococcaceae,7,7,2,1,7,4,2,7
Clostridiales bacterium,9,6,7,4,3,5,2,2
Clostridiales bacterium CCNA10,29,30,15,27,5,11,7,12
f_Erysipelotrichaceae,22,35,14,21,0,0,0,0
f_Acidaminococcaceae,1,0,0,0,0,0,0,0
f_Veillonellaceae,0,1,0,0,0,0,0,0
Ezakiella massiliensis,3,1,0,0,0,0,0,0
f_Peptoniphilaceae,1,0,0,0,0,0,0,0
Victivallales bacterium CCUG 44730,0,0,1,0,2,3,1,3
f_Gemmataceae,0,0,0,0,1,0,1,0
Planctomycetales bacterium 10988,1,0,0,0,0,0,0,0
f_Phyllobacteriaceae,1,0,0,0,0,0,0,0
f_Rhizobiaceae,1,1,0,1,1,0,1,0
f_Rhodobacteraceae,0,3,3,1,3,0,2,0
f_Rhodospirillaceae,1,0,0,0,0,0,0,0
Rickettsiales bacterium Ac37b,0,0,1,0,0,0,0,0
f_Erythrobacteraceae,0,0,0,1,0,0,0,0
f_Sphingomonadaceae,1,0,0,0,0,1,0,0
Candidatus Accumulibacter phosphatis,0,0,0,0,0,1,0,0
Candidatus Kinetoplastidibacterium desouzai,1,0,0,0,0,0,0,0
f_Burkholderiaceae,4,0,1,3,1,0,2,0
f_Comamonadaceae,3,0,1,0,1,0,3,0
f_Oxalobacteraceae,1,0,0,2,0,0,3,0
g_Thiomonas,0,0,1,0,0,1,5,1
Burkholderiales bacterium GJ-E10,3,0,0,0,0,0,0,0
Burkholderiales bacterium YL45,16,6,1,9,0,1,0,0
Nitrosomonadales bacterium skT11,0,0,0,0,0,0,0,1
f_Rhodocyclaceae,1,0,0,0,0,0,0,0
f_Archangiaceae,0,0,0,1,0,0,0,0
Nitratiruptor sp. SB155-2,0,0,0,0,0,0,1,0
Sulfurovum lithotrophicum,1,0,0,1,0,0,1,0
Sulfurovum sp. NBC37-1,1,0,0,0,0,0,0,0
f_Campylobacteraceae,2,0,0,0,0,0,0,0
Candidatus Reidiella endopervernicosa,0,0,0,0,0,0,1,0
Gallaecimonas mangrovi,0,0,0,0,0,0,0,2
Pseudohongiella spirulinae,1,1,0,0,0,0,0,0
Thiolapillus brandeum,1,0,0,0,0,0,0,0
f_Colwelliaceae,1,0,0,0,0,0,0,0
f_Enterobacteriaceae,496,1045,416,646,2,9,7,11
f_Hafniaceae,1,0,0,0,0,0,0,0
f_Morganellaceae,0,2,0,0,0,0,0,0
f_Halomonadaceae,0,0,0,0,0,3,3,1
f_Pasteurellaceae,0,1,0,0,0,0,0,0
f_Moraxellaceae,0,2,0,0,0,0,0,0
f_Pseudomonadaceae,0,0,0,0,1,0,0,0
f_Piscirickettsiaceae,1,0,0,0,0,0,0,0
f_Vibrionaceae,0,1,1,1,0,0,2,1
f_Rhodanobacteraceae,0,0,2,0,0,0,4,3
f_Xanthomonadaceae,0,0,0,1,0,0,0,0
Silvanigrellales bacterium RF1110005,0,1,0,1,0,0,0,0
f_Petrotogaceae,0,0,0,1,0,0,0,0
g_Staphylothermus,0,0,1,0,0,0,0,0
g_Sulfolobus,0,0,0,1,0,0,0,0
g_Methanobacterium,0,0,0,0,0,1,0,0
g_Methanococcus,0,1,0,0,0,0,0,0
Methanofervidicoccus sp. A16,0,0,0,1,0,0,0,0
g_Methanosarcina,0,1,0,1,0,0,0,0
g_Thermococcus,0,1,3,1,1,4,3,0
Nitrosopumilus piranensis,0,1,0,0,0,0,0,0
g_Actinomyces,0,0,0,0,1,0,0,0
g_Bifidobacterium,206,218,103,200,213,169,106,101
g_Candidatus Nanopelagicus,1,0,0,0,0,0,0,0
g_Corynebacterium,1,3,1,0,0,0,2,2
g_Dietzia,1,0,0,0,0,0,0,0
g_Gordonia,0,1,0,1,0,0,0,0
g_Mycobacterium,0,0,2,0,1,1,0,0
g_Mycobacteroides,1,0,0,0,0,0,0,0
g_Nocardia,0,0,0,0,1,0,0,0
g_Rhodococcus,0,2,0,0,0,0,2,2
Lawsonella clevelandensis,0,0,0,0,0,0,1,0
g_Brevibacterium,0,0,0,2,0,0,0,0
g_Leifsonia,0,0,0,0,0,2,2,2
g_Microbacterium,0,3,1,0,0,1,1,0
g_Rathayibacter,1,0,10,0,0,0,8,0
g_Kocuria,0,0,1,0,0,1,1,0
g_Micrococcus,0,0,0,0,1,0,0,0
g_Pseudarthrobacter,0,0,0,0,1,0,0,0
g_Actinoplanes,0,0,0,0,1,0,0,0
g_Micromonospora,1,0,0,0,0,0,0,0
g_Plantactinospora,0,0,0,1,0,1,0,0
g_Kribbella,0,0,0,1,0,0,0,0
g_Nocardioides,0,1,0,0,0,0,0,0
g_Pseudonocardia,2,0,0,0,0,0,0,0
g_Saccharopolyspora,0,0,0,1,0,0,0,0
g_Streptacidiphilus,0,0,1,0,0,0,0,0
g_Streptomyces,9,6,0,2,3,3,2,5
Coriobacteriaceae bacterium 68-1-3,5,1,0,2,0,0,0,0
g_Adlercreutzia,33,9,2,19,0,0,0,0
g_Eggerthella,1,0,0,4,0,0,0,0
g_Gordonibacter,18,2,0,1,0,0,0,0
Eggerthellaceae bacterium zg-1050,2,1,1,1,2,1,1,0
Thermosulfidibacter takaii,0,1,0,0,0,0,0,0
g_Bacteroides,1152,1558,1247,1874,2832,2841,1964,3500
g_Dysgonomonas,6,3,8,1,1,4,5,3
g_Duncaniella,9,7,26,8,5,16,34,11
g_Muribaculum,0,0,0,0,0,1,1,1
Muribaculaceae bacterium DSM 108610,6,16,84,14,22,38,72,66
g_Porphyromonas,1,0,2,0,0,3,1,2
g_Prevotella,119,120,726,168,157,375,748,336
g_Alistipes,99,71,60,94,232,119,86,80
g_Parabacteroides,260,351,179,212,11,9,14,16
g_Tannerella,0,2,1,0,0,0,0,0
Candidatus Azobacteroides pseudotrichonymphae,2,3,1,6,0,1,0,0
Phocaeicola dorei,1697,2078,2207,3559,14656,7348,4929,4522
Phocaeicola salanitronis,117,91,96,114,34,46,71,35
Phocaeicola vulgatus,1563,4033,4329,6972,13242,14733,9795,18860
Prolixibacteraceae bacterium WC007,0,4,1,0,0,0,2,2
g_Chitinophaga,2,1,6,2,1,1,5,0
g_Fibrella,0,0,0,0,0,1,0,0
g_Runella,0,0,0,0,0,1,0,0
g_Spirosoma,0,1,0,1,0,0,0,0
g_Flammeovirga,0,1,0,0,0,0,0,0
Flammeovirgaceae bacterium 311,1,2,7,4,1,10,7,5
g_Hymenobacter,1,0,5,3,9,6,6,3
g_Pontibacter,0,0,1,0,0,0,0,0
g_Capnocytophaga,2,1,10,4,2,1,8,1
g_Dokdonia,0,0,1,0,0,0,0,0
g_Flavobacterium,2,1,3,1,0,3,1,2
g_Formosa,0,1,0,0,0,0,0,0
g_Maribacter,0,0,7,0,1,2,5,0
g_Mesoflavibacter,0,1,2,0,2,1,1,0
g_Myroides,1,0,1,0,0,0,0,0
g_Nonlabens,0,0,0,1,0,1,0,0
g_Polaribacter,1,0,0,1,0,1,0,0
g_Salegentibacter,0,0,4,0,2,2,3,2
g_Winogradskyella,0,0,1,0,1,1,4,1
Flavobacteriaceae bacterium,0,1,0,0,0,0,0,0
Flavobacteriaceae bacterium 10Alg115,0,2,2,1,0,0,1,1
Flavobacteriaceae bacterium 3519-10,2,0,0,1,0,0,0,0
Flavobacteriaceae bacterium F202Z8,0,1,0,1,0,0,0,1
Flavobacteriaceae bacterium MAR_2010_188,2,0,6,0,0,3,3,2
Flavobacteriaceae bacterium RR4-40,0,1,2,0,2,1,0,2
g_Apibacter,0,0,0,1,0,2,3,0
g_Chryseobacterium,4,3,12,7,1,3,10,5
g_Elizabethkingia,0,1,1,1,0,0,0,0
g_Mucilaginibacter,0,0,0,0,0,6,4,1
g_Pedobacter,0,0,2,0,0,0,2,1
g_Sphingobacterium,3,1,8,1,2,3,2,5
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,2,0,1,0,0,2,1,1
Rhodothermus marinus,2,1,1,2,1,0,0,2
Salinibacter ruber,0,2,0,0,0,0,0,0
g_Chlorobaculum,0,0,2,0,0,2,3,2
Anaerolineaceae bacterium oral taxon 439,1,0,0,0,0,0,0,0
g_Dehalococcoides,0,0,0,0,1,0,1,2
Crocosphaera subtropica,0,0,3,2,0,2,8,1
Euhalothece natronophila,0,0,0,1,0,0,0,0
Chondrocystis sp. NIES-4102,0,1,0,0,0,0,0,0
Geminocystis herdmanii,0,0,0,1,0,0,0,0
Geminocystis sp. NIES-3709,0,2,8,1,0,1,4,1
Cyanobacterium aponinum,0,0,0,0,1,0,0,0
Chroococcidiopsis thermalis,0,0,0,0,0,1,0,0
Anabaenopsis circularis,2,0,0,0,0,0,0,0
Nodularia spumigena,0,1,0,0,0,0,0,0
Sphaerospermopsis kisseleviana,2,0,0,0,0,0,0,0
Calothrix parietina,0,0,0,0,0,0,0,1
Fischerella sp. NIES-4106,0,1,0,0,0,0,0,0
Nostoc carneum,0,1,0,0,0,0,0,0
Nostoc edaphicum,0,1,0,0,0,0,0,0
Nostoc linckia,0,2,0,0,0,1,0,0
Nostoc sp. C052,0,1,0,0,0,0,0,0
Nostoc sp. CENA543,1,0,0,0,0,1,1,0
Nostoc sp. Lobaria pulmonaria (5183) cyanobiont,0,1,0,0,0,0,0,0
Nostoc sp. NIES-4103,0,0,1,0,0,1,0,1
Rivularia sp. PCC 7116,1,0,1,0,1,2,0,0
Tolypothrix sp. PCC 7910,0,0,1,0,0,0,0,0
Geitlerinema sp. PCC 7407,0,0,0,0,0,0,1,0
Oscillatoria acuminata,0,1,1,2,1,0,1,6
Pleurocapsa minor,0,0,1,0,0,0,0,1
Acaryochloris marina,0,0,0,0,3,0,0,1
Chamaesiphon minutus,1,0,0,0,0,0,0,0
Leptolyngbya boryana,1,0,0,0,0,0,0,0
Leptolyngbya sp. PCC 7376,0,8,41,10,8,21,37,23
Thermoleptolyngbya sp. PKUAC-SCTA183,1,0,2,0,0,0,0,0
Prochlorococcus marinus,4,0,2,0,0,0,0,0
Prochlorococcus sp. MIT 0604,2,0,0,0,0,0,0,0
Prochlorococcus sp. MIT 0801,0,1,0,0,0,0,0,0
Pseudanabaena sp. ABRG5-3,0,0,2,1,0,0,0,0
Cyanobium sp. NIES-981,0,1,0,0,0,0,0,0
Dactylococcopsis salina,1,1,0,0,0,0,0,0
Synechococcus sp. CC9311,0,0,1,0,0,0,0,0
Synechococcus sp. LTW-R,0,0,0,0,0,0,0,1
Synechococcus sp. NIES-970,2,0,0,0,0,0,0,0
Synechococcus sp. WH 8109,0,0,0,0,1,0,0,0
Thermosynechococcus sp. CL-1,0,0,0,2,0,0,0,0
Thermostichus vulcanus,0,1,0,0,0,0,0,0
g_Deinococcus,0,1,0,0,0,0,0,0
g_Anoxybacillus,1,0,0,1,0,0,0,0
g_Bacillus,8,15,5,11,3,5,0,2
g_Geobacillus,1,3,0,2,0,1,0,0
g_Lysinibacillus,0,0,1,0,0,0,0,0
g_Mesobacillus,0,0,0,2,0,0,0,0
g_Oceanobacillus,0,0,0,1,0,0,0,0
g_Virgibacillus,0,3,0,1,0,0,0,0
Bacillaceae bacterium TKL69,0,0,1,0,0,0,0,0
g_Listeria,1,1,1,0,0,0,0,0
g_Brevibacillus,2,3,3,0,0,0,0,0
g_Paenibacillus,6,7,3,4,4,3,3,4
Paenibacillaceae bacterium GAS479,1,0,0,2,1,0,0,0
g_Planococcus,0,1,0,1,0,0,0,0
g_Sporosarcina,1,0,0,2,1,1,0,0
Salisediminibacterium selenitireducens,1,5,2,1,0,0,0,0
g_Macrococcus,0,1,0,0,0,0,0,0
g_Staphylococcus,5,3,2,5,0,1,0,1
Exiguobacterium antarcticum,0,1,0,1,0,0,0,0
Exiguobacterium mexicanum,0,0,1,0,0,0,0,0
Exiguobacterium artemiae,2,0,0,0,0,0,0,0
Exiguobacterium sp. N4-1P,0,1,0,0,0,0,0,0
Gemella haemolysans,1,0,1,2,0,0,0,0
Gemella morbillorum,1,1,0,0,0,0,0,0
Gemella sanguinis,1,0,0,2,0,0,0,0
g_Jeotgalibaca,0,0,1,1,0,0,0,0
g_Enterococcus,65,11,10,14,0,10,7,4
g_Lactobacillus,4,4,11,7,7,4,7,1
g_Leuconostoc,1,0,0,0,0,0,0,0
g_Lactococcus,0,1,0,0,0,0,0,0
g_Streptococcus,245,140,64,191,1,2,6,4
g_Candidatus Arthromitus,0,1,0,0,0,0,0,0
g_Clostridium,14,12,2,5,3,1,0,1
Clostridiaceae bacterium 14S0207,1,1,0,3,3,0,2,0
g_Aminipila,2,0,0,0,0,0,0,0
g_Mogibacterium,0,1,0,0,0,0,0,0
[Eubacterium] minutum,0,0,0,2,1,1,2,0
[Eubacterium] sulci,4,2,0,4,5,2,0,6
g_Thermaerobacter,0,0,0,0,1,0,0,1
g_Eubacterium,3,2,3,4,0,0,0,0
g_Anaerocolumna,1,4,1,2,0,0,0,0
g_Anaerostipes,0,1,4,0,0,0,1,0
g_Blautia,40,58,25,41,3,2,3,2
g_Butyrivibrio,2,5,1,2,0,0,0,0
g_Cellulosilyticum,3,2,3,2,1,0,3,3
g_Enterocloster,4,1,0,2,0,0,0,0
g_Lachnoclostridium,5,4,0,12,0,0,0,0
g_Lacrimispora,1,4,3,5,0,0,0,0
g_Roseburia,47,66,20,37,0,1,1,1
Lachnospiraceae bacterium,57,134,46,92,1,1,0,6
Lachnospiraceae bacterium Choco86,240,338,127,220,7,3,2,7
Lachnospiraceae bacterium GAM79,133,182,61,124,15,10,2,6
Lachnospiraceae bacterium KM106-2,29,56,25,28,0,1,0,0
Lachnospiraceae bacterium oral taxon 500,4,1,2,4,0,0,0,0
g_Dehalobacter,1,0,0,1,0,0,0,1
g_Desulfotomaculum,0,0,1,0,0,0,0,0
Peptococcaceae bacterium DCMF,0,0,0,0,1,0,0,1
g_Romboutsia,4,1,0,0,0,0,0,0
Peptostreptococcaceae bacterium oral taxon 929,1,0,1,2,3,0,1,0
g_Ruminococcus,0,2,0,1,2,0,0,2
[Clostridium] cellulosi,4,1,2,2,2,7,3,2
Ruminococcaceae bacterium CPB6,0,0,2,0,1,0,0,1
Ruminococcaceae bacterium LBM 19010,0,1,0,0,0,0,0,0
Flintibacter sp. KGMB00164,4,4,2,11,3,5,0,4
Intestinimonas butyriciproducens,3,1,1,3,0,1,0,0
Massilistercora timonensis,70,59,47,47,5,7,10,14
Anoxybacter fermentans,1,0,0,1,0,0,0,0
g_Thermoanaerobacter,1,2,5,4,0,0,2,1
g_Caldicellulosiruptor,2,0,1,0,3,0,1,1
g_Thermoanaerobacterium,0,1,0,1,0,0,0,0
g_Erysipelothrix,0,1,0,1,0,2,0,0
Erysipelotrichaceae bacterium GAM147,9,16,8,2,0,0,0,0
g_Acidaminococcus,0,2,0,1,0,0,0,0
g_Megamonas,2,2,0,0,0,0,0,0
g_Selenomonas,1,1,0,0,1,0,1,3
g_Dialister,13,5,3,6,1,6,8,7
g_Megasphaera,1,0,0,0,0,0,0,0
g_Veillonella,7,1,0,2,0,0,0,0
Schnuerera ultunensis,0,1,1,1,0,0,0,0
g_Fusobacterium,3,0,0,0,0,0,1,0
g_Leptotrichia,0,2,0,1,1,0,0,0
g_Brevundimonas,1,1,0,2,0,1,4,1
g_Martelella,0,1,0,0,0,0,0,0
g_Bartonella,0,1,0,0,0,0,1,0
g_Bosea,0,0,0,0,1,0,0,0
g_Bradyrhizobium,0,2,2,3,1,4,0,0
g_Brucella,0,0,1,0,0,0,0,0
g_Devosia,0,0,0,0,1,0,0,0
g_Methylobacterium,1,0,2,0,0,1,0,0
g_Methylorubrum,0,0,1,0,1,0,0,0
g_Mesorhizobium,3,0,1,0,0,0,0,0
g_Agrobacterium,0,0,3,1,0,1,3,2
g_Rhizobium,0,2,4,0,1,1,7,1
g_Sinorhizobium,1,0,0,0,0,0,0,0
Rhodobiaceae bacterium,1,0,2,1,6,3,2,1
Methyloceanibacter caenitepidi,1,0,0,0,0,0,0,0
Methyloligella sp. GL2,1,1,0,0,0,0,0,0
Nordella sp. HKS 07,0,0,0,1,0,0,0,0
Pseudorhodoplanes sinuspersici,0,0,1,0,2,0,1,1
g_Labrenzia,0,1,0,0,2,0,0,0
g_Leisingera,1,0,0,0,0,0,0,0
Rhodobacteraceae bacterium 9Alg 56,0,0,0,0,1,1,0,2
Rhodobacteraceae bacterium BAR1,0,0,1,0,0,0,0,0
Rhodobacteraceae bacterium QY30,1,0,0,0,0,0,0,0
Rhodobacteraceae bacterium RR4-56,0,0,0,0,0,1,0,0
Rhodobacteraceae bacterium SC52,0,2,0,0,0,0,0,0
g_Acetobacter,0,0,0,1,0,1,1,0
g_Acidiphilium,0,0,1,0,0,0,0,0
g_Gluconobacter,0,0,3,0,0,3,8,3
g_Komagataeibacter,0,1,3,0,1,0,0,0
g_Roseomonas,0,1,0,0,0,0,0,0
Acetobacteraceae bacterium,1,0,3,0,0,3,4,3
g_Azospirillum,0,0,3,0,0,1,6,2
g_Wolbachia,1,0,1,0,1,0,0,0
g_Rickettsia,0,1,0,0,1,0,0,3
g_Blastomonas,0,0,0,1,0,0,0,0
g_Sphingobium,0,0,0,2,0,3,0,0
g_Sphingomonas,0,1,0,1,0,0,0,0
Casimicrobium huifangae,1,0,0,2,0,0,0,0
g_Achromobacter,3,0,0,0,0,0,0,0
g_Alcaligenes,1,0,0,0,0,0,0,0
g_Bordetella,1,0,0,1,1,0,0,0
Alcaligenaceae bacterium SJ-26,2,0,0,0,0,0,0,0
g_Burkholderia,2,1,0,5,0,1,1,1
g_Caballeronia,0,1,0,0,0,0,0,0
g_Cupriavidus,19,6,4,10,0,0,0,0
g_Pandoraea,0,0,0,0,0,0,0,1
g_Paraburkholderia,2,1,0,0,0,2,0,0
g_Polynucleobacter,2,0,0,0,0,0,0,0
g_Acidovorax,1,0,0,0,0,0,0,0
g_Comamonas,0,0,1,0,0,0,0,0
g_Delftia,1,0,0,0,0,0,0,0
g_Hydrogenophaga,0,0,0,0,2,0,0,0
g_Variovorax,0,1,0,0,0,0,0,0
g_Herbaspirillum,0,0,0,0,0,1,0,0
g_Massilia,1,0,0,0,0,0,2,0
g_Undibacterium,2,0,0,0,0,0,0,0
Inhella inkyongensis,0,0,1,0,0,0,0,0
Leptothrix cholodnii,0,0,0,2,0,1,0,0
Methylibium sp. Pch-M,1,0,2,0,0,0,5,1
Paucibacter sp. KCTC 42545,0,1,0,0,0,0,1,1
Rhizobacter gummiphilus,0,2,0,0,0,1,0,0
Rubrivivax gelatinosus,0,0,0,0,0,1,1,0
Thiomonas sp. X19,0,1,0,0,0,0,0,0
Xylophilus sp. KACC 21265,1,0,0,0,0,0,0,0
g_Chromobacterium,1,0,0,0,0,0,0,0
g_Eikenella,1,0,0,0,0,0,0,0
g_Neisseria,2,0,3,1,1,0,1,2
Neisseriaceae bacterium DSM 100970,0,0,0,1,0,0,0,0
g_Methylovorus,1,0,0,0,0,2,1,0
g_Nitrosomonas,0,1,0,0,0,0,0,0
Sterolibacteriaceae bacterium J5B,1,0,0,0,0,0,0,0
Sterolibacteriaceae bacterium M52,0,0,0,0,2,0,0,0
Candidatus Desulfofervidus auxilii,0,1,0,0,0,0,0,0
g_Desulfovibrio,0,0,0,1,0,0,0,0
g_Pseudodesulfovibrio,0,0,0,0,0,1,0,0
g_Geobacter,0,0,0,0,1,0,0,0
g_Myxococcus,1,0,0,0,0,0,0,0
Minicystis rosea,0,2,0,0,1,0,0,0
g_Arcobacter,0,1,2,0,0,0,0,0
