"species","tax_abundance"
"Leyella stercorea",0.2
"Bacteroides eggerthii",0.2
"Dorea formicigenerans",0.2
"Bacteroides cellulosilyticus",0.2
"Bifidobacterium bifidum",0.2
"Odoribacter splanchnicus",0.2
"[Ruminococcus] lactaris",0.2
"Bacteroides xylanisolvens",0.2
"Agathobaculum butyriciproducens",0.2
"Bifidobacterium pseudocatenulatum",0.2
"Roseburia hominis",0.2
"Streptococcus salivarius",0.2
"Mediterraneibacter gnavus",0.2
"Coprococcus catus",0.2
"Streptococcus thermophilus",0.2
"Prevotella bivia",0.2
"Alistipes inops",0.2
"Holdemanella biformis",0.2
"Phocaeicola massiliensis",0.2
"Klebsiella pneumoniae",0.2
"Ruthenibacterium lactatiformans",0.2
"Gemmiger formicilis",0.2
"Bacteroides intestinalis",0.2
"Alistipes shahii",0.2
"Catenibacterium mitsuokai",0.2
"Phocaeicola coprocola",0.2
"Bifidobacterium catenulatum",0.2
"Adlercreutzia equolifaciens",0.2
"Flavonifractor plautii",0.2
"Bacteroides finegoldii",0.2
"Phascolarctobacterium faecium",0.2
"Bacteroides faecis",0.2
"Parasutterella excrementihominis",0.2
"Slackia isoflavoniconvertens",0.2
"Bifidobacterium angulatum",0.2
"Eubacterium ramulus",0.2
"Ligilactobacillus ruminis",0.2
"Dialister invisus",0.2
"Eubacterium ventriosum",0.2
"Hoylesella buccalis",0.2
"Finegoldia magna",0.2
"Cupriavidus metallidurans",0.2
"Desulfovibrio piger",0.2
"Acidaminococcus intestini",0.2
"Paraprevotella xylaniphila",0.2
"Intestinibacter bartlettii",0.2
"Bifidobacterium animalis",0.2
"Bacteroides salyersiae",0.2
"Streptococcus parasanguinis",0.2
"Eggerthella lenta",0.2
"Hoylesella timonensis",0.2
"Enterococcus faecium",0.2
"Prevotella corporis",0.2
"Bacteroides clarus",0.2
"Klebsiella variicola",0.2
"Gordonibacter pamelaeae",0.2
"Monoglobus pectinilyticus",0.2
"Veillonella parvula",0.2
"Prevotella disiens",0.2
"Megasphaera elsdenii",0.2
"Segatella copri",0.2
"Faecalibacterium prausnitzii",0.2
"Phocaeicola vulgatus",0.2
"Bacteroides uniformis",0.2
"Ruminococcus bromii",0.2
"Agathobacter rectalis",0.2
"Bifidobacterium adolescentis",0.2
"Collinsella aerofaciens",0.2
"Alistipes putredinis",0.2
"Phocaeicola dorei",0.2
"Fusicatenibacter saccharivorans",0.2
"Roseburia faecis",0.2
"Bifidobacterium longum",0.2
"Akkermansia muciniphila",0.2
"Anaerostipes hadrus",0.2
"Bacteroides stercoris",0.2
"Escherichia coli",0.2
"Dorea longicatena",0.2
"[Ruminococcus] torques",0.2
"Lachnospira eligens",0.2
"Phocaeicola plebeius",0.2
"Parabacteroides distasonis",0.2
"Anaerobutyricum hallii",0.2
"Coprococcus eutactus",0.2
"Coprococcus comes",0.2
"Bacteroides ovatus",0.2
"Bacteroides caccae",0.2
"Roseburia inulinivorans",0.2
"Barnesiella intestinihominis",0.2
"Methanobrevibacter smithii",0.2
"Lachnospira pectinoschiza",0.2
"Eshraghiella crossota",0.2
"Parabacteroides merdae",0.2
"Blautia obeum",0.2
"Alistipes finegoldii",0.2
"Bacteroides thetaiotaomicron",0.2
"Blautia wexlerae",0.2
"Roseburia intestinalis",0.2
"Phascolarctobacterium succinatutens",0.2
"Bacteroides fragilis",0.2
"Leyella stercorea",0.2
"Bacteroides eggerthii",0.2
"Dorea formicigenerans",0.2
"Bacteroides cellulosilyticus",0.2
"Bifidobacterium bifidum",0.2
"Odoribacter splanchnicus",0.2
"[Ruminococcus] lactaris",0.2
"Bacteroides xylanisolvens",0.2
"Agathobaculum butyriciproducens",0.2
"Bifidobacterium pseudocatenulatum",0.2
"Roseburia hominis",0.2
"Streptococcus salivarius",0.2
"Mediterraneibacter gnavus",0.2
"Coprococcus catus",0.2
"Streptococcus thermophilus",0.2
"Prevotella bivia",0.2
"Alistipes inops",0.2
"Holdemanella biformis",0.2
"Phocaeicola massiliensis",0.2
"Klebsiella pneumoniae",0.2
"Ruthenibacterium lactatiformans",0.2
"Gemmiger formicilis",0.2
"Bacteroides intestinalis",0.2
"Alistipes shahii",0.2
"Catenibacterium mitsuokai",0.2
"Phocaeicola coprocola",0.2
"Bifidobacterium catenulatum",0.2
"Adlercreutzia equolifaciens",0.2
"Flavonifractor plautii",0.2
"Bacteroides finegoldii",0.2
"Phascolarctobacterium faecium",0.2
"Bacteroides faecis",0.2
"Parasutterella excrementihominis",0.2
"Slackia isoflavoniconvertens",0.2
"Bifidobacterium angulatum",0.2
"Eubacterium ramulus",0.2
"Ligilactobacillus ruminis",0.2
"Dialister invisus",0.2
"Eubacterium ventriosum",0.2
"Hoylesella buccalis",0.2
"Finegoldia magna",0.2
"Cupriavidus metallidurans",0.2
"Desulfovibrio piger",0.2
"Acidaminococcus intestini",0.2
"Paraprevotella xylaniphila",0.2
"Intestinibacter bartlettii",0.2
"Bifidobacterium animalis",0.2
"Bacteroides salyersiae",0.2
"Streptococcus parasanguinis",0.2
"Eggerthella lenta",0.2
"Hoylesella timonensis",0.2
"Enterococcus faecium",0.2
"Prevotella corporis",0.2
"Bacteroides clarus",0.2
"Klebsiella variicola",0.2
"Gordonibacter pamelaeae",0.2
"Monoglobus pectinilyticus",0.2
"Veillonella parvula",0.2
"Prevotella disiens",0.2
"Megasphaera elsdenii",0.2
"Segatella copri",0.2
"Faecalibacterium prausnitzii",0.2
"Phocaeicola vulgatus",0.2
"Bacteroides uniformis",0.2
"Ruminococcus bromii",0.2
"Agathobacter rectalis",0.2
"Bifidobacterium adolescentis",0.2
"Collinsella aerofaciens",0.2
"Alistipes putredinis",0.2
"Phocaeicola dorei",0.2
"Fusicatenibacter saccharivorans",0.2
"Roseburia faecis",0.2
"Bifidobacterium longum",0.2
"Akkermansia muciniphila",0.2
"Anaerostipes hadrus",0.2
"Bacteroides stercoris",0.2
"Escherichia coli",0.2
"Dorea longicatena",0.2
"[Ruminococcus] torques",0.2
"Lachnospira eligens",0.2
"Phocaeicola plebeius",0.2
"Parabacteroides distasonis",0.2
"Anaerobutyricum hallii",0.2
"Coprococcus eutactus",0.2
"Coprococcus comes",0.2
"Bacteroides ovatus",0.2
"Bacteroides caccae",0.2
"Roseburia inulinivorans",0.2
"Barnesiella intestinihominis",0.2
"Methanobrevibacter smithii",0.2
"Lachnospira pectinoschiza",0.2
"Eshraghiella crossota",0.2
"Parabacteroides merdae",0.2
"Blautia obeum",0.2
"Alistipes finegoldii",0.2
"Bacteroides thetaiotaomicron",0.2
"Blautia wexlerae",0.2
"Roseburia intestinalis",0.2
"Phascolarctobacterium succinatutens",0.2
"Bacteroides fragilis",0.2
"Leyella stercorea",0.2
"Bacteroides eggerthii",0.2
"Dorea formicigenerans",0.2
"Bacteroides cellulosilyticus",0.2
"Bifidobacterium bifidum",0.2
"Odoribacter splanchnicus",0.2
"[Ruminococcus] lactaris",0.2
"Bacteroides xylanisolvens",0.2
"Agathobaculum butyriciproducens",0.2
"Bifidobacterium pseudocatenulatum",0.2
"Roseburia hominis",0.2
"Streptococcus salivarius",0.2
"Mediterraneibacter gnavus",0.2
"Coprococcus catus",0.2
"Streptococcus thermophilus",0.2
"Prevotella bivia",0.2
"Alistipes inops",0.2
"Holdemanella biformis",0.2
"Phocaeicola massiliensis",0.2
"Klebsiella pneumoniae",0.2
"Ruthenibacterium lactatiformans",0.2
"Gemmiger formicilis",0.2
"Bacteroides intestinalis",0.2
"Alistipes shahii",0.2
"Catenibacterium mitsuokai",0.2
"Phocaeicola coprocola",0.2
"Bifidobacterium catenulatum",0.2
"Adlercreutzia equolifaciens",0.2
"Flavonifractor plautii",0.2
"Bacteroides finegoldii",0.2
"Phascolarctobacterium faecium",0.2
"Bacteroides faecis",0.2
"Parasutterella excrementihominis",0.2
"Slackia isoflavoniconvertens",0.2
"Bifidobacterium angulatum",0.2
"Eubacterium ramulus",0.2
"Ligilactobacillus ruminis",0.2
"Dialister invisus",0.2
"Eubacterium ventriosum",0.2
"Hoylesella buccalis",0.2
"Finegoldia magna",0.2
"Cupriavidus metallidurans",0.2
"Desulfovibrio piger",0.2
"Acidaminococcus intestini",0.2
"Paraprevotella xylaniphila",0.2
"Intestinibacter bartlettii",0.2
"Bifidobacterium animalis",0.2
"Bacteroides salyersiae",0.2
"Streptococcus parasanguinis",0.2
"Eggerthella lenta",0.2
"Hoylesella timonensis",0.2
"Enterococcus faecium",0.2
"Prevotella corporis",0.2
"Bacteroides clarus",0.2
"Klebsiella variicola",0.2
"Gordonibacter pamelaeae",0.2
"Monoglobus pectinilyticus",0.2
"Veillonella parvula",0.2
"Prevotella disiens",0.2
"Megasphaera elsdenii",0.2
"Segatella copri",0.2
"Faecalibacterium prausnitzii",0.2
"Phocaeicola vulgatus",0.2
"Bacteroides uniformis",0.2
"Ruminococcus bromii",0.2
"Agathobacter rectalis",0.2
"Bifidobacterium adolescentis",0.2
"Collinsella aerofaciens",0.2
"Alistipes putredinis",0.2
"Phocaeicola dorei",0.2
"Fusicatenibacter saccharivorans",0.2
"Roseburia faecis",0.2
"Bifidobacterium longum",0.2
"Akkermansia muciniphila",0.2
"Anaerostipes hadrus",0.2
"Bacteroides stercoris",0.2
"Escherichia coli",0.2
"Dorea longicatena",0.2
"[Ruminococcus] torques",0.2
"Lachnospira eligens",0.2
"Phocaeicola plebeius",0.2
"Parabacteroides distasonis",0.2
"Anaerobutyricum hallii",0.2
"Coprococcus eutactus",0.2
"Coprococcus comes",0.2
"Bacteroides ovatus",0.2
"Bacteroides caccae",0.2
"Roseburia inulinivorans",0.2
"Barnesiella intestinihominis",0.2
"Methanobrevibacter smithii",0.2
"Lachnospira pectinoschiza",0.2
"Eshraghiella crossota",0.2
"Parabacteroides merdae",0.2
"Blautia obeum",0.2
"Alistipes finegoldii",0.2
"Bacteroides thetaiotaomicron",0.2
"Blautia wexlerae",0.2
"Roseburia intestinalis",0.2
"Phascolarctobacterium succinatutens",0.2
"Bacteroides fragilis",0.2
"Leyella stercorea",0.2
"Bacteroides eggerthii",0.2
"Dorea formicigenerans",0.2
"Bacteroides cellulosilyticus",0.2
"Bifidobacterium bifidum",0.2
"Odoribacter splanchnicus",0.2
"[Ruminococcus] lactaris",0.2
"Bacteroides xylanisolvens",0.2
"Agathobaculum butyriciproducens",0.2
"Bifidobacterium pseudocatenulatum",0.2
"Roseburia hominis",0.2
"Streptococcus salivarius",0.2
"Mediterraneibacter gnavus",0.2
"Coprococcus catus",0.2
"Streptococcus thermophilus",0.2
"Prevotella bivia",0.2
"Alistipes inops",0.2
"Holdemanella biformis",0.2
"Phocaeicola massiliensis",0.2
"Klebsiella pneumoniae",0.2
"Ruthenibacterium lactatiformans",0.2
"Gemmiger formicilis",0.2
"Bacteroides intestinalis",0.2
"Alistipes shahii",0.2
"Catenibacterium mitsuokai",0.2
"Phocaeicola coprocola",0.2
"Bifidobacterium catenulatum",0.2
"Adlercreutzia equolifaciens",0.2
"Flavonifractor plautii",0.2
"Bacteroides finegoldii",0.2
"Phascolarctobacterium faecium",0.2
"Bacteroides faecis",0.2
"Parasutterella excrementihominis",0.2
"Slackia isoflavoniconvertens",0.2
"Bifidobacterium angulatum",0.2
"Eubacterium ramulus",0.2
"Ligilactobacillus ruminis",0.2
"Dialister invisus",0.2
"Eubacterium ventriosum",0.2
"Hoylesella buccalis",0.2
"Finegoldia magna",0.2
"Cupriavidus metallidurans",0.2
"Desulfovibrio piger",0.2
"Acidaminococcus intestini",0.2
"Paraprevotella xylaniphila",0.2
"Intestinibacter bartlettii",0.2
"Bifidobacterium animalis",0.2
"Bacteroides salyersiae",0.2
"Streptococcus parasanguinis",0.2
"Eggerthella lenta",0.2
"Hoylesella timonensis",0.2
"Enterococcus faecium",0.2
"Prevotella corporis",0.2
"Bacteroides clarus",0.2
"Klebsiella variicola",0.2
"Gordonibacter pamelaeae",0.2
"Monoglobus pectinilyticus",0.2
"Veillonella parvula",0.2
"Prevotella disiens",0.2
"Megasphaera elsdenii",0.2
"Segatella copri",0.2
"Faecalibacterium prausnitzii",0.2
"Phocaeicola vulgatus",0.2
"Bacteroides uniformis",0.2
"Ruminococcus bromii",0.2
"Agathobacter rectalis",0.2
"Bifidobacterium adolescentis",0.2
"Collinsella aerofaciens",0.2
"Alistipes putredinis",0.2
"Phocaeicola dorei",0.2
"Fusicatenibacter saccharivorans",0.2
"Roseburia faecis",0.2
"Bifidobacterium longum",0.2
"Akkermansia muciniphila",0.2
"Anaerostipes hadrus",0.2
"Bacteroides stercoris",0.2
"Escherichia coli",0.2
"Dorea longicatena",0.2
"[Ruminococcus] torques",0.2
"Lachnospira eligens",0.2
"Phocaeicola plebeius",0.2
"Parabacteroides distasonis",0.2
"Anaerobutyricum hallii",0.2
"Coprococcus eutactus",0.2
"Coprococcus comes",0.2
"Bacteroides ovatus",0.2
"Bacteroides caccae",0.2
"Roseburia inulinivorans",0.2
"Barnesiella intestinihominis",0.2
"Methanobrevibacter smithii",0.2
"Lachnospira pectinoschiza",0.2
"Eshraghiella crossota",0.2
"Parabacteroides merdae",0.2
"Blautia obeum",0.2
"Alistipes finegoldii",0.2
"Bacteroides thetaiotaomicron",0.2
"Blautia wexlerae",0.2
"Roseburia intestinalis",0.2
"Phascolarctobacterium succinatutens",0.2
"Bacteroides fragilis",0.2
"Leyella stercorea",0.2
"Bacteroides eggerthii",0.2
"Dorea formicigenerans",0.2
"Bacteroides cellulosilyticus",0.2
"Bifidobacterium bifidum",0.2
"Odoribacter splanchnicus",0.2
"[Ruminococcus] lactaris",0.2
"Bacteroides xylanisolvens",0.2
"Agathobaculum butyriciproducens",0.2
"Bifidobacterium pseudocatenulatum",0.2
"Roseburia hominis",0.2
"Streptococcus salivarius",0.2
"Mediterraneibacter gnavus",0.2
"Coprococcus catus",0.2
"Streptococcus thermophilus",0.2
"Prevotella bivia",0.2
"Alistipes inops",0.2
"Holdemanella biformis",0.2
"Phocaeicola massiliensis",0.2
"Klebsiella pneumoniae",0.2
"Ruthenibacterium lactatiformans",0.2
"Gemmiger formicilis",0.2
"Bacteroides intestinalis",0.2
"Alistipes shahii",0.2
"Catenibacterium mitsuokai",0.2
"Phocaeicola coprocola",0.2
"Bifidobacterium catenulatum",0.2
"Adlercreutzia equolifaciens",0.2
"Flavonifractor plautii",0.2
"Bacteroides finegoldii",0.2
"Phascolarctobacterium faecium",0.2
"Bacteroides faecis",0.2
"Parasutterella excrementihominis",0.2
"Slackia isoflavoniconvertens",0.2
"Bifidobacterium angulatum",0.2
"Eubacterium ramulus",0.2
"Ligilactobacillus ruminis",0.2
"Dialister invisus",0.2
"Eubacterium ventriosum",0.2
"Hoylesella buccalis",0.2
"Finegoldia magna",0.2
"Cupriavidus metallidurans",0.2
"Desulfovibrio piger",0.2
"Acidaminococcus intestini",0.2
"Paraprevotella xylaniphila",0.2
"Intestinibacter bartlettii",0.2
"Bifidobacterium animalis",0.2
"Bacteroides salyersiae",0.2
"Streptococcus parasanguinis",0.2
"Eggerthella lenta",0.2
"Hoylesella timonensis",0.2
"Enterococcus faecium",0.2
"Prevotella corporis",0.2
"Bacteroides clarus",0.2
"Klebsiella variicola",0.2
"Gordonibacter pamelaeae",0.2
"Monoglobus pectinilyticus",0.2
"Veillonella parvula",0.2
"Prevotella disiens",0.2
"Megasphaera elsdenii",0.2
"Coprobacter fastidiosus",0.2
"Alistipes indistinctus",0.2
"Mitsuokella multacida",0.2
"Clostridium disporicum",0.2
"Turicibacter sanguinis",0.2
"Enterocloster bolteae",0.2
"Fusobacterium mortiferum",0.2
"Parabacteroides johnsonii",0.2
"Stenotrophomonas maltophilia",0.2
"Parabacteroides goldsteinii",0.2
"Megamonas funiformis",0.2
"Peptoniphilus lacrimalis",0.2
"Faecalitalea cylindroides",0.2
"Butyricimonas virosa",0.2
"Haemophilus parainfluenzae",0.2
"Enterocloster clostridioformis",0.2
"Streptococcus lutetiensis",0.2
"Klebsiella quasipneumoniae",0.2
"Dialister succinatiphilus",0.2
"Bilophila wadsworthia",0.2
"Anaerococcus vaginalis",0.2
"Enterococcus faecalis",0.2
"Thomasclavelia ramosa",0.2
"[Clostridium] innocuum",0.2
"Intestinimonas butyriciproducens",0.2
"Comamonas kerstersii",0.2
"Phocaeicola coprophilus",0.2
"Bifidobacterium breve",0.2
"Alistipes onderdonkii",0.2
"Treponema succinifaciens",0.2
"Porphyromonas asaccharolytica",0.2
"Veillonella atypica",0.2
"Collinsella intestinalis",0.2
"Sellimonas intestinalis",0.2
"Campylobacter ureolyticus",0.2
"Campylobacter hominis",0.2
"Bifidobacterium dentium",0.2
"Eisenbergiella massiliensis",0.2
"Ezakiella coagulans",0.2
"Methanosphaera stadtmanae",0.2
"Enorma massiliensis",0.2
"Lactococcus petauri",0.2
"Eisenbergiella tayi",0.2
"Sarcina ventriculi",0.2
"Victivallis vadensis",0.2
"Butyricimonas synergistica",0.2
"Leuconostoc citreum",0.2
"Ligilactobacillus salivarius",0.2
"Hungatella hathewayi",0.2
"Gardnerella vaginalis",0.2
"Veillonella dispar",0.2
"Enterococcus hirae",0.2
"Anaerotignum lactatifermentans",0.2
"Coprobacillus cateniformis",0.2
"Lactococcus lactis",0.2
"[Lactobacillus] rogosae",0.2
"Lactobacillus delbrueckii",0.2
"[Clostridium] symbiosum",0.2
"Klebsiella michiganensis",0.2
"Streptococcus vestibularis",0.2
"Ruminococcus callidus",0.2
"Tractidigestivibacter scatoligenes",0.2
"Megamonas hypermegale",0.2
"Lactococcus garvieae",0.2
"Citrobacter freundii",0.2
"Thomasclavelia spiroformis",0.2
"Lactobacillus iners",0.2
"Streptococcus infantarius",0.2
"Coprobacter secundus",0.2
"Escherichia marmotae",0.2
"Clostridium perfringens",0.2
"Segatella buccae",0.2
"Blautia hydrogenotrophica",0.2
"Pseudomonas lundensis",0.2
"Corynebacterium amycolatum",0.2
"Treponema berlinense",0.2
"Anaerobiospirillum thomasii",0.2
"Turicimonas muris",0.2
"Streptococcus mitis",0.2
"Fannyhessea vaginae",0.2
"Paraprevotella clara",0.2
"Limosilactobacillus mucosae",0.2
"Peptoniphilus harei",0.2
"Hallella colorans",0.2
"Schaalia turicensis",0.2
"Blautia hansenii",0.2
"Lacrimispora saccharolytica",0.2
"Lactobacillus paragasseri",0.2
"Acidaminococcus fermentans",0.2
"Mitsuokella jalaludinii",0.2
"Eubacterium coprostanoligenes",0.2
"Streptococcus oralis",0.2
"Weissella confusa",0.2
"Bifidobacterium ruminantium",0.2
"Holdemania filiformis",0.2
"Lactobacillus amylovorus",0.2
"Criibacterium bergeronii",0.2
"Anaerotruncus colihominis",0.2
"Stenotrophomonas pavanii",0.2
"Negativicoccus succinicivorans",0.2
"Limosilactobacillus fermentum",0.2
"Oxalobacter formigenes",0.2
"Enterocloster citroniae",0.2
"Odoribacter laneus",0.2
"Citrobacter youngae",0.2
"Veillonella seminalis",0.2
"Candidatus Methanomassiliicoccus intestinalis",0.2
"Megasphaera micronuciformis",0.2
"Klebsiella aerogenes",0.2
"Brachyspira pilosicoli",0.2
"Sneathia vaginalis",0.2
"Anaerococcus tetradius",0.2
"Staphylococcus epidermidis",0.2
"Lactobacillus acidophilus",0.2
"Dielma fastidiosa",0.2
"Cetobacterium somerae",0.2
"Streptococcus mutans",0.2
"Streptococcus gordonii",0.2
"Limosilactobacillus reuteri",0.2
"Alloscardovia omnicolens",0.2
"Dialister pneumosintes",0.2
"Rothia mucilaginosa",0.2
"Enterocloster lavalensis",0.2
"Leuconostoc mesenteroides",0.2
"Faecalicoccus pleomorphus",0.2
"Romboutsia ilealis",0.2
"Veillonella infantium",0.2
"Blautia producta",0.2
"Weissella cibaria",0.2
"Latilactobacillus sakei",0.2
"Streptococcus pasteurianus",0.2
"Klebsiella oxytoca",0.2
"Latilactobacillus curvatus",0.2
"Peptostreptococcus anaerobius",0.2
"Schaalia odontolytica",0.2
"Adlercreutzia caecimuris",0.2
"Akkermansia glycaniphila",0.2
"Bacteroides fluxus",0.2
"Alistipes timonensis",0.2
"Solobacterium moorei",0.2
"Enterocloster asparagiformis",0.2
"Lactobacillus johnsonii",0.2
"Bacteroides nordii",0.2
"Cutibacterium acnes",0.2
"Streptococcus macedonicus",0.2
"Proteus mirabilis",0.2
"Acinetobacter johnsonii",0.2
"Prevotella amnii",0.2
"Citrobacter koseri",0.2
"Atopobium minutum",0.2
"Streptococcus sanguinis",0.2
"Amedibacillus dolichus",0.2
"Blautia argi",0.2
"Ligilactobacillus animalis",0.2
"Rikenella microfusus",0.2
"Clostridium paraputrificum",0.2
"Allisonella histaminiformans",0.2
"Massilimicrobiota timonensis",0.2
"Cloacibacillus porcorum",0.2
"Lactiplantibacillus plantarum",0.2
"Jonquetella anthropi",0.2
"Lacticaseibacillus rhamnosus",0.2
"Pyramidobacter piscolens",0.2
"Lactobacillus gasseri",0.2
"Pseudomonas fragi",0.2
"Fusobacterium ulcerans",0.2
"Streptococcus australis",0.2
"Gemella sanguinis",0.2
"Porphyromonas uenonis",0.2
"Hafnia alvei",0.2
"Lactococcus raffinolactis",0.2
"Harryflintia acetispora",0.2
"Actinomyces oris",0.2
"Dialister micraerophilus",0.2
"Hallella bergensis",0.2
"Lawsonella clevelandensis",0.2
"Mogibacterium diversum",0.2
"Parvimonas micra",0.2
"Plesiomonas shigelloides",0.2
"Gemelliphila asaccharolytica",0.2
"Haemophilus pittmaniae",0.2
"Blautia coccoides",0.2
"Varibaculum cambriense",0.2
"Ureaplasma parvum",0.2
"Streptococcus infantis",0.2
"Fusobacterium gonidiaformans",0.2
"Aeriscardovia aeriphila",0.2
"Hafnia paralvei",0.2
"Enterobacter mori",0.2
"Lactobacillus crispatus",0.2
"Kosakonia cowanii",0.2
"Enterobacter bugandensis",0.2
"Sanguibacteroides justesenii",0.2
"Clostridium celatum",0.2
"Morganella morganii",0.2
"Raoultella ornithinolytica",0.2
"Citrobacter portucalensis",0.2
"Citrobacter braakii",0.2
"Anaerococcus lactolyticus",0.2
"Corynebacterium pyruviciproducens",0.2
"Streptococcus sobrinus",0.2
"Methanobrevibacter woesei",0.2
"Megamonas rupellensis",0.2
"Anaerococcus hydrogenalis",0.2
"Christensenella minuta",0.2
"Enterococcus gallinarum",0.2
"Anaerococcus prevotii",0.2
"Pediococcus pentosaceus",0.2
"Enterococcus avium",0.2
"Streptococcus gallolyticus",0.2
"Enterococcus durans",0.2
"Cutibacterium avidum",0.2
"Acinetobacter schindleri",0.2
"Streptococcus equinus",0.2
"Pseudomonas psychrophila",0.2
"Atlantibacter hermannii",0.2
"Campylobacter jejuni",0.2
"[Clostridium] scindens",0.2
"Brevundimonas diminuta",0.2
"Eubacterium pyruvativorans",0.2
"Anaerostipes caccae",0.2
"Citrobacter pasteurii",0.2
"Streptococcus agalactiae",0.2
"Citrobacter amalonaticus",0.2
"Actinomyces graevenitzii",0.2
"Bifidobacterium pullorum",0.2
"Acinetobacter variabilis",0.2
"Anaeroglobus geminatus",0.2
"Aerococcus christensenii",0.2
"Corynebacterium aurimucosum",0.2
"Helicobacter cinaedi",0.2
"Enterococcus thailandicus",0.2
"Kluyvera georgiana",0.2
"Phocaeicola sartorii",0.2
"Helicobacter fennelliae",0.2
"Enterocloster aldenensis",0.2
"Peptoniphilus duerdenii",0.2
"Aedoeadaptatus coxii",0.2
"Pediococcus acidilactici",0.2
"Pseudoglutamicibacter albus",0.2
"Lentilactobacillus parabuchneri",0.2
"Achromobacter xylosoxidans",0.2
"Desulfovibrio fairfieldensis",0.2
"Parabacteroides gordonii",0.2
"Bifidobacterium pseudolongum",0.2
"Butyricicoccus pullicaecorum",0.2
"Candida albicans",0.2
"Terrisporobacter othiniensis",0.2
"Escherichia fergusonii",0.2
"Enterococcus casseliflavus",0.2
"Actinomyces naeslundii",0.2
"Leuconostoc pseudomesenteroides",0.2
"Anaerococcus octavius",0.2
"Peptostreptococcus stomatis",0.2
"Fructilactobacillus sanfranciscensis",0.2
"Bacteroides stercorirosoris",0.2
"Atopobium deltae",0.2
"Mageeibacillus indolicus",0.2
"Propionibacterium freudenreichii",0.2
"Peptococcus niger",0.2
"Stenotrophomonas rhizophila",0.2
"Eubacterium callanderi",0.2
"Erysipelothrix larvae",0.2
"Campylobacter upsaliensis",0.2
"Fusobacterium varium",0.2
"Christensenella hongkongensis",0.2
"Pradoshia eiseniae",0.2
"Gemella haemolysans",0.2
"Limosilactobacillus ingluviei",0.2
"Lactiplantibacillus pentosus",0.2
"Fusobacterium nucleatum",0.2
"Succinatimonas hippei",0.2
"Ligilactobacillus agilis",0.2
"Bifidobacterium scardovii",0.2
"Corynebacterium simulans",0.2
"Slackia exigua",0.2
"Limosilactobacillus oris",0.2
"Methanosphaera cuniculi",0.2
"Haemophilus sputorum",0.2
"Bifidobacterium merycicum",0.2
"Pseudoflavonifractor capillosus",0.2
"Eubacterium limosum",0.2
"Brevibacterium ravenspurgense",0.2
"Campylobacter concisus",0.2
"Butyricicoccus porcorum",0.2
"Kluyvera ascorbata",0.2
"Gemella morbillorum",0.2
"Aggregatibacter segnis",0.2
"Rothia dentocariosa",0.2
"Lapidilactobacillus dextrinicus",0.2
