"old_name","current_name"
"Klebsiella sp. G5","[Enterobacter] lignolyticus"
"Lactobacillus brevis","Levilactobacillus brevis"
"Lactobacillus casei","Lacticaseibacillus casei"
"Lactobacillus curvatus","Latilactobacillus curvatus"
"Lactobacillus fermentum","Limosilactobacillus fermentum"
"Lactobacillus hokkaidonensis","Paucilactobacillus hokkaidonensis"
"Lactobacillus koreensis","Levilactobacillus koreensis"
"Lactobacillus kunkeei","Apilactobacillus kunkeei"
"Lactobacillus lindneri","Fructilactobacillus lindneri"
"Lactobacillus mucosae","Limosilactobacillus mucosae"
"Lactobacillus paracasei","Lacticaseibacillus paracasei"
"Lactobacillus paracollinoides","Secundilactobacillus paracollinoides"
"Lactobacillus paraplantarum","Lactiplantibacillus paraplantarum"
"Lactobacillus plantarum","Lactiplantibacillus plantarum"
"Lactobacillus reuteri","Limosilactobacillus reuteri"
"Lactobacillus rhamnosus","Lacticaseibacillus rhamnosus"
"Lactobacillus ruminis","Ligilactobacillus ruminis"
"Lactobacillus sakei","Latilactobacillus sakei"
"Lactobacillus salivarius","Ligilactobacillus salivarius"
"Lactobacillus sanfranciscensis","Fructilactobacillus sanfranciscensis"
"Lactococcus piscium","Pseudolactococcus piscium"
"Macrococcus caseolyticus","Macrococcoides caseolyticum"
"Magnetospirillum magneticum","Paramagnetospirillum magneticum"
"Marinobacter hydrocarbonoclasticus","Marinobacter nauticus"
"Meiothermus silvanus","Allomeiothermus silvanus"
"Methylacidiphilum fumariolicum","Candidatus Methylacidiphilum fumarolicum"
"Methylacidiphilum infernorum","Candidatus Methylacidiphilum infernorum"
"Methylobacterium extorquens","Methylorubrum extorquens"
"Methylobacterium populi","Methylorubrum populi"
"Methylomicrobium alcaliphilum","Methylotuvimicrobium alcaliphilum"
"Micromonospora aurantiaca","Micromonospora aurantiaca (nom. illeg.)"
"Moorea producens","Moorena producens"
"Moorella thermoacetica","Neomoorella thermoacetica"
"Moraxella osloensis","Faucicola osloensis"
"Muricauda ruestringensis","Flagellimonas ruestringensis"
"Mycobacterium abscessus","Mycobacteroides abscessus"
"Mycobacterium bovis","Mycobacterium tuberculosis variant bovis"
"Mycobacterium chelonae","Mycobacteroides chelonae"
"Mycobacterium chubuense","Mycolicibacterium chubuense"
"Mycobacterium fortuitum","Mycolicibacterium fortuitum"
"Mycobacterium gilvum","Mycolicibacterium gilvum"
"Mycobacterium neoaurum","Mycolicibacterium neoaurum"
"Mycobacterium smegmatis","Mycolicibacterium smegmatis"
"Mycobacterium sp. NRRL B-3805","Mycolicibacterium neoaurum"
"Mycobacterium vaccae","Mycolicibacterium vaccae"
"Mycobacterium vanbaalenii","Mycolicibacterium vanbaalenii"
"Mycoplasma agalactiae","Mycoplasmopsis agalactiae"
"Mycoplasma arginini","Mycoplasmopsis arginini"
"Mycoplasma arthritidis","Metamycoplasma arthritidis"
"Mycoplasma bovis","Mycoplasmopsis bovis"
"Mycoplasma bovoculi","Mesomycoplasma bovoculi"
"Mycoplasma californicum","Mycoplasmopsis californica"
"Mycoplasma cynos","Mycoplasmopsis cynos"
"Mycoplasma fermentans","Mycoplasmopsis fermentans"
"Mycoplasma flocculare","Mesomycoplasma flocculare"
"Mycoplasma gallisepticum","Mycoplasmoides gallisepticum"
"Mycoplasma hominis","Metamycoplasma hominis"
"Mycoplasma hyopneumoniae","Mesomycoplasma hyopneumoniae"
"Mycoplasma hyorhinis","Mesomycoplasma hyorhinis"
"Mycoplasma mobile","[Mycoplasma] mobile"
"Mycoplasma penetrans","Malacoplasma penetrans"
"Mycoplasma pulmonis","Mycoplasmopsis pulmonis"
"Mycoplasma synoviae","Mycoplasmopsis synoviae"
"Neorickettsia sennetsu","Ehrlichia sennetsu"
"Ochrobactrum anthropi","Brucella anthropi"
"Oligotropha carboxidovorans","Afipia carboxidovorans"
"Oscillatoria nigro-viridis","Phormidium nigroviride"
"Paraburkholderia rhizoxinica","Mycetohabitans rhizoxinica"
"Paracoccus","Paracoccus <a-proteobacteria>"
"Pectobacterium sp. SCC3193","Pectobacterium parmentieri"
"Pelobacter carbinolicus","Syntrophotalea carbinolica"
"Prevotella enoeca","Hoylesella enoeca"
"Prevotella ruminicola","Xylanibacter ruminicola"
"Propionibacterium acnes","Cutibacterium acnes"
"Propionibacterium sp. oral taxon 193","Cutibacterium modestum"
"Pseudomonas alcaligenes","Aquipseudomonas alcaligenes"
"Pseudomonas balearica","Stutzerimonas balearica"
"Pseudomonas mendocina","Ectopseudomonas mendocina"
"Pseudomonas pseudoalcaligenes","Ectopseudomonas oleovorans"
"Pseudomonas resinovorans","Metapseudomonas resinovorans"
"Pseudomonas stutzeri","Stutzerimonas stutzeri"
"Pseudopropionibacterium propionicum","Arachnia propionica"
"Rhodobacter sphaeroides","Cereibacter sphaeroides"
"Rhodobacteraceae","Paracoccaceae"
"Rhodococcus","Rhodococcus <high G+C Gram-positive bacteria>"
"Rhodococcus equi","Prescottella equi"
"Rhodococcus fascians","Rhodococcoides fascians"
"Rhodococcus sp. PBTS 2","Rhodococcoides fascians"
"Rickettsia heilongjiangensis","Rickettsia conorii subsp. heilongjiangensis"
"Rivularia","Rivularia <cyanobacteria>"
"Roseibacterium elongatum","Roseicyclus elongatus"
"Ruegeria mobilis","Tritonibacter mobilis"
"Ruminiclostridium thermocellum","Acetivibrio thermocellus"
"Ruminococcus bicirculans","Ruminococcus bicirculans (ex Liu et al. 2021) <Ruminococcus bicirculans (ex Liu et al. 2021)>"
"Sneathia amnii","Sneathia vaginalis"
"Sphaerochaeta coccoides","Parasphaerochaeta coccoides"
"Sphingobium japonicum","Sphingobium indicum"
"Sphingomonas wittichii","Rhizorhabdus wittichii"
"Spiroplasma atrichopogonis","Spiroplasma mirum"
"Starkeya novella","Ancylobacter novellus"
"Streptomyces albulus","Streptomyces noursei"
"Streptomyces cattleya","Streptantibioticus cattleyicolor"
"Sulfolobus islandicus","Saccharolobus islandicus"
"Sulfolobus solfataricus","Saccharolobus solfataricus"
"Tannerella sp. oral taxon HOT-286","Tannerella serpentiformis"
"Thauera sp. MZ1T","Thauera aminoaromatica"
"Thermosynechococcus elongatus","Thermosynechococcus vestitus"
"Thermotoga naphthophila","Thermotoga petrophila"
"Thioalkalimicrobium aerophilum","Thiomicrospira aerophila"
"Thioalkalimicrobium cyclicum","Thiomicrospira cyclica"
"Thiomicrospira crunogena","Hydrogenovibrio crunogenus"
"Treponema azotonutricium","Leadbettera azotonutricia"
"Treponema caldarium","Gracilinema caldarium"
"Verrucosispora maris","Micromonospora maris"
"Xanthomonas fuscans","Xanthomonas citri pv. fuscans"
"[Bacillus] selenitireducens","Salisediminibacterium selenitireducens"
"[Clostridium] cellulolyticum","Ruminiclostridium cellulolyticum"
"[Clostridium] clariflavum","Acetivibrio clariflavus"
"[Clostridium] propionicum","Anaerotignum propionicum"
"[Clostridium] saccharolyticum","Lacrimispora saccharolytica"
"[Clostridium] stercorarium","Thermoclostridium stercorarium"
"[Eubacterium] eligens","Lachnospira eligens"
"[Eubacterium] rectale","Agathobacter rectalis"
"[Haemophilus] parasuis","Glaesserella parasuis"
