"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,"unknown genome; accession ID isNZ_ACCK01000402.1",6,8.4526090386566e-05,6,8.4526090386566e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000400.1",6,8.4526090386566e-05,6,8.4526090386566e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000066.1",6,8.4526090386566e-05,6,8.4526090386566e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000054.1",6,8.4526090386566e-05,6,8.4526090386566e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000002.1",6,8.4526090386566e-05,6,8.4526090386566e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445975,"Collinsella stercoris",6,8.4526090386566e-05,3.7,5.18955246329239e-05,NA,"Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella stercoris",NA,NA,NA,NA,NA,NA,NA
478749,"Marvinbryantia formatexigens",6,8.4526090386566e-05,5.5,7.67989658408239e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens",NA,NA,NA,NA,NA,NA,NA
888743,"Prevotella multiformis",6,8.4526090386566e-05,11.8,0.00016656855569949,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella multiformis",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_BBDW01000003.1",6,8.4526090386566e-05,6,8.4542125407894e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776384,"Emergencia timonensis",6,8.4526090386566e-05,6,8.45475849734772e-05,NA,"Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","Emergencia","Emergencia timonensis",NA,NA,NA,NA,NA,NA,NA
1871021,"Lachnoclostridium phocaeense",6,8.4526090386566e-05,5.2,7.34201523749627e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium phocaeense",NA,NA,NA,NA,NA,NA,NA
1590550,"Punavirus RCS47",6,8.4526090386566e-05,5.3,7.41720956864533e-05,NA,"Uroviricota","Caudoviricetes",NA,NA,"Punavirus","Punavirus RCS47",NA,NA,NA,NA,NA,NA,NA
428127,"Amedibacillus dolichus",5,7.04384086554717e-05,4.8,6.75671226305999e-05,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus","Amedibacillus dolichus",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000466.1",5,7.04384086554717e-05,5,7.04384086554717e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000446.1",5,7.04384086554717e-05,5,7.04384086554717e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000440.1",5,7.04384086554717e-05,5,7.04384086554717e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
997894,"Enterocloster bolteae",5,7.04384086554717e-05,5.4,7.60287637191521e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster bolteae",NA,NA,NA,NA,NA,NA,NA
411471,"Subdoligranulum variabile",5,7.04384086554717e-05,5.2,7.28931241376665e-05,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Subdoligranulum","Subdoligranulum variabile",NA,NA,NA,NA,NA,NA,NA
871963,"Desulfitobacterium dichloroeliminans",5,7.04384086554717e-05,3.5,4.99390138475279e-05,NA,"Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfitobacterium","Desulfitobacterium dichloroeliminans",NA,NA,NA,NA,NA,NA,NA
290052,"Acetivibrio ethanolgignens",5,7.04384086554717e-05,4.3,6.11244156621506e-05,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio ethanolgignens",NA,NA,NA,NA,NA,NA,NA
742743,"Dialister succinatiphilus",5,7.04384086554717e-05,5,7.04398027150503e-05,NA,"Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister succinatiphilus",NA,NA,NA,NA,NA,NA,NA
1160721,"Ruminococcus bicirculans (ex Wegman et al. 2014)",5,7.04384086554717e-05,5,7.04384677917446e-05,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus bicirculans (ex Wegman et al. 2014)",NA,NA,NA,NA,NA,NA,NA
196242,"Marienburgvirus BP4795",5,7.04384086554717e-05,6,8.47992203572251e-05,NA,"Uroviricota","Caudoviricetes",NA,NA,"Marienburgvirus","Marienburgvirus BP4795",NA,NA,NA,NA,NA,NA,NA
1147146,"Lambdavirus HK630",5,7.04384086554717e-05,1.7,2.38120240615901e-05,NA,"Uroviricota","Caudoviricetes",NA,NA,"Lambdavirus","Lambdavirus HK630",NA,NA,NA,NA,NA,NA,NA
1815968,"Punavirus SJ46",5,7.04384086554717e-05,4.9,6.9207362354712e-05,NA,"Uroviricota","Caudoviricetes",NA,NA,"Punavirus","Punavirus SJ46",NA,NA,NA,NA,NA,NA,NA
1035196,"Peptostreptococcus anaerobius",4,5.63507269243773e-05,3.4,4.76052301690603e-05,NA,"Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus anaerobius",NA,NA,NA,NA,NA,NA,NA
768486,"Enterococcus hirae",4,5.63507269243773e-05,3.8,5.2888848660627e-05,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",NA,NA,NA,NA,NA,NA,NA
272563,"Clostridioides difficile",4,5.63507269243773e-05,4,5.63540781319591e-05,NA,"Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Clostridioides","Clostridioides difficile",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000444.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000433.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000430.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000416.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000407.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000406.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000068.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000045.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000039.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000032.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000021.1",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883077,"Schaalia turicensis",4,5.63507269243773e-05,2.3,3.27471619652366e-05,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia turicensis",NA,NA,NA,NA,NA,NA,NA
1158614,"Enterococcus gilvus",4,5.63507269243773e-05,4,5.6925515035328e-05,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gilvus",NA,NA,NA,NA,NA,NA,NA
888832,"Segatella salivae",4,5.63507269243773e-05,3.8,5.37181283278295e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella salivae",NA,NA,NA,NA,NA,NA,NA
1121094,"Phocaeicola barnesiae",4,5.63507269243773e-05,4.2,5.9443822424843e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola barnesiae",NA,NA,NA,NA,NA,NA,NA
701347,"[Enterobacter] lignolyticus",4,5.63507269243773e-05,3.9,5.54714845058961e-05,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","[Enterobacter] lignolyticus",NA,NA,NA,NA,NA,NA,NA
1745713,"Bariatricus massiliensis",4,5.63507269243773e-05,4,5.63511545694004e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Bariatricus","Bariatricus massiliensis",NA,NA,NA,NA,NA,NA,NA
1041607,"Wickerhamomyces ciferrii",4,5.63507269243773e-05,4.9,6.95799039480746e-05,NA,"Ascomycota","Saccharomycetes","Phaffomycetales","Wickerhamomycetaceae","Wickerhamomyces","Wickerhamomyces ciferrii",NA,NA,NA,NA,NA,NA,NA
563769,"Pankowvirus pv1717",4,5.63507269243773e-05,9.4,0.00013174954510391,NA,"Uroviricota","Caudoviricetes",NA,NA,"Pankowvirus","Pankowvirus pv1717",NA,NA,NA,NA,NA,NA,NA
1147152,"Enterobacteria phage mEp460",4,5.63507269243773e-05,4,5.63507269243773e-05,NA,"Uroviricota","Caudoviricetes",NA,NA,NA,"Enterobacteria phage mEp460",NA,NA,NA,NA,NA,NA,NA
1218112,"Kluyvera cryocrescens",3,4.2263045193283e-05,4.2,5.85714038744034e-05,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera cryocrescens",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_KB850945.1",3,4.2263045193283e-05,2.7,3.83941868442543e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565655,"Enterococcus casseliflavus",3,4.2263045193283e-05,3,4.22640636869729e-05,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",NA,NA,NA,NA,NA,NA,NA
39482,"Faecalicatena contorta",3,4.2263045193283e-05,3.1,4.36780400353293e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalicatena","Faecalicatena contorta",NA,NA,NA,NA,NA,NA,NA
883114,"Helcococcus kunzii",3,4.2263045193283e-05,2.2,3.04161388050376e-05,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Helcococcus","Helcococcus kunzii",NA,NA,NA,NA,NA,NA,NA
1242245,"Acinetobacter johnsonii",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter johnsonii",NA,NA,NA,NA,NA,NA,NA
1044999,"Erwinia tracheiphila",3,4.2263045193283e-05,3,4.27695961886832e-05,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia tracheiphila",NA,NA,NA,NA,NA,NA,NA
626522,"Alloprevotella tannerae",3,4.2263045193283e-05,3.3,4.62316637320744e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella tannerae",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000424.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000076.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000070.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000064.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000058.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000055.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000051.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000030.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000003.1",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888064,"Enterococcus italicus",3,4.2263045193283e-05,0.9,1.24544389644047e-05,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus italicus",NA,NA,NA,NA,NA,NA,NA
880074,"Barnesiella viscericola",3,4.2263045193283e-05,3,4.22660990475737e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella viscericola",NA,NA,NA,NA,NA,NA,NA
1122988,"Hoylesella nanceiensis",3,4.2263045193283e-05,3,4.22640174740898e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hoylesella","Hoylesella nanceiensis",NA,NA,NA,NA,NA,NA,NA
1349822,"Coprobacter fastidiosus",3,4.2263045193283e-05,3,4.24417868831036e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","Coprobacter fastidiosus",NA,NA,NA,NA,NA,NA,NA
875454,"Peptoniphilus rhinitidis",3,4.2263045193283e-05,3,4.2263045193283e-05,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus rhinitidis",NA,NA,NA,NA,NA,NA,NA
1118056,"Anaerococcus obesiensis",3,4.2263045193283e-05,2.5,3.52222150083297e-05,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus obesiensis",NA,NA,NA,NA,NA,NA,NA
1384589,"Entomohabitans teleogrylli",3,4.2263045193283e-05,3.1,4.41945035955952e-05,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Entomohabitans","Entomohabitans teleogrylli",NA,NA,NA,NA,NA,NA,NA
1118057,"Peptoniphilus grossensis",3,4.2263045193283e-05,3,4.22628506667306e-05,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus grossensis",NA,NA,NA,NA,NA,NA,NA
1650661,"Clostridium phoceensis",3,4.2263045193283e-05,3,4.24719497555796e-05,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium phoceensis",NA,NA,NA,NA,NA,NA,NA
1653435,"Merdimonas faecis",3,4.2263045193283e-05,2.7,3.7698434107504e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Merdimonas","Merdimonas faecis",NA,NA,NA,NA,NA,NA,NA
1903263,"Traorella massiliensis",3,4.2263045193283e-05,3.2,4.50089625877391e-05,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Traorella","Traorella massiliensis",NA,NA,NA,NA,NA,NA,NA
2681618,"Shamshuipovirus HK022",3,4.2263045193283e-05,1.8,2.4875036607203e-05,NA,"Uroviricota","Caudoviricetes",NA,NA,"Shamshuipovirus","Shamshuipovirus HK022",NA,NA,NA,NA,NA,NA,NA
1660368,"Traversvirus PA28",3,4.2263045193283e-05,5,7.11254933389216e-05,NA,"Uroviricota","Caudoviricetes",NA,NA,"Traversvirus","Traversvirus PA28",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_KI632515.1",2,2.81753634621887e-05,2.2,3.14322804943235e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,"Ligilactobacillus agilis",2,2.81753634621887e-05,1.4,1.94050624373838e-05,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus agilis",NA,NA,NA,NA,NA,NA,NA
1688,"Bifidobacterium cuniculi",2,2.81753634621887e-05,2,2.84034218102678e-05,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium cuniculi",NA,NA,NA,NA,NA,NA,NA
1234679,"Carnobacterium maltaromaticum",2,2.81753634621887e-05,2.9,4.10061889891444e-05,NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium maltaromaticum",NA,NA,NA,NA,NA,NA,NA
1122949,"Peptoniphilus lacrimalis",2,2.81753634621887e-05,2.5,3.52214513649809e-05,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus lacrimalis",NA,NA,NA,NA,NA,NA,NA
1408428,"Bilophila wadsworthia",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia",NA,NA,NA,NA,NA,NA,NA
1236520,"Porphyromonas cangingivalis",2,2.81753634621887e-05,2,2.81753649880482e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas cangingivalis",NA,NA,NA,NA,NA,NA,NA
1139996,"Enterococcus saccharolyticus",2,2.81753634621887e-05,1.2,1.70885687975133e-05,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",NA,NA,NA,NA,NA,NA,NA
1006000,"Kluyvera ascorbata",2,2.81753634621887e-05,2.9,4.14304177753683e-05,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera ascorbata",NA,NA,NA,NA,NA,NA,NA
908937,"Prevotella dentalis",2,2.81753634621887e-05,1.7,2.40523986351787e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella dentalis",NA,NA,NA,NA,NA,NA,NA
1158601,"Enterococcus malodoratus",2,2.81753634621887e-05,2,2.81753674247871e-05,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus malodoratus",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000475.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000474.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000462.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000451.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000415.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000398.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000397.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000062.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000040.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000038.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000020.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_ACCK01000014.1",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423740,"Ligilactobacillus equi",2,2.81753634621887e-05,0.8,1.19652644344564e-05,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus equi",NA,NA,NA,NA,NA,NA,NA
1150461,"Bifidobacterium scardovii",2,2.81753634621887e-05,1.8,2.55261295941719e-05,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium scardovii",NA,NA,NA,NA,NA,NA,NA
1122131,"Kaistia adipata",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Kaistiaceae","Kaistia","Kaistia adipata",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_JNKJ01000064.1",2,2.81753634621887e-05,1.4,1.9431565381625e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121950,"Hespellia stercorisuis",2,2.81753634621887e-05,2.6,3.63169046529046e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis",NA,NA,NA,NA,NA,NA,NA
1122987,"Prevotella micans",2,2.81753634621887e-05,1.5,2.101408954581e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella micans",NA,NA,NA,NA,NA,NA,NA
322095,"Porphyromonas somerae",2,2.81753634621887e-05,1.4,2.04089810919491e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas somerae",NA,NA,NA,NA,NA,NA,NA
518636,"Enterocloster asparagiformis",2,2.81753634621887e-05,2,2.81754979416333e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster asparagiformis",NA,NA,NA,NA,NA,NA,NA
334735,"Sporosarcina koreensis",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina koreensis",NA,NA,NA,NA,NA,NA,NA
875093,"Streptococcus pseudoporcinus",2,2.81753634621887e-05,1.7,2.36794436359492e-05,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pseudoporcinus",NA,NA,NA,NA,NA,NA,NA
1121275,"Chitinilyticum aquatile",2,2.81753634621887e-05,0.9,1.20530751379069e-05,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Chitinibacteraceae","Chitinilyticum","Chitinilyticum aquatile",NA,NA,NA,NA,NA,NA,NA
467210,"Lachnoanaerobaculum saburreum",2,2.81753634621887e-05,2.4,3.34483224631322e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","Lachnoanaerobaculum saburreum",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_BBDW01000002.1",2,2.81753634621887e-05,2,2.81753655359363e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236498,"Phocaeicola paurosaccharolyticus",2,2.81753634621887e-05,2,2.81753652455819e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola paurosaccharolyticus",NA,NA,NA,NA,NA,NA,NA
1437608,"Bifidobacterium biavatii",2,2.81753634621887e-05,2,2.8176461510411e-05,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium biavatii",NA,NA,NA,NA,NA,NA,NA
1432052,"Eisenbergiella tayi",2,2.81753634621887e-05,2,2.85884815680272e-05,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","Eisenbergiella tayi",NA,NA,NA,NA,NA,NA,NA
1211813,"Alistipes ihumii",2,2.81753634621887e-05,2,2.81753695330462e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes ihumii",NA,NA,NA,NA,NA,NA,NA
NA,"unknown genome; accession ID isNZ_JTDA01000008.1",2,2.81753634621887e-05,2,2.81753644044488e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640685,"Enterococcus massiliensis",2,2.81753634621887e-05,1.5,2.14499472446205e-05,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",NA,NA,NA,NA,NA,NA,NA
1769291,"Oceanivirga salmonicida",2,2.81753634621887e-05,2,2.81753634621887e-05,NA,"Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Oceanivirga","Oceanivirga salmonicida",NA,NA,NA,NA,NA,NA,NA
1796646,"Muribaculum intestinale",2,2.81753634621887e-05,2,2.81754330869057e-05,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum intestinale",NA,NA,NA,NA,NA,NA,NA
1871035,"Negativibacillus massiliensis",2,2.81753634621887e-05,2.1,2.92686500915249e-05,NA,"Bacillota",NA,NA,NA,"Negativibacillus","Negativibacillus massiliensis",NA,NA,NA,NA,NA,NA,NA
